id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003
dsac_ns_nguni_01405,mat,,,mat,,,icansi,umata,,,ukhuko,,,,,,sihlantsi,imathi,,,ummada,,
dsac_ns_nguni_01406,match n.,,,vuurhoutjie,,,umentshisi,,,,imatshisi,,,,,,umetjiso,,,,ithoro yomlilo,,
dsac_ns_nguni_01407,match v.,,,pas,,,-fanisa,-qondanisa,,,ukufanisa,ukuthelekisa,,,,,fananisa,,,,madanisa,,
dsac_ns_nguni_01408,mate v.,,,paar,,,-lalana,-khwelana,,,ukukhwelisa,,,,,,khwelana,hlangana,lalana,,qotha,jarha,landela
dsac_ns_nguni_01409,material,,,materiaal,,,okokwakha,,,,imathiriyeli,,,,,,imphahla,,,,imethiriyeli,itjhila,
dsac_ns_nguni_01410,mathematics,,,wiskunde,,,izibalo,isifundo sezibalo,isayensi yezibalo,,izibalo,imathematiki,,,,,tibalo,imethametiki,,,iimbalo,imetsi,
dsac_ns_nguni_01411,mating,,,paartyd,,,ukulalana,ukukhwelana,,,ukhwelwano,,,,,,kuhlangana,kukhwelana,,,qotha,ukulanda,ukujarha
dsac_ns_nguni_01412,mating season,,,paarseisoen,,,isikhathi sokulalana,isikhathi sokukhwelana,,,ixesha lokhwelwano,,,,,,sikhatsi sekwekhwelana,,,,isikhathi sokuqotha,isikhathi sokuhlangana,
dsac_ns_nguni_01413,matrix board {electronics},,,matrysbord,etskringbord,,uqwembemsuka,,,,ibhodi ye-elektroniks,,,,,,ibhodi yemethriksi,,,,isekhedibhodi,,
dsac_ns_nguni_01414,matter,,,materie,stof,,into,,,,into,,,,,,lutfo,,,,imetha,izakho,
dsac_ns_nguni_01415,mature,,,volwasse,,,-khulile,-vuthiwe,,,gqibeleleyo,,,,,,-khulile,-tfombile,-vutsiwe,,-khule ngokupheleleko,,
dsac_ns_nguni_01416,meal {the occasion},,,maaltyd,,,ukudla,,,,isidlo,ixesha lokutya,,,,,sidlo,,,,isikhathi sokudla,,
dsac_ns_nguni_01417,meal {food},,,maaltyd,,,isidlo,,,,ukutya,,,,,,kudla,,,,ukudla,,
dsac_ns_nguni_01418,meal {grain},,,meel,meelblom,,impuphu,,,,umgubo,,,,,,umphotfulo,,,,ipuphu,,
dsac_ns_nguni_01419,mealie {fruit or cob},,,mielie,,,isikhwebu,,,,isikhwebu,,,,,,sibhuluja,,,,umumbu,isiphila,
dsac_ns_nguni_01420,mealie meal,,,mieliemeel,,,impuphu yommbila,,,,umgubo wombona,,,,,,imphuphu,,,,ipuphu,,
dsac_ns_nguni_01421,mealie rice,,,mieliegruis,mielierys,,ihelelayisi,imilirayisi,iheleyisi,,umgrayo,imili rayisi,,,,,liheleyisi,,,,irhereyisi,,
dsac_ns_nguni_01422,mealies,,,mielies,,,ummbila,,,,iinkozo zombona,,,,,,ummbila,,,,isiphila,,
dsac_ns_nguni_01423,mealie seed,,,mieliepit,,,imbewu yommbila,,,,imbewu yombona,,,,,,inhlanyelo yemmbila,luhlavu lwemmbila,,,imbewu,,
dsac_ns_nguni_01424,measurable adj.,,,meetbaar,,,-kalekayo,-linganisekayo,,,enokulinganiswa,,,,,,-linganisekako,-kalekako,,,-linganisekako,-medekako,
dsac_ns_nguni_01425,measure v.,,,meet,,,-kala,-linganisa,,,ukulinganisa,,,,,,linganisa,kala,,,linganisa,,
dsac_ns_nguni_01426,measurement,,,afmeting,maat,,okukaliwe,isikalo,isilinganiso,,umlinganiselo,,,,,,sikali,silinganisi,,,isilinganiso,,
dsac_ns_nguni_01427,measuring,,,meting,,,ukukala,ukulinganisa,,,ukulinganisela,,,,,,kukala,kulinganisa,,,ukulinganisa,ukumeda,
dsac_ns_nguni_01428,measuring cylinder,,,maatsilinder,,,umbhonxo wokukala,umbhonxo wokulinganisa,,,isilinganisi-lwelo,isilinda yolinganiso-lwelo,,,,,isilinda yekulinganisa,isilinda yekukala,,,isilinda yokulinganisa,isilinda yokumeda,
dsac_ns_nguni_01429,measuring rod,,,maatstok,,,induku yokulinganisa,uthi lokukala,,,uluthi lokulinganisa,,,,,,indvuku yekulinganisa,indvuku yekukala,,,irodi yokulinganisa,,
dsac_ns_nguni_01430,meat,,,vleis,,,inyama,,,,inyama,,,,,,inyama,,,,inyama,,
dsac_ns_nguni_01431,mechanical advantage,,,meganiese voordeel,,,ukwenzalula ngomshini,ukusizakala ngomshini,,,ukwenzelwa lula ngumtshini,ukuncedwa ngumtshini,,,,,lusitomshini,,,,ukwenza lula ngemitjhini,,
dsac_ns_nguni_01432,mechanism,,,meganisme,,,inkambiso,inqubo,,,umatshini womsebenzi othile,inkqubo yematshini,,,,,kusebenta kwemshini,,,,indlela yokwenza,imekhenizimu,
dsac_ns_nguni_01433,medical experiment,,,mediese eksperiment,,,ucwaningo lwezokwelapha,,,,uphando ngamachiza,uphando ngamayeza,,,,,kulinga kusebenta kwemutsi,,,,isilingelelo sokwelapha,,
dsac_ns_nguni_01434,medicine,,,medisyne,,,umuthi,umshanguzo,amakhambi,,ichiza,iyeza,,,,,umutsi,,,,isihlahla,,
dsac_ns_nguni_01435,medicine dropper,,,medisynedrupper,,,isiconsisamuthi,,,,isithontsizisi-yeza,,,,,,sitfontisamutsi,,,,isithontiselisihlahla,,
dsac_ns_nguni_01436,melamine formaldehyde,,,melamienformaldehied,,,ifomalidehayidi yemelamani,,,,intlaka yeplastiki eyenza izitya,,,,,,imelamani fomaldihayidi,,,,ifomalidihayidi yemilamini,,
dsac_ns_nguni_01437,melt v.,,,smelt,,,-ncibilikisa,,,,ukunyibilikisa,,,,,,ncitsika,ncibilika,,,ncithika,kghadzuluka,ncibilika
dsac_ns_nguni_01438,membrane,,,membraan,,,uthwethwesi,ulwelwe,,,inwebu,,,,,,ludvwadvwasi,,,,ithwethwesi,imembreyini,
dsac_ns_nguni_01439,meniscus,,,meniskus,,,iminisikasi,,,,igophe lamanzi,,,,,,imeniskasi,,,,ilaza,iminiskazi,
dsac_ns_nguni_01440,menu {computers},,,kieslys,,,uhla,uhlu,imenyu,,uluhlu lweeprogram,imenyu,,,,,imenyu,,,,irhelomininingwana,,
dsac_ns_nguni_01441,mercury,,,kwik,,,isigidi,,,,imetyhuri,,,,,,sigidzi,imekhyuri,,,imekhiyuri,,
dsac_ns_nguni_01442,mesh,,,maas,,,ufefe,,,,umnatha,,,,,,imeshi,-sasisefo,,,imetjhi,isefo,
dsac_ns_nguni_01443,metal,,,metaal,,,insimbi,,,,intsimbi,isinyithi,,,,,insimbi,imethali,,,imethali,isimbi,
dsac_ns_nguni_01444,metal button,,,metaalknop,,,iqhosha lensimbi,inkinobho yensimbi,,,iqhosha lentsimbi,iqhosha lesinyithi,,,,,likinobho lensimbi,,,,ikunubhe yesimbi,ikunubhe yemethali,
dsac_ns_nguni_01445,metallic adj.,,,metaal,,,-menyezelayo,-sansimbi,,,enentsimbi,enesinyithi,,,,,-nensimbi,-sansimbi,kwensimbi,,-sasimbi,,
dsac_ns_nguni_01446,metal rod,,,metaalstaaf,,,uthi lwensimbi,induku yensimbi,,,intonga yentsimbi,intonga yesinyithi,,,,,intfonga yensimbi,indvuku yensimbi,,,irodi yesimbi,irodi yemethali,
dsac_ns_nguni_01447,metamorphosis,,,metamorfose,,,inguqukosimo,,,,uguqulo-milo,,,,,,ingucukosimo,imethamofosisi,,,itjhugulukopilo,imethamofosisi,
dsac_ns_nguni_01448,meteor,,,meteoor,,,inkanyezi enomsila,,,,ilitye elisuka kwenye iplanethi,imithiyo,,,,,inkhanyeti lentjuzako,,,,ikwekwezimsila,imethiyori,
dsac_ns_nguni_01449,methanol,,,metanol,,,upharafini,imethanoli,,,isivuthisi,imethanoli,,,,,imethanoli,,,,imethanoli,,
dsac_ns_nguni_01450,method,,,metode,,,indlela yokwenza,,,,umgaqo wokwenza,imethodi,,,,,indlelakwenta,,,,indlela yokwenza,,
dsac_ns_nguni_01451,methylated spirits,,,brandspiritus,,,isipirithi,,,,isipirithi,,,,,,sipirithi,,,,isipiridzi,,
dsac_ns_nguni_01452,metre,m <SI unit>,,meter,m <SI-eenheid>,,imitha,,,,umlinganiselo wobude,,,,,,imitha,,,,imitha,,
dsac_ns_nguni_01453,metre ruler,,,meterstok,,,irula,,,,irula yemitha,,,,,,irula yemitha,,,,irula,,
dsac_ns_nguni_01454,micro-organism,,,mikro-organisme,,,igciwane,,,,ezingabonakaliyo,imayikhro-oganizim,,,,,ibhakhthiriya,,,,umulwana,,
dsac_ns_nguni_01455,microscope,,,mikroskoop,,,isibonisakhulu,makhulusikobho,,,isibonisi esandisayo,,,,,,imayikhroskopu,sikhulisi,,,imayikhroskowuphu,,
dsac_ns_nguni_01456,midnight,,,middernag,,,phakathi kwamabili,ezinzulwini zobusuku,,,ezinzulwini zobusuku,,,,,,ekhatsi nebusuku,kulamabili,,,phakathi kobusuku,,
dsac_ns_nguni_01457,mild {not sharp or strong},,,sagwerkend,,,-kahle,-maphakathi,,,ephakathi,,,,,,-pholile,-ndzimundzimu,-sivuvu,,-pholileko,,
dsac_ns_nguni_01458,milk,,,melk,,,ubisi,intusi,,,ubisi,,,,,,lubisi,,,,ibisi,,
dsac_ns_nguni_01459,milk tooth,,,melktand,,,umthakathi,izinyo lobisi,,,izinyo lobusana,izinyo elikhumkayo,,,,,litinyo lebuntfwana,,,,itserwana,,
dsac_ns_nguni_01460,mill n.,,,meul,,,isigayo,,,,umzi wokuguba,,,,,,sigayo,,,,isigayo,isisilo,
dsac_ns_nguni_01461,mill v.,,,maal,,,-gaya,,,,ukuguba,,,,,,gaya,gandza,,,-sila,-gaya,
dsac_ns_nguni_01462,miller,,,meulenaar,,,umgayi,,,,umgubi,,,,,,umgayi,,,,umgayi,umsili,
dsac_ns_nguni_01463,milli- {SI unit of length or volume},,,milli,,,okwenkulungwane,,,,isinye ewakeni,,,,,,kwenkhulungwane,,,,imili,,
dsac_ns_nguni_01464,millimetre {used e.g. in measuring rainfall},mm,,millimeter,mm,,imilimitha,,,,umyingana wemitha ewakeni,imilimitha,,,,,imilimitha,,,,imilimitha,,
dsac_ns_nguni_01465,Millon’s solution,,,Millon-basis,,,ingxube ka-Millon,,,,umxube kaMillon,,,,,,indidiyela yaMillon,umbubhudlo waMillon,,,umruburubu kaMilon,,
dsac_ns_nguni_01466,mine n.,,,myn,,,imayini,,,,umgodi,,,,,,imayini,,,,imayini,,
dsac_ns_nguni_01467,mine v.,,,ontgin,,,-imba,,,,yimba,ukumba,,,,,gubha,-mba,,,-emba,,
dsac_ns_nguni_01468,mineral,,,mineraal,,,okumbiwayo,isimbili,,,isimbili,,,,,,simbiwa,iminerali,,,iminerali,,
dsac_ns_nguni_01469,mineral salt,,,mineraalsout,,,usawoti,itswayi,,,ityiwa embiwayo,ityuwa embiwayo,,,,,sawoti waphasi,sawoti weminerali,,,itswayi,,
dsac_ns_nguni_01470,mirror,,,spieël,,,isibuko,,,,isipili,,,,,,sibuko,,,,isibuko,isiboniboni,
dsac_ns_nguni_01471,miscible,,,mengbaar,,,okuhlanganisekayo,okuxubekayo,,,exubekayo,,,,,,-hlanganisekako,,,,-vangekako,,
dsac_ns_nguni_01472,mist,,,mis,,,inkungu,,,,inkungu,,,,,,inkhungu,,,,ikungu,,
dsac_ns_nguni_01473,misty day,,,mistige dag,,,usuku olunenkungu,,,,usuku olunkungu,imini enkungu,,,,,kunenkhungu,,,,ilanga elikungubeleko,,
dsac_ns_nguni_01474,mix v.,,,meng,,,-xuba,-hlanganisa,,,ukuxuba,,,,,,didiyela,hlanganisa,bhica,,hlanganisa,vanga,didiyela
dsac_ns_nguni_01475,mixture,,,mengsel,,,ingxube,inhlanganisela,,,umxube,,,,,,inhlanganisela,,,,umvango,ihlanganisela,
dsac_ns_nguni_01476,mobility,,,beweeglikheid,,,ukunyakaza,ukuhamba,,,ukushukuma,intshukumo,,,,,hambako,nyakatako,,,umkhambo,,
dsac_ns_nguni_01477,mode,,,modus,orde,,indlela,,,,indlela yokwenza into,imo yokwenza into,,,,,indlelakwenta,,,,indlela yokwenza,,
dsac_ns_nguni_01478,model,,,model,,,isifanekiso,umfanekiso,,,umfuziselo,,,,,,imodeli,,,,imodeli,isifaniso,
dsac_ns_nguni_01479,moderate weather,,,matige weerstoestande,,,lipholile,lisivivi,,,imozulu ephakathi,,,,,,simotulu lesisendzimeni,simotulu lesipholile,,,ubujamo bezulu obulingeneko,,
dsac_ns_nguni_01480,modify,,,wysig,,,-lolonga,-lungisisa,,,ukuphucula,ukulungisa,,,,,gucula,ntjintja,,,lungisa,khibelela,
dsac_ns_nguni_01481,moist,,,klam,,,-swakeme,,,,efumileyo,,,,,,-swakeme,-butsile,,,-swe,-manzana,
dsac_ns_nguni_01482,moisture,,,vogtigheid,,,umswakama,,,,ukufuma,,,,,,umswakama,,,,umnyula,iliswe,
dsac_ns_nguni_01483,molar,,,kiestand,,,izinyo lomhlathi,,,,umhlathi,,,,,,litinyo lemhlatsi,,,,izinyo lomhlathi,imola,
dsac_ns_nguni_01484,molasses,,,melasse,,,utiligi,,,,isimonyongo,incindi emnyama yeswekile,,,,,tiliga,,,,isitrubhu,imolasi,
dsac_ns_nguni_01485,molecule,,,molekuul,,,inhlayiyana,imolekhuli,,,isuntswana lechiza,imoletyhuli,,,,,imolekhiyuli,,,,imolekhiyuli,,
dsac_ns_nguni_01486,mollusc,,,mollusk,,,okusamnenke,,,,izilwanyana ezingenathambo ezineqokobhe,imityuka,,,,,letingenamatsambo,bomagobolondvo,,,isithwaliqephe,,
dsac_ns_nguni_01487,molten adj.,,,gesmelt,,,-ncibilikile,,,,enyibilisekayo,,,,,,-ncibilikile,,,,-ncibilikisiweko,,
dsac_ns_nguni_01488,monkey,,,aap,,,inkawu,,,,inkawu,,,,,,ingobiyane,,,,ikghabu,,
dsac_ns_nguni_01489,monocotyledonous adj.,unicotyledonous,,eensaadlobbig,,,-mqumbemunye,,,,imbewu engahlulekiyo,,,,,,-cetulunye,,,,-ntanganye,-bumonokhothiledoni,
dsac_ns_nguni_01490,monocotyledonous plant,,,monokotiele plant,eensaadlobbige plant,,isitshalo esimqumbemunye,,,,isityalo esimbewu ingahlulekiyo,,,,,,sitjalo lesicetulunye,,,,isitjalo esintanganye,,
dsac_ns_nguni_01491,monomer,,,monomeer,,,inhlayiyana ehlanganisekayo,imonoma,,,isuntswana lemoletyhuli elihlangana nezinye,,,,,,imonoma,,,,imonoma,,
dsac_ns_nguni_01492,monosaccharide {biochemistry},,,monosakkaried,,,ushukela,,,,isuntswana leswekile,,,,,,imonosakharayidi,,,,imonodakharayidi,,
dsac_ns_nguni_01493,month,,,maand,,,inyanga,,,,inyanga,,,,,,inyanga,,,,inyanga,,
dsac_ns_nguni_01494,moorhen,,,waterhoender,bleshoender,,inyoni imoheni,,,,uthekwane,,,,,,masheshane,,,,imoheni,,
dsac_ns_nguni_01495,mordant,,,bytmiddel,,,isigxilisambala,,,,isijiki-bala,idayi,,,,,imodanti,,,,isigandelelambala,,
dsac_ns_nguni_01496,morning,,,oggend,,,ekuseni,,,,intsasa,,,,,,ekuseni,,,,ikuseni,,
dsac_ns_nguni_01497,morning glory,,,eendagskoon,purperwind,,imbune,,,,ujika nelanga,,,,,,imbali lengulalavuka,,,,ithuthumbo lekuseni,,
dsac_ns_nguni_01498,mosquito,,,muskiet,,,umiyane,unonxi,umndozolo,,ingcongconi,,,,,,imbuzulwane,umndozolwane,,,unompopoloza,,
dsac_ns_nguni_01499,moss,,,mos,,,ulembu,ulwelwe,,,ubulembu,,,,,,imosi,,,,imosi,,
dsac_ns_nguni_01500,moth,,,mot,,,ibhu,,,,ivivingane,,,,,,libhu,,,,umvunya,,
dsac_ns_nguni_01501,motif,,,motief,,,umhlobiso,,,,umxholo,,,,,,imothifu,,,,ibuyelelophetheni,,
dsac_ns_nguni_01502,motion,,,beweging,,,umnyakazo,,,,intshukumo,,,,,,umnyakato,,,,umsikinyeko,umkhambo,
dsac_ns_nguni_01503,motor,,,motor,,,injini,,,,injini,,,,,,imotho,,,,imotho,isiphehlitlelezo,
dsac_ns_nguni_01504,motor boat,,,motorboot,,,isikebhe esinenjini,,,,isikhephe,,,,,,sikebhe,,,,isiketjana senjini,,
dsac_ns_nguni_01505,mould n. {e.g. for making shapes},cast,,gietvorm,,,imfoloma,,,,xonkxa,,,,,,ifolomu,lifolomu,,,isibumbi,iforomo,
dsac_ns_nguni_01506,mould n. {growth, e.g. on old food},,,muf,skimmel,kim,isikhutha,,,,ungundo,,,,,,sikhuntsa,,,,isikghoro,,
dsac_ns_nguni_01507,mould v.,cast,,vorm,,,-bumba,,,,ukuxonkxa,ukubumba,,,,,foloma,bumba,,,bumba,,
dsac_ns_nguni_01508,mould {soil full of decayed plant substances},,,grondhoop,,,imvundo,,,,ukuvunda,umgquba,,,,,imvundzela,,,,ivundela,,
dsac_ns_nguni_01509,moulding,,,gietstuk,,,ukufoloma,,,,ukubumba,,,,,,lokubunjiwe,lokufolonyiwe,,,isibunjwa,,
dsac_ns_nguni_01510,moult v. {birds},,,verveer,,,-qothuka,,,,ukuhluba,,,,,,hluba,,,,hluba,,
dsac_ns_nguni_01511,mountain,,,berg,,,intaba,,,,intaba,,,,,,intsaba,,,,intaba,,
dsac_ns_nguni_01512,mountainous area,,,bergagtige gebied,,,ezintabeni,,,,indawo eneentaba,,,,,,indzawo letintsabantsaba,,,,indawo eziintaba,,
dsac_ns_nguni_01513,mouse {rodent},,,muis,,,igundane,,,,impuku,,,,,,ligundvwane,,,,ikhondlo,igundwana,
dsac_ns_nguni_01514,mouse {computer},,,muis,,,igundane lesiqoqelilwazi,igundane lekhompuyutha,imawusi,,imawusi,,,,,,ligundvwane,imawusi,,,imawusi,,
dsac_ns_nguni_01515,mouth {body part},,,mond,,,umlomo,,,,umlomo,,,,,,umlomo,,,,umlomo,,
dsac_ns_nguni_01516,mouth part {e.g. insects},,,monddeel,,,umlomo,,,,ilungu lomlomo wesinambuzane,,,,,,sitfo semlomo,,,,isitho somlomo,,
dsac_ns_nguni_01517,movement {change of position},,,beweging,,,umnyakazo,,,,intshukumo,,,,,,kunyakata,,,,umkhambo,umsikinyeko,
dsac_ns_nguni_01518,mucus,,,mukus,slym,,amafinyila,,,,umfinya,umkhunyu,,,,,emafinyila,tindzendze,,,amathimila,,
dsac_ns_nguni_01519,mud,,,modder,,,udaka,,,,udaka,,,,,,ludzaka,,,,idaka,,
dsac_ns_nguni_01520,muddy adj.,,,modderig,,,-nodaka,,,,enodaka,,,,,,-neludzaka,,,,-nedaka,,
dsac_ns_nguni_01521,muddy water,,,modderwater,,,amanzi anodaka,,,,amanzi anodaka,,,,,,emanti ladvungekile,,,,amanzi adungekileko,,
dsac_ns_nguni_01522,mud nest,,,kleines,,,isidleke sodaka,,,,indlwana yentaka yodaka,,,,,,sidleke seludzaka,,,,isidleke sedaka,,
dsac_ns_nguni_01523,mulberry tree,,,moerbeiboom,,,umjikijolo,,,,umthi wohlobo lwequnube,,,,,,umgungumence,,,,umuthi womurubheyi,,
dsac_ns_nguni_01524,mulch n.,,,molm,bladaarde,deklaag,inkucuza,imfucuza,,,isigcina-kufuma emhlabeni,,,,,,sivikelatitjalo,imalishi,,,isivimbelamrhwamuko,,
dsac_ns_nguni_01525,mule,,,muil,,,umnyuzi,,,,imeyile,,,,,,umnyuzi,,,,imeyila,,
dsac_ns_nguni_01526,murky {water},,,troebel,,,isidoxo,,,,enyundululu,,,,,,-netidzidzi,,,,-dungekileko,,
dsac_ns_nguni_01527,muscle,,,spier,,,umsipha,isicubu,,,isihlunu,,,,,,umsipha,,,,isikhwepha,umsipha,
dsac_ns_nguni_01528,muscular adj.,,,gespierd,,,-nemisipha,-nezicubu,,,enezihlunu,,,,,,-nemsipha,,,,-neenkhwepha,,
dsac_ns_nguni_01529,muscular foot,,,gespierde voet,,,unyawo oluwugqinsi,,,,unyawo olusisihlunu,,,,,,lunyawomisipha,,,,inyawo eliqinileko,,
dsac_ns_nguni_01530,mushroom,,,sampioen,,,ikhowe,,,,ikhowa,,,,,,likhowa,,,,ikhowe,,
dsac_ns_nguni_01531,mussel,,,mossel,,,imbaza,,,,imbaza,,,,,,imbaza,,,,imaseli,,
dsac_ns_nguni_01532,nail n. {fingers and toes},,,nael,,,uzipho,,,,uzipho,,,,,,luzipho,lugalo,,,izipho,,
dsac_ns_nguni_01533,nail n. {piece of metal},,,spyker,,,isipikili,,,,isikhonkwane,,,,,,sipikili,,,,isipikiri,,
dsac_ns_nguni_01534,nailing,,,bespykering,,,ukushayela,,,,ukubethelela,,,,,,kubetsela,,,,ukubethela,,
dsac_ns_nguni_01535,naked copper wire,,,kaal koperdraad,,,intambo ehlubule,intambo yethusi,,,ucingo lwekopolo,,,,,,luthaka lolungcunu,,,,idrada yekoporo ehlubule,,
dsac_ns_nguni_01536,naked egg,,,doplose eier,,,iqanda elingenagobolondo,,,,iqanda elingenaqokobhe,,,,,,licandzabokoboko,,,,imbuqu,,
dsac_ns_nguni_01537,natural,,,natuurlik,,,-kwemvelo,-kwendalo,,,yendalo,,,,,,kwemvelo,,,,-kwemvelo,,
dsac_ns_nguni_01538,natural anchorage,,,natuurlike ankerplek,,,ihange lemvelo,ihange lendalo,,,iankile yendalo,,,,,,sikhungo semvelo,,,,indawo yama-angere wemvelo,,
dsac_ns_nguni_01539,natural enemy,,,natuurlike vyand,,,isitha semvelo,isitha sendalo,,,eziphila ngezinye,udlezinye,,,,,lokudlanako,titsatemvelo,,,umadlezinye,,
dsac_ns_nguni_01540,natural gas,,,aardgas,,,umoya,,,,igesi yendalo,,,,,,gesi wemvelo,,,,irhasi yemvelo,,
dsac_ns_nguni_01541,natural item,,,natuurlike item,,,okwemvelo,okwendalo,,,into yendalo,,,,,,lokukwemvelo,,,,into yemvelo,,
dsac_ns_nguni_01542,natural magnet,,,natuurlike magneet,,,uzibuthe wemvelo,,,,umazibuthe wendalo,isitsalane sendalo,,,,,tibutse wemvelo,,,,uzibuthe wemvelo,,
dsac_ns_nguni_01543,natural material {e.g. wood, coal, etc.},,,natuurlike stowwe,,,okokwakha kwemvelo,,,,izinto zendalo,,,,,,tintfo temvelo,,,,imetheriyeli yemvelo,,
dsac_ns_nguni_01544,natural resource,,,natuurlike hulpbron,,,ingcebo yemvelo,,,,ubutyebi bendalo,,,,,,insita yemvelo,,,,umthombo wemvelo,,
dsac_ns_nguni_01545,natural rubbish,,,natuurlike afval,,,udoti,ukungcola kwemvelo,,,inkunkuma yendalo,,,,,,inkhukhuma yemvelo,,,,iinzibi zemvelo,,
dsac_ns_nguni_01546,natural science,,,natuurwetenskap,,,isayensi yezemvelo,isayensi yezendalo,,,inzululwazi ngendalo,,,,,,isayensi yetemvelo,,,,isayensi yemvelo,,
dsac_ns_nguni_01547,natural ventilation,,,natuurlike ventilasie,,,isishayisimoya,,,,impepho engeniswayo,,,,,,singenisamoya semvelo,,,,itlhodlhomoya lemvelo,,
dsac_ns_nguni_01548,nature {life},,,natuur,,,imvelo,indalo,,,indalo,,,,,,imvelo,,,,imvelo,,
dsac_ns_nguni_01549,nature {character of e.g. a person},,,geaardheid,,,ubunjalo,,,,ubume,,,,,,indalo,,,,imvelo,,
dsac_ns_nguni_01550,nature reserve,,,natuurreservaat,,,isiqiwi,,,,ulondolozo lwendalo,,,,,,siciwu semvelo,,,,isiqiwu semvelo,,
dsac_ns_nguni_01551,navel,belly button,,naeltjie,,,inkaba,,,,inkaba,umbhono,,,,,inkhaba,,,,ikaba,,
dsac_ns_nguni_01552,neck,,,nek,,,intamo,,,,intamo,,,,,,intsamo,,,,intamo,,
dsac_ns_nguni_01553,necklace,,,halssnoer,,,umgexo,,,,umqokozo,isihombo somqala,,,,,umgaco,,,,umgejo,,
dsac_ns_nguni_01554,nectar,,,nektar,,,umpe,,,,incindi,,,,,,luju,manandi,inektha,,inektha,,
dsac_ns_nguni_01555,nerve,,,senuwee,,,umuzwa,,,,umthambo-luvo,,,,,,imiva,,,,umuzwa,,
dsac_ns_nguni_01556,nervous system,,,senustelsel,,,uhlelo lwemizwa,uhlelomizwa,,,isixokelelwano semithambo,isixokelelwano semithambo-luvo,,,,,luhlelomiva,umgudvumiva,,,irherho lemizwa,,
dsac_ns_nguni_01557,nest,,,nes,,,isidleke,,,,indlu yentaka,,,,,,sidleke,,,,isirurhu,isihlakana,
dsac_ns_nguni_01558,net n.,,,net,,,inxanxathela {yemigwaqo},,,,uthungelwano,unxibelelwano,,,,,linethi,tindlelandlela,,,inethi,,
dsac_ns_nguni_01559,net-like pattern {e.g. blood vessel},,,netagtige patroon,,,-sabulwembu,,,,uxananazo,,,,,,-sanethi,lokusanethi,,,iphetheni esanethi,iphetheni esathungelelwano,
dsac_ns_nguni_01560,net vein,,,net-aar,,,umthambo oyinxanxathela,,,,umthambo,,,,,,umtsambo losanethi,,,,umthambothungelelwano,,
dsac_ns_nguni_01561,network {computers},,,netwerk,,,uhleloxhumano,,,,uthungelwano ngekhompyutha,,,,,,luhlelochumana,,,,ithungelelwano,,
dsac_ns_nguni_01562,neutral adj. {electricity},,,neutraal,,,-thena amandla ombani,-thenamandla,,,elawula umbane,,,,,,-semkhatsini,,,,-nganatjhaji,,
dsac_ns_nguni_01563,neutral adj. {general},,,neutraal,,,-ngenamaka,-ngenambala,-ngagqamisi luhlobo,,engacacanga,,,,,,-ngenambala,,,,-ngakameregwa,,
dsac_ns_nguni_01564,neutral adj. {mechanics},,,neutraal,,,-ngagaxekile,,,,engekho giyeni,,,,,,ngabi segiyeni,ngekho egiyeni,,,-thiyeleleko,ithiyelelo,
dsac_ns_nguni_01565,neutral n. {electricity},neutral wire,neutral conductor,neutrale geleier,nuldraad,,isithenamandla,isidambisamlilo,,,isilawuli-mbane,,,,,,-ngenamlilo,,,,intambo ephelelisa isekhethi,,
dsac_ns_nguni_01566,neutral axis,,,neutrale aslyn,,,inkabamugqa engathathi hlangothi,,,,umzila ohlula phakathi,,,,,,umkhatsi,inkhaba,,,i-eksisibuthuntubazelo,,
dsac_ns_nguni_01567,neutralisation {chemistry},,,neutralisasie,,,ukuthenamandla,ukudambisa,,,umngxengo,,,,,,kuntempula,kudzambisa,,,ukwenzaduma,,
dsac_ns_nguni_01568,neutralise,,,neutraliseer,,,-thena amandla,-dambisa,,,ukungxenga,,,,,,ntembula,dzambisa,,,-enza duma,,
dsac_ns_nguni_01569,neutral solution {chemistry},,,neutrale oplossing,,,okungenakhemikhali,,,,engxengekileyo,,,,,,-semkhatsini,,,,umruburubu ohlangana,,
dsac_ns_nguni_01570,neutral substance {physics},,,neutrale stof,,,isingagqamisi,,,,engatshintshi nto,,,,,,lokungaguculi,,,,into eduma,,
dsac_ns_nguni_01571,neutral wire {electricity},,,neutrale draad,,,isidambisagesi,intambo enganagesi,,,isilawuli-mbane,,,,,,luwayela lolungenamlilo,,,,idarada engatjhajiko,,
dsac_ns_nguni_01572,newt,,,watersalamander,,,intulo,,,,uluhlobo lwecikilishe,esibucilikisherha,,,,,intfulomanti,,,,urhwabhani,,
dsac_ns_nguni_01573,newton,,,newton,,,inyuthoni,,,,umlinganiselo wamandla,,,,,,inyuthoni,,,,inyuthoni,,
dsac_ns_nguni_01574,niacin,nicotinic acid,,niasien,,,isakhamzimba,inayisini,,,uhlobo lwesakha mzimba esiyinayasini,,,,,,i-esidi lesanikhothini,mamunywana losanikhothini,inayasini,,iniyasini,,
dsac_ns_nguni_01575,nickel,,,nikkel,,,insimbi emhlophe,inikheli,,,uluhlobo lwesinyithi,,,,,,inikheli,,,,inikheli,,
