id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003
dsac_ns_nguni_01576,night,,,nag,,,ubusuku,,,,ubusuku,,,,,,busuku,,,,ubusuku,,
dsac_ns_nguni_01577,night animal,,,nagdier,,,isilwane sasebusuku,,,,isilwanyana sasebusuku,,,,,,malalemini,malwelwe,,,umadlebusuku,,
dsac_ns_nguni_01578,nipple,,,tepel,,,ingono,umbele,,,ingono,,,,,,ingono,,,,ikono,ingono,umbele
dsac_ns_nguni_01579,nitric acid,,,salpetersuur,,,isidlavuzo,i-esidi inithrikhi,,,iasidi egqobhozayo,,,,,,mamunywana wenayithreki,i-esidi yenayithreki,,,isidlavuzi esibunithriki,inithriki esidi,
dsac_ns_nguni_01580,nitrogen,,,stikstof,,,inayithrojini,,,,inayitrojini,isingxenga-moya,,,,,inayithrojini,,,,inayithrojini,,
dsac_ns_nguni_01581,nocturnal,,,nagtelik,,,kwasebusuku,,,,ezobusuku,,,,,,kwasebusuku,,,,-kobusuku,,
dsac_ns_nguni_01582,node,,,nodus,,,ilunga,ijoyinti,,,indibano-malungu,,,,,,lichutu,liguludla,,,ilunga,,
dsac_ns_nguni_01583,non-conductor,,,niegeleier,,,okungedlulisigesi,,,,engagqithisi-mbane,ethintela umbane,,,,,ngandlulisi umlilo,sivimbamlilo,,,into engadlulisi itlelezomlilo,,
dsac_ns_nguni_01584,non-living,,,nielewend,,,okungaphili,,,,engaphiliyo,,,,,,lokungaphili,,,,-ngaphiliko,,
dsac_ns_nguni_01585,nonmagnetic substance,,,nie-magnetiese stof,,,-ngenazibuthe,,,,engenasitsalane,,,,,,-ngenatibutse,,,,okungabuthekiko,,
dsac_ns_nguni_01586,nonmetallic adj.,,,niemetaalagtig,,,-ngenansimbi,,,,engenasinyithi,,,,,,-ngenansimbi,-ngenatibutse,,,-nganasimbi,-nganamethali,
dsac_ns_nguni_01587,non-renewable resource,,,niehernubare hulpbron,,,izimbiwa eziphelayo,,,,engavuselelekiyo,,,,,,tibiyo letingavuseleleki,tinsita letingavuseleleki,,,umthombo ongavuselelekiko,,
dsac_ns_nguni_01588,north,,,noord,,,inyakatho,,,,umntla,,,,,,inyakatfo,,,,itlhagu,,
dsac_ns_nguni_01589,north-east,,,noordoos,,,inyakatho mpumalanga,,,,umntla-mpuma,,,,,,inyakatfo mpumalanga,,,,itlhagupumalanga,,
dsac_ns_nguni_01590,north pole,,,noordpool,,,ichopho lasenyakatho,,,,incam yomntla,,,,,,ligumbi lenyakatfo,,,,ipholi letlhagwini,,
dsac_ns_nguni_01591,north-seeking pole,north pole,,noordsoekende pool,noordpool,,inkombamkhathi yasenyakatho,,,,incam yomntla,,,,,,sikhombanyakatfo,,,,ipholi letlhagwini,,
dsac_ns_nguni_01592,north-west,,,noordwes,,,inyakatho ntshonalanga,,,,umntla-ntshona,,,,,,inyakatfonshonalanga,,,,itlhagutjhingalanga,,
dsac_ns_nguni_01593,nose,,,neus,,,ikhala,impumulo,,,impumlo,,,,,,imphumulo,,,,ipumulo,,
dsac_ns_nguni_01594,nostril,,,neusgat,,,imbobo yekhala,ikhala,,,ithatha,,,,,,likhala,,,,itjhuba lepumulo,umrhoso wepumulo,
dsac_ns_nguni_01595,nuclear energy,nuclear power,,kernenergie,kernkrag,,umfuthomandla wenuzi,,,,amandla enukliya,,,,,,emandla enozi,,,,amandla wenyukliyasi,,
dsac_ns_nguni_01596,nuclear power station,,,kernkragsentrale,,,isiteshi somfuthomandla wenuzi,,,,isikhululo samandla enyukliya,,,,,,siteshi semandla enozi,,,,isitetjhi samandla wenyukliyasi,,
dsac_ns_nguni_01597,nursery,,,kwekery,,,isikhulisela zithombo,isimiliseli,inkulisa,,umzi wezityalo,,,,,,enkhulisatitfombo,similiselo,,,inezari,ikura,
dsac_ns_nguni_01598,nutrient {plants/animals},,,voedingstof,,,isondlamzimba,isikhulisi,isikhuthazakhaba,,isondlo,,,,,,umsoco,,,,isakhamzimba,isikhulisi,
dsac_ns_nguni_01599,nutrition,,,voeding,,,ukondliwa komzimba,,,,isondlo,,,,,,kwekondla,,,,ukondleka,,
dsac_ns_nguni_01600,nutritious adj.,,,voedsaam,,,-nomsoco,,,,-nesondlo,,,,,,-yondlako,-nemsoco,,,-ondlako,-akhako,-khulisako
dsac_ns_nguni_01601,nylon,,,nylon,,,inayiloni,,,,inayiloni,,,,,,inayiloni,,,,inayiloni,,
dsac_ns_nguni_01602,nymph,,,nimf,papie,,isiphungumangathi,,,,uphunguphungu,,,,,,siphungumangathi,,,,unotswayile,,
dsac_ns_nguni_01603,oak,,,eikehout,,,ukhuni lwe-okhi,,,,um-okhi,,,,,,i-okhi,,,,i-owuki,umsimbithi,
dsac_ns_nguni_01604,oak tree,,,akkerboom,,,isihlahla se-okhi,,,,umthi wom-okhi,,,,,,sihlahla sem-okhi,,,,umsimbithi,,
dsac_ns_nguni_01605,object,,,voorwerp,,,into,,,,into,,,,,,lokutsite,lutfo,,,into,,
dsac_ns_nguni_01606,oblique,,,skuins,,,-ngaqondile,-tshekile,,,bukekela,buthambeka,,,,,-tjekile,,,,-tjhigamileko,-ngakanqophi,
dsac_ns_nguni_01607,observation,,,waarneming,,,okuqasheliwe,okuphawuliwe,,,ingqwalasela,umqaphela,,,,,kubuka,kucaphela,,,itjhejo,,
dsac_ns_nguni_01608,observe v.,,,waarneem,,,-qaphela,,,,ukuqwalasela,ukuqaphela,ukuphawula,,,,buka,caphela,,,tjheja,,
dsac_ns_nguni_01609,occupation,,,beroep,,,umsebenzi,,,,umsebenzi,,,,,,umsebenti,,,,umsebenzi,,
dsac_ns_nguni_01610,ocean,,,oseaan,see,,ulwandlekazi,,,,ulwandle,,,,,,lwandlekati,,,,ilwandle elikhulu,,
dsac_ns_nguni_01611,offline {computers},,,van lyn af,ongekoppel,,-ngasebenzi,-cishile,,,ayisebenzi,,,,,,-ngachumani,,,,-ngakahlanganiswa,,
dsac_ns_nguni_01612,ohm,,,ohm,,,i-ohm,,,,umlinganiselo wombane,,,,,,silinganisi semlilo,i-omi,,,i-ohm,,
dsac_ns_nguni_01613,oil,,,olie,,,amafutha,u-oyela,,,ioli,ioyile,,,,,i-oyili,woyela,,,i-oli,,
dsac_ns_nguni_01614,oil refinery,,,olieraffinadery,,,isihluzi sikawoyela,,,,umzi weoli,,,,,,ifekthri yekuhlutawoyela,,,,ihlwengiselo-oli,,
dsac_ns_nguni_01615,oil stain,,,olievlek,,,ibala lamafutha,ibala likawoyela,,,ibala leoli,ibala leoyile,,,,,licashata lawoyela,libala le-oyili,,,umnindo we-oli,,
dsac_ns_nguni_01616,oil tanker,,,olietenkskip,,,umkhumbi kawoyela,,,,inqanawa yeoli,inqanawa yeoyile,,,,,sitfwalawoyela,,,,umkhumbi we-oli,,
dsac_ns_nguni_01617,olive,,,olyf,,,i-olivi,,,,umnquma,,,,,,i-olivi,,,,i-olivi,,
dsac_ns_nguni_01618,omnivore,,,omnivoor,alleseter,,isidlakonke,,,,oodlakonke,,,,,,madlakonkhe,,,,isidlanyamantjalo,,
dsac_ns_nguni_01619,onion,,,ui,,,u-anyanisi,,,,itswele,,,,,,anyanisi,hhanyanisi,,,i-eyi,anyanisi,
dsac_ns_nguni_01620,online {computers},,,gekoppel,,,-sebenzayo,,,,ukunxibeleleka ngekhompyutha,,,,,,-chumene,,,,hlanganisiweko,,
dsac_ns_nguni_01621,opaque,,,opaak,,,ngabonisi,,,,engabonisiyo ngaphaya,,,,,,lufifi,fiphele,,,-ngadlulisimkhanyo,,
dsac_ns_nguni_01622,open field,,,oop veld,,,ithafa,,,,idlelo,,,,,,litsafa,siganga,,,ummango ovulekileko,,
dsac_ns_nguni_01623,open fire,,,oop vuur,,,umlilo wequbula,amalangabi,,,umlilo ongalawulekiyo,,,,,,umlilo longalawuleki,,,,umlilo obhebhedlhako,,
dsac_ns_nguni_01624,opening,,,opening,,,intuba,imbobo,isikhala,,intunja,isikroba,,,,,imbobo,sikhala,,,intunja,itjhuba,
dsac_ns_nguni_01625,orange,,,lemoen,,,iwolintshi,i-olintshi,,,iorenji,,,,,,liwolintji,,,,i-orentji,ilamune,
dsac_ns_nguni_01626,orchard,,,vrugteboord,,,insimu yezithelo,,,,umyezo weziqhamo,,,,,,insimutitselo,,,,isimu yemithi yeenthelo,,
dsac_ns_nguni_01627,ore,,,erts,,,umkhando,itshensimbi,,,intsimbi ekrwada,,,,,,litje lensimbi,,,,isimbi ehlangene nelitje,i-ore,
dsac_ns_nguni_01628,organic food,,,organiese voedsel,,,ukudla okungenasithako,ukudla kwemvelo,,,ukutya okusebenzisa isilahla,umgquba wendalo,,,,,kudla lokunemphilo,,,,ukudla okwakha umzimba,,
dsac_ns_nguni_01629,organism,,,organisme,,,okuncane okuphilayo,,,,eziphilayo,,,,,,lokuphilako,,,,okuphilako,,
dsac_ns_nguni_01630,original,,,oorspronklike,,,umsuka,isiqalo,isandulela,,imo yemvelo,,,,,,kwendzabuko,kwekucala,,,-kwendabuko,-kwamathomo,
dsac_ns_nguni_01631,ornament,,,ornament,,,umhlobiso,,,,isihombisi,,,,,,umhlobiso,kwekugceba,,,isihlobiso,isikghabiso,
dsac_ns_nguni_01632,oscillate v.,,,ossilleer,,,-tebezela,,,,uzengezi,,,,,,-ya emvembili,,,,-ya ngapha nangapha,,
dsac_ns_nguni_01633,oscillating adj.,,,ossillerend,,,-tebezelayo,,,,uzengezi,,,,,,ya emvembili,,,,-yako ngapha nangapha,,
dsac_ns_nguni_01634,ostrich,,,volstruis,,,intshe,,,,inciniba,,,,,,intje,,,,inciliba,,
dsac_ns_nguni_01635,outer diameter,,,buitediameter,,,umzungezo wangaphandle,umzungezo wenkabamudwa,,,umphandle wesazinge,,,,,,idayamitha yangaphandle,,,,idayamitha yangaphandle,,
dsac_ns_nguni_01636,outer shell,,,kors,,,umhlabathi ongaphezulu,,,,umhlaba,,,,,,umhlaba,,,,ingaphezulu lehlabathi,,
dsac_ns_nguni_01637,outer space,,,buitenste ruimte,buiteruimte,,umkhathi,,,,isibhakabhaka,,,,,,umkhatsi,,,,umkayi,,
dsac_ns_nguni_01638,outlet,,,afvoerpyp,uitlaat,,umgudu,,,,umngxuma wamanzi nomoya,,,,,,sikhala,impontji,,,itjhuba,intunja,
dsac_ns_nguni_01639,outlet point,,,uitlaatpunt,afvoerpunt,,intuba,,,,incam yomngxuma,,,,,,indzawompontji,,,,ubuphumo,,
dsac_ns_nguni_01640,output,,,uitvoer,lewering,,umphumela,,,,iziphumo,,,,,,umphumela,,,,okuphumako,umphumelo,
dsac_ns_nguni_01641,output component,,,leweringskomponent,,,isikhiphamphumela,,,,isivelisi-siphumo,,,,,,sikhiphamphumela,,,,isiphumelelisi,,
dsac_ns_nguni_01642,outside,,,buitekant,,,ngaphandle,,,,phandle,,,,,,ngaphandle,ngephandle,,,ngaphandle,,
dsac_ns_nguni_01643,oval adj.,,,ovaal,,,-mise saqanda,-sambhoxo,,,embhoxo,,,,,,-salicandza,,,,-saqanda,,
dsac_ns_nguni_01644,ovary,,,eierstok,,,isizalo,indlala yamaqanda,,,isiyilelo-maqanda,,,,,,sitalo,,,,idlala,,
dsac_ns_nguni_01645,oven,,,oond,,,uhhavini,,,,ionti,ioveni,,,,,ihhavini,,,,i-ondo,i-oven,
dsac_ns_nguni_01646,overcast adj.,,,betrokke,,,-guqubele,-sibekele,,,lisibekele,,,,,,-sibekele,-makhungu,ligucubele,,-namafu,-buthileko,
dsac_ns_nguni_01647,overnight,,,oornag,,,ubusuku,,,,ngobusuku,,,,,,ebusuku,,,,-ngobusuku,,
dsac_ns_nguni_01648,overpopulated,,,oorbevolk,,,-ngaphezu kwesibalo,,,,ulwando olugqithisileyo,,,,,,kusiminyaminya,kusinyokotfo,,,minyeneko,,
dsac_ns_nguni_01649,overweight,,,oorgewig,,,-khuluphele,-zimuke ngokweqile,,,ukutyeba ngokugqithisileyo,imbukumbuku,,,,,imbidlimbidli,sitetelegu,,,-nonileko,,
dsac_ns_nguni_01650,overwhelm,,,oorweldig,,,-ahlula,-mangaza,,,ukoyisakala,,,,,,ngalokwedlulele,,,,ahlula,gabha,
dsac_ns_nguni_01651,ovule,,,kiemsel,,,iqanda elingakavuthwa,,,,iqanda elisakhulayo,,,,,,licandza lelingakatfombi,,,,i-ovuyuli,iqanjana,
dsac_ns_nguni_01652,ovum,,,ovum,,,imbewu yowesifazane,,,,iqanda,,,,,,imbewu yalokusikati,licandza,,,iqanda,,
dsac_ns_nguni_01653,owl,,,uil,,,isikhova,,,,isikhova,,,,,,sikhova,sahhukulu,,,isirhulurhulu,,
dsac_ns_nguni_01654,oxide,,,oksied,,,isisi,i-oksayidi,,,umxube womongomoya,,,,,,i-oksayidi,,,,i-oksayidi,,
dsac_ns_nguni_01655,oxygen,,,suurstof,,,umoyampilo,umoya ohlanzekile,i-oksijini,,umongomoya,,,,,,umoyakuphila,i-oksijini,,,i-oksijini,,
dsac_ns_nguni_01656,oyster,,,oester,,,imbaza,,,,izwembezi,,,,,,imbaza,i-oyista,,,i-oyista,,
dsac_ns_nguni_01657,ozone,,,osoon,,,umoyamkhathi,,,,umoya ocwengileyo,,,,,,i-ozoni,,,,i-ozoni,ummoya one-oksijini enengi,
dsac_ns_nguni_01658,ozone-friendly adj.,,,osoonvriendelik,,,-ngenabungozi kumoyamkhathi,,,,engenabungozi kumoya ocwengileyo,,,,,,nebudlelwane ne-ozoni,ngenangoti ku-ozoni,,,-nganangozi ku-ozoni,,
dsac_ns_nguni_01659,ozone layer,,,osoonlaag,,,unqenqema lomoyamkhathi,,,,ulwaleko lomoya ocwengileyo,,,,,,umkhakha we-ozoni,,,,ilarha le-ozoni,,
dsac_ns_nguni_01660,packaging,,,verpakking,,,isiqukathi,,,,upakisho lokuthengiswayo,,,,,,kwekuphatsa,,,,isimumathi,isiphutheli,
dsac_ns_nguni_01661,pad,,,kussing,,,ingaphansi lesidladla,intende yonyawo,,,impuphu,,,,,,sibutjabutja sesidladla,intofontofo yesidladla,,,intende yedlawu,,
dsac_ns_nguni_01662,paint n.,,,verf,,,upende,,,,ipeyinti,,,,,,pende,,,,ipende,,
dsac_ns_nguni_01663,paint brush,,,verfkwas,,,ibhulashi lokupenda,,,,ibhrashi yokupeyinta,,,,,,libhulashi lekupenda,,,,ibhratjhi yepende,,
dsac_ns_nguni_01664,palm tree,,,palmboom,,,isundu,,,,isundu,,,,,,lisundvu,,,,umuthi wamasundu,umuthi wephamu,
dsac_ns_nguni_01665,panda,,,panda,,,ibhele laseShayina,iphanda,,,isilwanyana esibubhere,,,,,,iphanda,,,,ipanda,,
dsac_ns_nguni_01666,panel,,,paneel,,,ingxenye exhunywayo,ipheneli,,,icandelo ledonga,,,,,,iphanela,,,,iphaneli,,
dsac_ns_nguni_01667,panelled adj.,,,met panele,,,ingxenye exhunyiwe,,,,elinecandelo ledonga,,,,,,phaneliwe,,,,-nephaneli,,
dsac_ns_nguni_01668,panel pin,,,paneelspyker,,,isipikili esingenakhanda,isipikili sephaneli,,,isikhonkwane esincinci,,,,,,liphini lebuphanela,,,,isipikirana,,
dsac_ns_nguni_01669,paper,,,papier,,,iphepha,,,,iphepha,,,,,,liphepha,,,,iphepha,imbaphiri,
dsac_ns_nguni_01670,paperweight,,,papiergewig,,,isibambaphepha,,,,isicinezeli-maphepha,,,,,,sicindzetelaphepha,,,,isiphathimaphepha,,
dsac_ns_nguni_01671,parachute,,,valskerm,,,ipharashuthi,,,,isambreli sokuhla,ipharashuthi,,,,,ipharashuthi,,,,ipharatjhudi,,
dsac_ns_nguni_01672,paraffin,,,paraffien,,,upharafini,,,,iparafini,,,,,,phalafini,,,,ipharafini,ilampoli,
dsac_ns_nguni_01673,paraffin stove,,,paraffienstofie,,,isitofu sikapharafini,,,,isitovu separafini,,,,,,sitofu saphalafini,,,,isitofu sepharafini,,
dsac_ns_nguni_01674,parallax,,,parallaks,,,inguqukosimo,ipharaleksi,,,utshintsho-mbonakalo ngokombukeli,,,,,,liphutsakubuka,ipharalaksi,,,ipharaleksi,,
dsac_ns_nguni_01675,parallel {e.g. lines},,,parallel,ewewydig,,imigqa elinganisene,imigqa ehambelanayo,,,imigca enxuseneyo,,,,,,bukene,linganisene,,,-linganiseneko,,
dsac_ns_nguni_01676,parallel {electricity},,,in parallel,parallel verbind,,-hambelana,,,,iindlela zombane ezinxuseneyo,,,,,,bukene,-linganisene,,,ipharaleli,,
dsac_ns_nguni_01677,parallel slits,,,parallelle gleuwe,,,-qhelelene ngokulinganayo,,,,imisiko enxuseneyo,,,,,,imikhatsi lelinganisene,,,,amapharha alinganiseneko,,
dsac_ns_nguni_01678,parallel veins {leaves},,,parallelle are,ewewydige are,,imithambo elinganisene {icembe},,,,imithambo enxuseneyo,,,,,,umtsambocembe lolinganisene,,,,umthambo olinganiseneko,,
dsac_ns_nguni_01679,parasite,,,parasiet,,,okuphila ngokumunca okunye,,,,isidleleleli,,,,,,siphilangalokunye,,,,ipharasayithi,isiphilangokhunye,
dsac_ns_nguni_01680,parent,,,ouer,,,umzali,,,,umzali,,,,,,umtali,,,,umzali,umbelethi,
dsac_ns_nguni_01681,parental adj.,,,ouerlik,,,nobuzali,,,,enobuzali,,,,,,-kwebutali,,,,-kobubelethi,,
dsac_ns_nguni_01682,parental care,,,ouersorg,,,ukunakekela komzali,ubuzali,,,ubuzali,,,,,,kunakekela kwebutali,,,,itjhejo lababelethi,,
dsac_ns_nguni_01683,parent plant,,,moederplant,,,umsukasitshalo,,,,isityalo esingunozala,,,,,,umsukasitfombo,sivetambewu,,,isitjalondabuko,,
dsac_ns_nguni_01684,particle,,,deeltjie,,,inhlayiya,,,,isuntswana,,,,,,imvitsi,imvutfu,,,icezwana,itsherwana,ihlavana
dsac_ns_nguni_01685,paste n.,,,gom,,,isinamathelisi,,,,intlama,,,,,,sinamatselisi,,,,isinamathelisi,isinamathiseli,ikghomu
dsac_ns_nguni_01686,paste v.,,,plak,,,-namathisela,-namathelisa,,,ukuncamathelisa,,,,,,namatselisa,namatsisela,,,namathelisa,namathisela,
dsac_ns_nguni_01687,pattern,,,patroon,,,umsiko,isifanekiso,iphethini,,umfuziselo,ipateni,ipatroni,,,,umsiko,iphethini,,,iphetheni,,
dsac_ns_nguni_01688,patterned adj. {e.g. animal skin},,,bont,,,-sikiwe,-fanekisiwe,,,iimpawu zokuqaqambisa,,,,,,hlotjisiwe,,,,-mapharaphara,,
dsac_ns_nguni_01689,paw,,,poot,,,isidladla,,,,ithupha,,,,,,sidladla,,,,idlawu,,
dsac_ns_nguni_01690,peach,,,perske,,,ipentshisi,,,,ipesika,,,,,,umpentjisi,limpentjisi,lipentjisi,,iperegisi,,
dsac_ns_nguni_01691,peach blossom,,,perskebloeisel,,,imbali yepentshisi,,,,umdubulo wepesika,,,,,,imbali yelipentjisi,imbali yempentjisi,,,ithuthumbo leperegisi,ibhlomu leperegisi,
dsac_ns_nguni_01692,peach tree,,,perskeboom,,,umpentshisi,,,,umthi wepesika,,,,,,umpentjisi,lipentjisi,,,umuthi weperegisi,,
dsac_ns_nguni_01693,peanut,,,grondboon,,,intongomane,ikinati,,,indongomane,intongomane,,,,,lintongomane,,,,intongomani,,
dsac_ns_nguni_01694,pear,,,peer,,,igonandoda,ipheya,,,ipere,,,,,,lipheya,lipiyera,,,ipiyere,,
dsac_ns_nguni_01695,peck v.,,,pik,,,-ngcofa,-ngqofoza,,,ukunqola,,,,,,cocodza,kobola,koboya,,gobola,,
dsac_ns_nguni_01696,pedestal grinder,,,voetstukslyper,,,isigudli esisekelwe,,,,isisiki-ntsimbi sonyawo,,,,,,umgandvostibili,,,,igrayindara yeenyawo,,
dsac_ns_nguni_01697,peel n.,,,skil,,,ikhasi,,,,ixolo,,,,,,sikhumba,licembe,,,ikelo,ikhasi,
dsac_ns_nguni_01698,peel v.,,,skil,,,-cwecwa,-hluba,,,ukuxobula,,,,,,cata,,,,kela,hluba,
dsac_ns_nguni_01699,pelican,,,pelikaan,,,unoxhongo,ifuba,ivuba,,ingcwangube,,,,,,livuba,iphelikheni,,,ivuba,iphelikheni,
dsac_ns_nguni_01700,pelt,,,pels,,,isikhumba,uboya,,,ufele,isikhumba,,,,,boya,sikhumba,,,isikhumbaboyana,,
dsac_ns_nguni_01701,pen {animals},,,kamp,,,uhlaka,isivaleli,,,ubuhlanti,,,,,,lihhoko,,,,isibayana,,
dsac_ns_nguni_01702,pendulum,,,slinger,pendulum,,isigaxa,iphendulamu,,,ujingi,,,,,,iphendulamu,,,,isijinki,iphendulamu,
dsac_ns_nguni_01703,penguin,,,pikkewyn,,,ihlengethwa,iphengwini,,,unombombiya,,,,,,iphengwini,,,,iphengwini,,
dsac_ns_nguni_01704,perch v. {birds},,,gaan sit,,,-hlala cababa,,,,ukuchopha,,,,,,hlala,,,,hlala,kutjama,
dsac_ns_nguni_01705,permanent,,,permanent,,,-minjalo,-ngenakushintsha,,,isigxina,,,,,,hlalekhona,-ngagucuki,nomphela,,-nomphela,-safuthi,
dsac_ns_nguni_01706,perspex <trademark>,,,perspex,,,ishidi lepulastiki,,,,iglasi yeplastikhi,,,,,,iphespheksi,,,,iphespeksi,,
dsac_ns_nguni_01707,perspiration,,,sweet,,,umjuluko,izithukuthuku,,,umbilo,,,,,,umjuluko,umfomo,,,ingurumela,umfomo,umjuluko
dsac_ns_nguni_01708,perspire v.,,,sweet,,,-juluka,,,,ukubila,,,,,,juluka,foma,,,foma,juluka,
dsac_ns_nguni_01709,pest,,,pes,,,isilokazana esikhathazayo,,,,isonakalisi,ubhubhane,,,,,silokatane,,,,inunwana,,
dsac_ns_nguni_01710,pesticide,,,pesdoder,,,isibulalazinambuzana,,,,isibulali,isibulali-sonakalisi,,,,,sibulalitilokatana,,,,isibulaliinunwana,,
dsac_ns_nguni_01711,pestilence,,,pestilensie,,,ubhubhane lwesifo,,,,ubhubhane,isibulalazwe,isifo esibulalayo,,,,bhubhane,,,,umabhubhisa,,
dsac_ns_nguni_01712,pet,,,troeteldier,,,isilwane sasekhaya,,,,isilo-qabane,,,,,,sifuywa,,,,ifuyosithandwa,,
dsac_ns_nguni_01713,petal,,,kroonblaar,,,icembe lembali,,,,igqabi lomdubulo wentyatyambo,,,,,,lidlebe lembali,,,,iphethali,,
dsac_ns_nguni_01714,petiole,,,blaarstingel,,,ingono yeqabunga,,,,isikhondo segqabi,,,,,,iphetiyoli,,,,iphethiyoli,igaba,
dsac_ns_nguni_01715,petrol,,,petrol,brandstof,,uphethiloli,,,,amafutha enqwelo,ipetroli,,,,,iphethilomu,igazoli,,,amafutha,ipetroli,
dsac_ns_nguni_01716,petrol pump,,,petrolpomp,,,isifutho sikaphethiloli,iphampu kaphethiloli,,,impompo yamafutha enqwelo,impompo yepetroli,,,,,impompi yaphethilomu,impompi yegazoli,,,ipompo yepetroli,,
dsac_ns_nguni_01717,pharmacist,,,apteek,,,ikhemisi,,,,umzi wamachiza,ikhemesti,,,,,likhemisi,,,,ikhemisi,intumba,
dsac_ns_nguni_01718,phenol formaldehyde resin,,,fenolformaldehied,,,ucwazi oluqinile,ucwazi ifomolidihayidi ifenoli,,,iplastiki eqwathaqwatha engatshiyo,,,,,,sivimbelikushisa,,,,ifomalidihayidi yefenoli,,
dsac_ns_nguni_01719,phosphate,,,fosfaat,,,ifosifethi,,,,uhlobo lwetyiwa,ityiwa eyifosfeyithi,,,,,ifosifethi,,,,ifosifeyithi,,
dsac_ns_nguni_01720,phosphorus,,,fosfor,,,ifosiforasi,,,,ifosforasi,,,,,,inshisamoya,ifosiferasi,,,ifosiforasi,,
dsac_ns_nguni_01721,photograph,,,foto,,,isithombe,umfanekiso,,,umfanekiso,,,,,,sitfombe,umfoto,,,isithombe,,
dsac_ns_nguni_01722,photosynthesis,,,fotosintese,,,ukwakhiwa kokudla kwesihlahla,,,,ukwenziwa kokutya zizityalo ngelanga,,,,,,ifothosintesisi,,,,ifothosinthesisi,,
dsac_ns_nguni_01723,physical,,,fisiek,,,ngokomzimba,ngokwesidumbu,,,ngokomzimba,,,,,,-kwenyama,kwemtimba,,,komzimba,-phathelene nomzimba,
dsac_ns_nguni_01724,physical {physics},,,fisies,,,ngokomzimba,ngokwesidumbu,,,inzululwazi ngemvelo,,,,,,simomvelo,,,,-phathelene nefiziksi,,
dsac_ns_nguni_01725,physical development,,,fisieke ontwikkeling,,,ukukhula ngomzimba,,,,ukukhula ngokomzimba,,,,,,kukhula kweticuku temtimba,,,,ukukhula komzimba,,
dsac_ns_nguni_01726,physical science,,,natuurkunde,fisika,,isayensi yokungaphili,,,,inzululwazi ngezinto ezingaphiliyo,,,,,,isayensi yefiziksi,,,,isayensi yokungaphiliko,,
dsac_ns_nguni_01727,physics,,,fisika,,,isifundo sokungaphili,,,,inzululwazi ngemvelo,ifiziksi,,,,,ifiziksi,,,,ifiziksi,,
dsac_ns_nguni_01728,picture,,,prent,,,isithombe,,,,umfanekiso,,,,,,umfanekiso,,,,isithombe,umfanekiso,
dsac_ns_nguni_01729,pie chart,,,sektorkaart,,,inkombasilinganiso,ishadi elinguphayi,,,itshati ebupayi,,,,,,iphayishadi,,,,iphayitjhadi,,
dsac_ns_nguni_01730,pig,swine,,vark,,,ingulube,ukotshi,,,imazi yehagu,,,,,,mjemuka,ihhontji,ingulube,sigayoyo,ifarigi,ihotji,
dsac_ns_nguni_01731,pigeon,,,posduif,,,ijuba,ivukuthu,,,ihobe,,,,,,lijubantsendzele,livukutfu,,,izuba,,
dsac_ns_nguni_01732,pigment,,,pigment,,,isakhambala,isivezambala,,,isiniki mbala,,,,,,sinikambala,,,,umbala,,
dsac_ns_nguni_01733,pilchard,,,sardyn,,,inhlanzi,,,,intlanzi enokunkonkxwa,,,,,,iphilshadi,,,,iphilitjhadi,,
dsac_ns_nguni_01734,pilot,,,loods,,,umshayeli wendiza,iphayilothi,,,umqhubi wenqwelomoya,umqhubi-nqwelomoya,,,,,umshayelindiza,,,,umtjhayeli wesiphaphamtjhini,,
dsac_ns_nguni_01735,pin n.,,,speld,,,uphini,umakhanjana,isipeletu,iqhobosho,unotaka,,,,,,liphini,ngusathane,,,usathane,ihlomejo,
dsac_ns_nguni_01736,pin v.,,,speld,,,-qhana,-shayela,-fasa,,ukuqhobosha,,,,,,phina,fasa,,,hlomeja,hlanganisa ngosathane,
dsac_ns_nguni_01737,pine,,,den,,,ishoba,unwele,,,ipayini,,,,,,mayaka,umphayini,,,umuthamaphehlo,,
dsac_ns_nguni_01738,pinion,,,kleinrat,,,isonjwana legiya lesitimela,,,,ivili elincinci likaloliwe,,,,,,iphiniyoni,,,,iphiniyoni,,
dsac_ns_nguni_01739,pink,,,pienk,,,umbala ophofu,umbala ophinki,,,ipinki,,,,,,-bovana,hholomi,,,ubukhobe,,
dsac_ns_nguni_01740,pipe,,,pyp,,,ipayipi,,,,umbhobho,,,,,,liphayiphi,,,,iphayiphu,itjhubhu,
dsac_ns_nguni_01741,pipette,,,pipet,,,umtshumo wengilazi,,,,umbhojana wamathontsi,umbhojana wokuthontsizisa,,,,,iphiphethi,,,,iphiphethi,,
dsac_ns_nguni_01742,piston,,,suier,,,iphistini,,,,ipistini,,,,,,iphistini,,,,iphistini,,
dsac_ns_nguni_01743,pivot,,,spil,,,isihloko,iphivothi,iphayivothi,,ijoyini ejikelezayo,,,,,,iphivothi,,,,iphivothi,,
dsac_ns_nguni_01744,placenta,,,plasenta,,,umzanyana,,,,umgcantsi,,,,,,indlu yemntfwana,iplasenta,,,ingubo yomntwana,,
