id,eng__001,eng__002,afr__001,afr__002,afr__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,Tshivenda__-,nso__002,sot__-,nso__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003
dsac_multi_engine_00330,shear wall,,afskuiwingsmuur,,,udonga olunokumelana neentshukumo zomhlaba,,,ludvonga lwakhonkholo lolucinisa sakhiwo,,,iboda eliqinisako,umthangala oqinisako,,,lerwalelatheong,,,lebotoserwalaboima,,,,,luvhondolutiki,luvhondothiko,,,khumbixikhonkhelentiyisiso,khumbixikhonkhiretintiyisiso,
dsac_multi_engine_00331,shed roof,,afdak,,,uphahla olukekelele calanye,,,luphahla macitsanganhlanye,luphahla macitsandzawonye,,umfulelo onguplada,,,,thulelo ya mothulamelagongwe,,,tlhakatshekamo,,thulelotshekamo,,,ṱhangatsendami,,,,lwangumboyamon’we,,
dsac_multi_engine_00332,sheer legs {lifting device},,katrolbok,,,isifunquli esinemilenze,,,sicukulitinsimbi,setfwalitinsimbi,,isigugiinsimbi,isigugatjhi,,,matsholetsi,,,sekuki,,,,,tshigaguli,,,,milengexitlakuleri,,
dsac_multi_engine_00333,shim,,wig,,,iverhe,,,iweji,sinyekuli,sifukuli,itjhimu,,,,sesetledi,wašara,,wašara,,šimo,,,lupalinyeḓanyisi,,,,ximi,,
dsac_multi_engine_00334,shingle {walls and roofs},,dakspaan,dakplankie,,ishingili,ithayili yomthi,,lucetu lwelipulango lekufulela,ishingili,,itjhingili,,,,thaele ya legong,,,thaelekota,,,,,thaiḽi ya shingiḽi,,,,xingili,,
dsac_multi_engine_00335,shutter,,luik,,,ikhusi lefestile,,,sivalo selifasitelo,sivikelifasitelo,,isivalo sefesidere,,,,sekgosetsi,,,seširo,,setswalelo,,,tshivalo,,,,xatara,,
dsac_multi_engine_00336,side sewer,lateral sewer,syriool,,,umbhobho wogutyulo othungelana nongundoqo,umbhobho wogutyulo othululela kokamasipala,,liphayiphichakela lendle,,,iphayiphubuhlanganelo langendlini nelekhucukhucu,,,,segokaganyamesele,,,kelelatšhila,,phaephesekopantšhi,,,tshamphunganendivhaṱhanganyoni,,,,phayiphisoreji ya yindlu,,
dsac_multi_engine_00337,sill,,drumpel,,,isili yefestile,isili yocango,,siphelelelisilifasitelo,iwindosili,,isili,,,,setutswana,segato,,sili,,,,,siḽi,,,,sili,,
dsac_multi_engine_00338,sill plate,,drumpelplaat,,,ipleyiti yesili,isandlalelo sesili,,isilipuledi,,,isilipleyidi,,,,kapetlasetutswana,kapetlasegato,,silipoleiti,,,,,tshifarasiḽi,,,,silipuleti,,
dsac_multi_engine_00339,sill seal,,drumpelseël,drumpelseëlaar,,isincamathelisisili,isitywinisili,ipati,sinamatselisi sesili,,,isinamathiseli sesili,,,,sekabasetutswana,sekabasegato,,sethibakgoba,,setswalelakgala,,,tshifhandasiḽi,,,,xilemasili,,
dsac_multi_engine_00340,siphonage {plumbing},,heweling,hewelwerking,,ufunxomanzi ngoxinzelelomoya,,,kuhamba kwemanti langcolile lokufanele,,,ukukhamba ngefanelo kwamanzi,,,,kgopô,,,phaephekelelo,,,,,vhuelelamaḓi,,,,nchululo,,
dsac_multi_engine_00341,skewback {supporting wall},springer,boogstuiter,terugspringer,,isisekeliatshi,,,sisekelilubondza lwe-ashi,sisimisilubondza lwe-ashi,,umtjhigamelomva,ubutjhigamelomva,,,letshegetsi,,,kobegelanthago,,,,,luvhondomonatshiaramu,,,,xitinamboyamelandzhaku,,
dsac_multi_engine_00342,skylight,roof light,daklig,dakvenster,,ifestile eseluphahleni,,,luphahla lolubonisa ngale,luphahla lolukhanyako,,isingenisimkhanyo somfulelo,,,,setsenyasedi,,,tlhakatsenyalesedi,,thulelotsenyalesedi,,,phirisatshedza,,,,xinghenisa-mbonakala-elwangwini,,
dsac_multi_engine_00343,slag {binder},,slak,,,isilege,,,sivalitimfa,,,isilege,,,,semamaretsi,,,sekgomaretši,,,,,tshiḽege,,,,xilege,,
dsac_multi_engine_00344,sleeper {flooring},,moerbalk,,,isisekelimgangatho esiliplanga,,,emapulango esisekelosiyilo,,,isisekelifluru samaplanka,isilipha,,,tshetlelaboalo,,,kotasethekgabolao,,,,,maalo,,,,pulanginanekwakhonkheleni,pulanginanekwakhonkhiretini,
dsac_multi_engine_00345,sleeper wall,,moerbalkmuur,,,udonga olusisisekelimgangatho,,,sisimisibondza semapulango,,,ibodasisekelifluru,ibodasisekeliphasi,,,lobota lwa tshetlelaboalo,,,lebotopheko,,,,,luvhondothikho,,,,khumbixitlhenguso,,
dsac_multi_engine_00346,sliding door,,skuifdeur,,,ucango olutshibiliziswayo,ucango olusilayidayo,,sivalo lesisundvutekela eceleni,sivalo lesishelelekela eceleni,,umnyango osunduzeleka ngeqadi,,,,lebatitheletsane,,,lebatitheledi,,lebatireledi,,,vothitsuvhelela,,,,rivantindzhetelo,,
dsac_multi_engine_00347,slurry {e.g. cement},,flodder,,,udaka lwesamente olumanzi,,,ludzaka lolumanti,ludzaka lolulula,,idaka elilula,idaka elimdoko,,,takatsatsa,,,takamotsaro,,,,,lupwere,,,,ridakambevuko,,
dsac_multi_engine_00348,soaker {metal sheet},,drenker,,,isithintelimanzi,,,sivimbelimanti sangcwengcwe,sivimbelimncitsi selithayela,,isivimbelimanzi,,,,sethibelamonelo,,,sethibelatutlo,,,,,sokara,,,,xisivelampfuto,,
dsac_multi_engine_00349,soffit {architecture},,soffiet,binnewelwing,,umphantsi weatshi,umphantsi womphetho wophahla,,isofithi,,,isofede,isofethi,,,botlase jwa mathudi,letlaseriba,,sofithi,,,,,fhasi ha mvari,sofithi,,,sofiti,,
dsac_multi_engine_00350,soil pipe,cesspipe,vuilpyp,rioolpyp,,umbhobho welindle,,,liphayiphi lendle lelikhulu,,,iphayiphu lekhucukhucu elingaphasi,,,,moseleleswe,peipileswe,,phaephetšhila,,,,,phaiphinyendamavuni,,,,phayiphinkululo,,
dsac_multi_engine_00351,soldier {to strengthen or align},soldier beam,staanbalk,,,isilungelelanisisomelezi kulwakhiwo,,,sitini lesimile,sitini lesime sabusotja,,isoldatha,,,,lerapatlhamalatsi,,,setiiši,,,,,tshidinadzi,,,,socha,,
dsac_multi_engine_00352,sole plate,,voetbalk,,,isandlalelo sodonga,,,lipulangosisekeli,lipulangositintisi,silinganisi,iplankasinzinzisi,,,,kapetlakalelo,,,solopoleiti,,,,,bulanngaḽiali,,,,pulangindzingananiso,,
dsac_multi_engine_00353,sonotube,,sonotube,,,iforom yeekholom,iforom yeentsika,,sakhelakuso,iforomu yensika,,iforomo yamapilara,,,,sebopelo sa dipilara,,,foromophilara,,,,,foromo ya phuphu,,,,foromophuphu,,
dsac_multi_engine_00354,spandrel {architecture},,hoekvlak,,,isipandreli,,,sipandreli,,,isipandreli,,,,sepanderele,,,sepanterele,,,,,tshipandrele,,,,xipandirili,,
dsac_multi_engine_00355,spine wall,,draagmuur,dramuur,,udonga olungumqolo,udonga lokwahlukanisa,,lubondzamahlukanisa,lubondzamgogodla,,umthangalamgogodlha,,,,lebotalesikare,,,lebotomokokotlo,,lebotompopotlo,,,luvhondomuṱoḓo,,,,khumbilongo,,
dsac_multi_engine_00356,spiral stairway,spiral staircase,spiraaltrap,,,izitepusi ezijikojiko,,,sitepisi lesitongolotelako,sitepisi lesitungeletako,sitepisi lesimatombetombe,isitepisi esizombelezako,,,,serepoditshope,,,bonamelomanyokenyoke,,setepisimanyokenyoke,,,zwiṱepisimasongesonge,,,,xitepisindzhendzeleko,,
dsac_multi_engine_00357,splay,,uitskuinsing,,,isipleyi,,,tinhlangotsi temnyango nemafasitelo letitjekile,sipleyi,,isipleyi,,,,sepolei,,,sepolei,,,,,tshipuḽei,,,,vuandlalamboyamo,,
dsac_multi_engine_00358,splice {steelwork connection},,splitslas,spalklas,,isidibanisi,isihlomelisi,,sihlanganisitinsimbi lesisalipuledi,,,isihlanganisimakholomu,,,,tomaganyatshipi,,,selogantšhaditšhipi,,sehlomagantšhaditšhipi,,,tshiṱumanyi,,,,xikhomanisatinsimbi,,
dsac_multi_engine_00359,springer {arch},skewback,boogstuiter,terugspringer,,isiqalo segophe leatshi,,,sisekeli-ashi,springa,,ubuthomo be-atjhi,,,,lethayaseobo,,,motheosekabora,,,,,maalo a tshiaramo,mutheo wa tshiaramo,,,xitinansungulaaka,,
dsac_multi_engine_00360,springing line,,geboortelyn,,,umgcantsusa weatshi,,,sicondzisi-ashi,,,ubuthomobanzi be-atjhi,,,,molatepo,,,mothalotheo,,mothalogare,,,muelatshialamo,,,,ntila-masungulweni ya aka,,
dsac_multi_engine_00361,sprinkler system {fire extinguisher},sprinkelblusser,sprinkelblusstelsel,,,isicimimlilo esikwisilingi,,,sicishamlilo sesakhiwo,sicimimlilo sesakhiwo,,isicimamlilo esizilawulako esisesilinghini,,,,matlhamaganyane a dikgatshi,,,setimamollotšhašetšo,,,,,tshidzimamuliloḓilangi,,,,xitimelandzilohaxo,,
dsac_multi_engine_00362,squint brick,,skewehoeksteen,,,isitena esisikwe ngokwe-engile,isitena esisikelwe ikona,,sitinimakhoneni lesicijile,,,isitina esenza ihugu ebukhali nofana ebuthundu,,,,setenaketlolwa,,,setenateano,,setenakhutloteano,,,tshidinakhuḓa,,,,xitinankotloto,,
dsac_multi_engine_00363,stack vent {ventilation},,stampypontlugter,stampypluggat,,umbhobho osisiphefumlisi,,,liphayiphisiphefumulisi,,,iphayiphusiphefumulisi,,,,peipikhemisi,,,phaephesentšhamonkgo,,,,,phaiphipfemisi,,,,phayiphimoyakhubu,,
dsac_multi_engine_00364,stairway,staircase,trap,,,amanqwanqwa,izitepusi,,sitepisi,,,amastepisi,,,,direpodi,,,bonamelelo,,setepisi,,,zwiṱepisi,,,,switepisi,,
dsac_multi_engine_00365,steelwork,,staalwerk,,,isakhelo sentsimbi,ifreyimu yentsimbi,,luhlaka lwensimbi,,,ifreyimu yeensimbi,,,,letlhomeso la tshipi,,,foreimitšhipi,,,,,muhangatsimbi,,,,rimbansimbi,,
dsac_multi_engine_00366,stile,,styl,,,amacala omgubasi athe ngqo,amacala omgubasi athe nkqo,,incenyana lemile yelifasitelo,incenyana lemile yemnyango,,umqaqado wesibiyelo,umqaqado wefensi,,,setaele,,,tselatheledi,,seporo,,,mbambo,,,,phuphu ya rivanti,phuphu ya fasitere,
dsac_multi_engine_00367,storey,floor,verdieping,vloer,,isakhiwo esingaphezu kwesinye,,,sitezi,,,isitezi,,,,tlhatlaganyane,,,mohlophaganobato,,monamelanobato,,,tshifhaṱotenga,,,,muakontlhandluko,,
dsac_multi_engine_00368,storm sewer,storm drain,stormwaterriool,vloedwaterriool,,umjelo wamanzi emvula,umbhobho wamanzi emvula,,umsele wemanti emvula,,,irherho lokukhambisa amanzi wezulu,,,,moselemetsi,,,moselameetsefula,,,,,vhuendedzamukumbela,,,,phayiphinkhukhulo,,
dsac_multi_engine_00369,strap {support},,band,strop,bindband,isibophelelidonga emgangathweni,isimiliselidonga emgangathweni,,sihlanganisitibondza,sihlanganisiluphahla,,ihubhula,,,,bantatshipi,,,sethekgi,,,,,tshiṱirepe,,,,xitirepe,,
dsac_multi_engine_00370,stretcher {brick},,streksteen,stryksteen,,isitena esivela ngobude,,,luhlangotsi lwesitini,,,isitina esiveze ihlangothi,,,,seleele,,,lehlakoreteleletena,,,,,tshidinabuḓa,,,,rihlanguti ro leha ra xitina,,
dsac_multi_engine_00371,string course,,bandlaag,,,umbhinqosihombiso wesakhiwo,ibhantisihombiso lesakhiwo,,libhandesehlukanisi,libhandemhlobiso wendlu,,ibhandemhlobiso lesakhiwo,,,,boalobanta,,,lepantakgabišo,,,,,zwidinaṱoṱomowa,,,,ntilaxitlhekutanakhumbi,,
dsac_multi_engine_00372,strip flooring,,strookvloer,,,ulwenziwomgangatho ngokwemicu,,,emapulango esiyilo,,,ifluru yamaplanka amitletlana,,,,bodilobanta,,,lebatomesetwana,,,,,luṱa lwa zwibulannga,,,,fuloroswipulangana,,
dsac_multi_engine_00373,structural engineering,,struktuuringenieurswese,,,ubunjineli bezakhiwo,,,bunjiniyela betakhiwo,,,ubunjiniyere bezakhiwo,,,,boenjenere jwa dipopegokago,,,boentšenerepopegokago,,,,,vhuinzhiniara ha zwa mbumbo,,,,vunjhiniyara bya swa ntiyisisavumaki,,
dsac_multi_engine_00374,structural glass,,struktuurglas,,,iglasisihombiso sodonga,,,sakhiwomaglazi,,,irhalasimthangala,,,,galase ya dikago,,,lebotogalase,,,,,luvondo lwa ngilasi,,,,nghilazi yo aka,,
