id,eng__001,eng__002,afr__001,afr__002,afr__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,Tshivenda__-,nso__002,sot__-,nso__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003
dsac_multi_engine_00138,curing {concrete},,nabehandeling,,,ukugcina ukufuma kwikonkriti,,,kugcina umswakamo wakhonkholo,,,ukuqinisa ikhonkhridi,,,,mogwamiso,,,tiišo,,kgwahlišo,,,vhuomi,,,,nhlayisandzhongo,,
dsac_multi_engine_00139,custodial lock {window hardware},,opsigterslot,voogslot,,isitshixifestile,,,sikhiyalifasitelo,,,isilodlhelo sefesidere,,,,mongena,selotlele sa letlhabaphefo,,sekgonyalefasetere,,senotlelalefasetere,,,ḽokotsireledzi,,,,lokongwengwe,,
dsac_multi_engine_00140,dado {wall},,dado,ondermuur,,ubhinqiso lokuhombisa udonga,ibhanti elingumhombiso wodonga,,umhlobisolubondza wangentasi,idado,,umhlobisoboda,idado,,,lobotatlase,dado,,dado,,,,,mutengu,,,,dado,,
dsac_multi_engine_00141,damper,,demper,,,isilawulimoya setshimini,,,ngcwengcwe lovimbela umlilo,sikhawulimlilo,idempa,idembhere,,,,khemisi,dempere,,sehemišatšhimene,,tempha,,,tshilangulamutsi,,,,xilawulamfurho,,
dsac_multi_engine_00142,damp-proof course,Abbreviation: DPC,voglaag,vogweerlaag,,idemkosi,isinqandikufuma,,idemkosi,,,idemkosi,,,,boalo jwa taolabongola,demokhose,,sethibelamonola,,temokose,,,demukoso,,,,demekhoso,,
dsac_multi_engine_00143,dead bolt,,slotgrendel,,,ibholithi,ikram,iletshi,umshudo,,,iverevere,,,,seloto,,,perebere,,,,,ḽoko ya nnḓa,,,,lokoxikunupu,,
dsac_multi_engine_00144,design engineering,,ontwerpingenieurswese,,,ubunjineli bezokuyila,,,bunjiniyela betekucamba,bunjiniyela betekusungula,,ubunjiniyere bezokutlama,,,,boenjenere jwa boradi,,,boentšenerekakanyo,,,,,vhuinzhiniara ha zwa nyolo,,,,vunjhiniyara bya swa dizayini,,
dsac_multi_engine_00145,die {specialised tool},,snymoer,snyblok,,isixhobo sokuyila,,,sivetamumo,idayi,sibumbimumo,iforomombaba,,,,seseti,tsheti,,seseti,,,,,tshisikamadaisi,,,,xigandlisansimbi,,
dsac_multi_engine_00146,domed roof,,koepeldak,,,uphahla olungqukuva,idowum,,luphahla lolusandilinga,luphahla lolusasidvuli,,umfulelo osandulungu,,,,thulelo ya serotobolo,,,tlhakantotobolo,,thulelontotobolo,,,ṱhangakhulungwa,,,,lwanguxinhlambeto,,
dsac_multi_engine_00147,dormer {window},,dakkamervenster,solderkamervenster,,ifestile eseluphahleni,,,lifasitelo eluphahleni,idoma,,ifesidere elisemfulelweni,,,,letlhabaphefothulelong (le le rotogileng),,,lefaseteretlhakatšweledi,,lefaseteretlhakampopotlo,,tomara,tshiingamo tsha ṱhangani,,,,fasiterenturukwa,,
dsac_multi_engine_00148,downspout,downpipe,geutpyp,afvoergeut,reënwaterpyp,umbhobho wegathari,,,liphayiphi lelisehlisamanti,,,iphayiphu legadasi elehlako,,,,mokorelatlase,,,setšhollameetse,,,,,phaiphi ya gathasi,,,,phayiphiehlisamatilwangwini,,
dsac_multi_engine_00149,drain tile,,suggeut,suggeutpyp,,umbhobho wokufunxa amanzi,,,liphayiphi lelisimunyamanti,liphayiphi lelilawula umncitsi,,iphayiphu elimunya amanzi,iphayiphu elilawula umdzwela,,,thaelemosele,,,sefetišameetse,,sesepetšameetse,,,thaiḽitsefi,,,,phayiphimphomiso,,
dsac_multi_engine_00150,dry-packed concrete,,drooggepakte beton,droëbeton,,ikonkriti yokuvingca izikhewu,,,khonkholo losivalatikhala,,,isitjhongodaka sokukhibelela,isitjhongodaka sokutjhumega,,,konkereitekomota,,,khonkhoritidiretšweruri,,,,,khonkhirithindugelo,,,,khonkhireti ya swimatana,,
dsac_multi_engine_00151,drywall,,stapelmuur,,,udonga lweebhodi,,,lubondzamabhodi,,,ibhodi esisakhiboda,,,,lokomeletsa,,,sekaleboto,,,,,luvhondomafanedza,,,,khumbibodo,,
dsac_multi_engine_00152,Dutch gable roof,,Hollandse geweldak,,,uphahla lwesiDatshi oluyigeyibhuli,,,igebuli yemaDashi,,,umfulelogebula wesiDatjhi,,,,thulelo seDatšhe,thulelo ya seholannere,,tlhaka ya Dutch,,tlhakasetoiši,,thulelosetoiši,ṱhanga ya Tshidatshi ya gebuḽu,,,,gebuluxidachi,,
dsac_multi_engine_00153,dwarf wall,,dwergmuur,,,udonga olufutshane,,,lubondza lolufishane,lutsango,,umkikitwana,umthangadlana,,,lobotakhutswe,,,lebotwana,,,,,guvha,,,,guva,,
dsac_multi_engine_00154,earthquake engineering,seismic engineering,aardbewingsingenieurswese,seismiese ingenieurswese,,ubunjineli bezenyikima,,,bunjiniyela bekumelana nekutamatama kwemhlaba,,,ubunjiniyere bezokudengezela kwephasi,ubunjiniyere bezokuzamazama komhlaba,,,boenjenere jwa dithoromo,,,boentšeneretšhišinyegofase,,,,,vhuinzhiniara ha zwa mudzinginyo,,,,vunjhiniyara bya swa ntsekantseko wa misava,vunjhiniyara bya swa n’wari,
dsac_multi_engine_00155,egress window {e.g. in case of an emergency},,uitgangvenster,,,ifestile yexesha likaxakeka,,,intfunjalifasitelo,intfunja yengoti,,ifesidere lobujamo oburhabako,,,,letlhabaphefo la tshoganyetso,,,lefaseteretšhoganetšo,,,,,fasiṱerendindakhombo,,,,fasiterexilamulelamhangu,,
dsac_multi_engine_00156,elbow {plumbing},,elmboog,,,umbhobho olidolo,,,liphayiphingcoza,liphayiphigoba,,iphayiphusandololwana,i-elbho,,,sekgono,,,phaephesetšu,,phaepheseku,,,phaiphinyedzalukuḓavhavha,,,,phayiphixikokola,,
dsac_multi_engine_00157,electronics engineering,electronic engineering,elektroniese ingenieurswese,,,ubunjineli beze-elektronikhi,,,bunjiniyela bete-elekthronikhi,,,ubunjiniyere bezobulekthronikhi,,,,boenjenere jwa ileketeroniki,,,boentšenereelekhetheroniki,,,,,vhuinzhiniara ha zwa eḽekitroniki,,,,vunjhiniyara bya swa xilekitironiki,,
dsac_multi_engine_00158,elevator,lift,hyser,hysbak,,ikhetshi,ilifti,,ikheshi,ilifthi,i-eleveyitha,isithuthusi,ikhetjhi,i-eleveyitha,ilifti,phesodi,,,elebeithara,,lifithi,lifti,sephagamiši,ḽifith,ḽifithi ya tshiḓu,,,lifiti,,
dsac_multi_engine_00159,embankment,,wal,ophoging,,udonga lokuthintela okungakhukuliseka,isithinteli sokungakhukuliseka,,ludvongasivimbelimanti,lugidzisivimbelimanti,,umthangalasikhandeli,umthangalasivimbeli,ivali,,leriba,bala,boloto,leriba,,,,,philiphili,,,,ribiribiri,,
dsac_multi_engine_00160,engineer,,ingenieur,,,injineli,,,sonjiniyela,,,usonjiniyere,,,,moenjenere,,,moentšenere,,,moenjenere,,muinzhiniara,,,,munjhiniyara,,
dsac_multi_engine_00161,engineering,,ingenieurswese,,,ubunjineli,,,bunjiniyela,,,ubunjiniyere,,,,boenjenere,,,boentšenere,,,,,vhuinzhiniara,,,,vunjhiniyara,,
dsac_multi_engine_00162,engineering brick,,masjiensteen,dogsteen,,isitena esikhethekileyo,,,sitini sekumelana nebumatima bemvelo,,,isitina sobunjiniyere,,,,setena sa boenjenere,,,setenaboentšenere,,,,,tshidinate,,,,xitinavunjhiniyara,,
dsac_multi_engine_00163,Engineering Council of South Africa,Acronym: ECSA,Suid-Afrikaanse Raad vir Ingenieurswese,,,iBhunga lezobuNjineli laseMzantsi Afrika,iEngineering Council of South Africa,,Umkhandlu Wabonjiniyela baseNingizimu Afrika,,,umKhandlu wezobuNjiniyere weSewula Afrika,,,,Khansele ya Boenjenere ya Aforikaborwa,,,Khantshele ya Boentšenere ya Afrika Borwa,,,,,Khoro ya zwa Vhuinzhiniara ya Afrika Tshipembe,,,,Khansele ya Vunjhiniyara ya AfrikaDzonga,,
dsac_multi_engine_00164,environmental engineering,,omgewingsingenieurswese,,,ubunjineli bezokusingqongileyo,,,bunjiniyela betesimondzawo,,,ubunjiniyere bezebhoduluko,,,,boenjenere jwa tikologo,,,boentšeneretikologo,,,,,vhuinzhiniara ha zwa mupo,,,,vunjhiniyara bya swa mbangu,,
dsac_multi_engine_00165,escalator,,roltrap,,,amanqwanqwa ahambayo,isinyusi,izitepusi ezihambayo,ikheshititepisi,,,amastepisi azikhambelako,i-eskeleyitha,,,serepodikelela,,,morathodiko,,esekhaleithara,,,ḽififhi ya zwiṱepisi,,,,lifitiswitepisi,,
dsac_multi_engine_00166,escutcheon {ornamental or protective plate, e.g. around keyhole},,beslag,sleutelgatskild,skildversiering,isiciko somngxuma wesitshixo,,,simbonyimbobo tesikhiya,sivalimbobo yesikhiya,i-eskashiyoni,isivalintunja sesikhiya,isivalimgodi samaphayiphi,i-eskatjhiyoni,,sesiraphago,sesiraphatlha,,esekhašene,,esekhatšhene,,sešireletšabonotlelo,tshithivhokhavhisi,,,,xisirhelelaloko,,
dsac_multi_engine_00167,extrados,,ekstrados,buitewelwing,,umphandle weatshi,,,umgogodla wangaphandle we-ashi,i-ekstradosi,lingetulu lelubondza lolusabutjoki,umgogodlha wegobela wangaphandle,umgogodlha we-atjhi wangaphandle,i-ekstradosi,,kgogoropontle,seobontle,,bontlesekabora,,,,,nnḓa ha tshiaramo,,,,vuhandle bya aka,,
dsac_multi_engine_00168,face brick,,siersteen,,,isitena sokuhombisa,,,sitini lesingenakahucwa,,,isitina esingasindwako,,,,setenafatla,,,setenakgogašedi,,feisiporiki,,,ḽififhi ya zwiṱepisi,,,,xitinambonako,feyisibiriki,
dsac_multi_engine_00169,faced wall,,voorwerkmuur,,,udonga oluhombisayo,,,lubondza lolwakhiwe ngalokucubile,,,umthangala osambedlezwana,,,,lobotafatla,,,lebotokgogašedi,,,,,luvhondokhungi,fasibiriki,,,khumbimbonako,,
dsac_multi_engine_00170,fascia,,fassie,,,ifeshiyabhodi,ifishabhodi,,ifishabhodi,,,ifitjhabhodi,,,,botofatla,,,fišapoto,,,,,fishabodo,,,,fixabodo,,
dsac_multi_engine_00171,faulting,,foutspeuring,verskuiwing,,ushenxo,,,kutsikameteka kwesiyilo,,,ukukgheruka hlangana kweenlebhe,ifolthinghi,,,pharologantshoboalo,,,nkhese,,,,,vhuphevhabada,,,,nsakogondzweni,nsakopatwini,
dsac_multi_engine_00172,fenestration,,bevenstering,,,ushiyozithuba kwisakhiwo,,,sakhiwotikhala,ifenestreshini,,irherhomtlamo lesakhiwo,ifenestretjhini,,,phatlhafatso,,,peakanyoforeimi,,fenesetereišene,,,vhupulanamvulelamufhe,vhupulanamvulelo,,,mipfulekomiakwini,,
dsac_multi_engine_00173,ferrule,,beslagring,beslagpyp,afstandpyp,iferuli,isithinteli kuvaleka kwegathari,,sivimbelikumfimfa,sivimbelikuvuta,iferuli,iferuli,,,,separalatsi,ferule,,ferule,,,,,tshitikagathasi,,,,feruli,,
dsac_multi_engine_00174,filler-joist floor,,vullingbalkvloer,,,umgangatho oqiniswe ngeentsimbi,,,siyilo lesikhonkhwe ngetinsimbi,siyilo lesiciniswe ngetinsimbi,,ifluru eqiniswe ngeensimbi,ikhonkhridi eqiniswe ngeensimbi,,,setiisabodilo,,,lebatotiišetšwa,,,,,luṱatshikhalani,,,,fuloronaneko,,
dsac_multi_engine_00175,Fink truss,,vinkkap,,,ikapu likaFinki,ithrasi kaFinki,,luhlaka lwa-Fink,,,ikapa laka-Fink,umkapelo ka-Fink,,,ditlhomesoFinki,,,kapa ya Fink,,,,,muhanga wa Fink,,,,rimbalwangu ra Fink,,
dsac_multi_engine_00176,firebrick,,vuurvaste steen,,,isitena esimelana nomlilo,isitena esithintela umlilo,,sitini lesimelana nemlilo,sitini lesimelana nemlilo,,isitina esingasabi umlilo,,,,setenaiso,,,setenakgotlelelaphišo,,,,,tshidinathilamulilo,,,,xitinanhlulandzilo,,
dsac_multi_engine_00177,firewall,,brandmuur,vuurvaste muur,,udonga olumelana nomlilo,udonga oluthintela umlilo,,lubondza lolumelana nemlilo,lubondza loluvimbela umlilo,lubondza lolungashi,iboda elivimbela umlilo,,,,lokganelamolelo,,,lebotothibamollo,,,,,luvhondothilamulilo,,,,khumbinhlulandzilo,,
dsac_multi_engine_00178,fixture branch {plumbing},,hegstukkoppeling,,,uphayi ekufakelwa kuwo,uphayi onemifakelwa,,liphayiphinchakela,,,iphayiphu elimagatja,,,,peipikalana,,,phaephehlomesetšwa,,phaephekalana,,,phaiphimakumbele,,,,phayiphinhlanganisanyingi,,
dsac_multi_engine_00179,fixture unit {unit of measure in plumbing},,hidroulieselasmaateenheid,hidroulieselaseenheid,,unkinkishomanzi,,,silinganisimtsamo,sikalimtsamo,,isilinganisimtlamo samaphayiphu,,,,yunitipeipi,,,kelotekanyetšo,,,,,yunititsumbambalo,,,,xipimankhulukophayiphini,,
dsac_multi_engine_00180,flagstone,,plaveiklip,plaveisteen,,ilitye elisixwexwe,ilitye elisicaba,,litjesicabati,litje lelisileti,umkhumankhenkhe,ilitjesipara,,,,letlapapapetla,,,kaloswika,,,,,lubaba,,,,ribyepatlalala,,
dsac_multi_engine_00181,flange,,flens,,,iflenji,intsimbi esisangqa edibanisayo,,iflenji,,,iflenji,,,,folentšhe,,,folentšhe,,,,,fuḽanzhe,,,,fulenji,,
dsac_multi_engine_00182,flap gate {e.g. to prevent inflow of water},,skarnierklep,klapklep,,isango lokulawula amanzi,,,simbonyo lesilawula emanti,lisango lekulawula emanti,,isango lamanzi,,,,lelengwana,taolakelelo,,selaolakelelo,,,,,gethe ḽa phontshi,,,,gedelawulamati,,
dsac_multi_engine_00183,flashing {e.g. to prevent seepage from wind and water},,voegskort,oorslaglas,,ukuthintela ukufufa,,,sivimbelikufohla,sivimbelikumfimfa,,ifletjhinghi,,,,thibelatutlo,kgomô,,sethibagodutla,,folešing,,,vhuthivhelamvuḓo,,,,xihikamatimoyalwangwini,,
dsac_multi_engine_00184,flat roof,,plat dak,,,uphahla olusicaba,iflethi,iplati,luphahla lolusicabati,luphahla lolubhabhalele,,umfulelo othabaleleko,uplada,,,thulelophaphathi,polata,,thulelopolata,,tlhakapolata,,polata,ṱhangatswavhelele,,,,lwangupatlalala,lwangu ra pulati,
dsac_multi_engine_00185,flatwork,,gelykvloerwerk,,,umgangatho orhidwe ngesamente,umgangatho osanyentiweyo,,siyilo lesisindziwe,,,ibala elisindiweko,itatawu elisindiweko,,,bophaphathi,bodilophaphathi,bopolata,lebatopapetla,,lebatophaphathi,,,tshuṅwatswavhelele,,,,ntirhovumakipatlalala,,
dsac_multi_engine_00186,flitched beam,,boterhambalk,,,umqadi owomeleziweyo,,,likabhabhanciwe,,,ibhimu esambedlezwana,ikapa elisambedlezwana,,,lerapalalotswako,bimitswako,,pimitlengwa,,,,,bimuphaṱhekanywa,,,,bimixipulangi yo tiyisisiwa,,
dsac_multi_engine_00187,floating wall,,vlotmuur,,,udonga olulengalengayo,,,lubondza lolungenasisekelo,,,iboda elilengako,umthangala olengako,,,losarwaleng,,,lebotophaphamalo,,,,,luvhondogalela,,,,khumbi ro lumeketiwa,,
dsac_multi_engine_00188,flue pipe,,dampafvoerpyp,,,itshimini,itshimbili,,ishimela,,,itjhimela,,,,tšhimele,peipimosi,,phaephetšhemene,,,,,tshumela,,,,chimela,,
dsac_multi_engine_00189,fly rafter {roofing},,windveer,,,irafta ekrobileyo,iplanga lophahla elikrobileyo,,umshayo,,,ikapa elehlela bulenga,,,,tlhomeso,,,kapaphetelela,,,,,kapaphendela,,,,rimbalelorikupakupa,,
dsac_multi_engine_00190,flywheel {mechanical device},,vliegwiel,,,ivili elincedisa ukusebenza komatshini,isincedisikusebenza komatshini,isincedisikuhamba komatshini,sondvonkhulu,,,ivilo eliphehlako,iflayiwili,,,lefetlhaenjene,flaewili,,folaewili,,,,,fuḽaiwiḽi,vhilimonisa,,,vhilwamenonyingi,,
dsac_multi_engine_00191,folding door,,voudeur,,,ucango olusongekayo,,,sivalo lesifincekako,,,umnyango obhincekako,,,,lebatimenego,,,lebatiphuthwa,,lebatimenego,,,vothihwetekana,,,,rivantimpetsekanyingi,,
dsac_multi_engine_00192,footing {concrete support},,voet,voetstuk,,isizinzisi,,,umsuka wesakhiwo,,,isinzinzisimleyo,isisekelimleyo,,,motheopilara,,,boalotheo,,,,,mutheokhunyeleli,,,,xisimekelo,,
dsac_multi_engine_00193,foundation,,fondament,fondasie,,isiseko sesakhiwo,,,sisekelo sesakhiwo,ifawundeshini,,umleyo,ifawundetjhini,,,motheo,,,motheo,,,,,mutheo,,,,masungulo,,
dsac_multi_engine_00194,frog {brick},,verbandholte,,,isigingqi kwisitena,isifongqo kwisitena,,sikhala sesitini,,,isikhisi sesitina,,,,setenakoti,setenagabo,setenapôbȇ,setenankotšana,,,,,tshidina tsha tshigodi,tshidina tsha tshibuli,,,xitinanghandlankovotlo,,
dsac_multi_engine_00195,gable {roof},,gewel,,,itywebile,igeyibhuli,igebhuli,igebuli,,,itjhibela,igebula,,,keibole,,,kepole,,,,,gebuḽu,,,,gebulu,,
dsac_multi_engine_00196,galvanised iron {iron coated with zinc},,gegalvaniseerde yster,versinkte yster,,intsimbi ekhuselwe kumhlwa,,,lithayela,ngcwengcwe,,isimbi eyezeswe ngesivikeliinsimbi,isimbi enesivikeliinsimbi,,,tshipitshireletswa,,,tšhipithatafatšwa,,,,,zennge,lege,,,ayonitintwa,,
dsac_multi_engine_00197,gambrel roof,,gebroke saaldak,,,uphahla oluyigambreli,uphahla oluneegebhuli,,luphahla loluyigambreli,,,umfulelo osikupuru,,,,thulelontlhana,,,tlhakakamporele,,thulelokamporele,,,ṱhangamuṱumba,,,,lwanguxigebulumbirhi,,
dsac_multi_engine_00198,geotechnical engineering,,geotegniese ingenieurswese,,,ubunjineli bezemomhlaba,,,bunjiniyela betebunjalomhlaba,,,ubunjiniyere bezesayensi yephasi,,,,boenjenere jwa mmu,,,boentšenerephetlekomobu,,boentšeneretsinkelomobu,,,vhuinzhiniara ha zwa thekhiniki ya mavu,,,,vunjhiniyara bya swa misavaxithekiniki,,
dsac_multi_engine_00199,girder,,lêer,,,umqobo wokwakhela,isiqonga sokwakhela,,insika yelibhuloho,,,isisekelibhimu,igeda,,,lerapaleele,bimileele,,kitara,,sethekgamoago,,,gidara,,,,gidara,,
dsac_multi_engine_00200,green roof {roof covered with e.g. vegetation},,groen dak,ekovriendelike dak,,uphahla olunohlaza,,,luphahla loluneluhlata,luphahla lolunetitjalo,,umfulelo oneentjalo,umfulelo otjaliweko,,,thulelomela,thulelotala,,thulelotala,,thulelo ya go ba le dibjalwa,,,ṱhanga ya muse,,,,lwanguswibyariwa,,
dsac_multi_engine_00201,grille,,sierrooster,traliewerk,,isefu,igrili,,tinsimbitivimbeli,tinsimbitivikeli,,igrili,,,,kerili,,,kirili,,,,,giriḽi,,,,girili,,
dsac_multi_engine_00202,grout,,voegbry,,,igrawuthi,,,igrawuthi,,,isivalimtletle samathayili,igrawuthi,,,keraote,,,keraoto,,,,,grauthu,,,,girawuti,,
dsac_multi_engine_00203,gusset plate,,knoopplaat,hoekknoopplaat,,isihlanganisimiqadi,isihlanganisimiqobo,,sihlanganisimakabha,,,ipladasithungeleli,,,,papetlakgokanyi,papetlakopanyi,,poleitihlomesetši,,,,,tshiṱanganyahunzhi,phuleithiṱhanganyisi,,,puletixihlanganisi,,
dsac_multi_engine_00204,gutter,,geut,afvoersloot,,igatha,igathara,,ligadazi,,,igadasi,,,,mokoro,,,khathara,,,kgitiri,,gathara,gathasi,,,gathara,,
dsac_multi_engine_00205,half-hip roof,,halfskilddak,,,igebhuli elalisiweyo,,,luphahla lolusandvundvumana,luphahla lolusasicongwana,,irhayisi esiquntu,,,,thuleloritšwagare,,,thulelontotomaripša,,tlhakantotomaripša,,,ṱhangamuṱumbatshiṱahe,,,,lwanguntontswahafu,lwangutlhandlukahafu,
dsac_multi_engine_00206,hardware {tools and equipment},,ysterware,hardeware,,izixhobo zokusebenza,,,tinsitakwakha,,,iinsetjenziswa zokwakha,amathulusi wokwakha,,,didiriswakago,,,didirišwa,,,,,zwishumiswa,,,,switirhisiwa swo aka,,
dsac_multi_engine_00207,hearth,,herd,vuurherd,,iziko,,,litiko,,,iziko,,,,leiso,bogotsetso,,sebešo,,,,,tshivhaso,,,,xitiko,,
dsac_multi_engine_00208,hip and valley roof,,verlengde skilddak,skild-en-kieldak,,uphahla loxande oluxandileyo,,,luphahla loluneticongo netihosha,,,irhayisi enemisele,,,,thulelontlhanakgatsha,,,thulelomoedintotoma,,tlhakamoedintotoma,,,ṱhangamuṱumbaṱuluwa,,,,lwanguxinkovantontswo,lwanguxinkovantlhandluko,
dsac_multi_engine_00209,hip roof,,skilddak,,,uphahla loxande,,,luphahlasicongo,luphahlandvundvuma,,irhayisi,,,,thulelontlhana,,,thulelontotoma,,tlhakantotoma,,,ṱhangamuṱumba,,,,lwanguntontswo,lwanguntlhandluko,
dsac_multi_engine_00210,hod {three-sided container for carrying bricks etc.},,skouertrog,kleibak,stenebak,isinyusizitena,,,sitfwalititini,sitfwaliludzaka,,isithwaliintina,isigugiintina,,,serwalatena,,,serwala,,hoto,,,hodo,,,,hodo,,
dsac_multi_engine_00211,honeycomb brickwork,,heuningkoeksteenwerk,heuningkoekbaksteenwerk,,udonga olunemingxuma ebumakhaphela,,,lubondzamakhekheba,lubondzatikhalakhala,,iboda elintunjantunja,iboda elimatjhubatjhuba,iboda elimbobombobo,,lobota la marobaroba,,,ditenabokalemapo,,,,,tshidinanyedzaṱaha,,,,khumbi ra xitinaxihlenge,,
dsac_multi_engine_00212,Howe truss,,Howekap,,,isixhasi sikaHowe,ikapu likaHowe,,luhlaka lwa-Howe,,,ikapa laka-Howe,,,,tlhomeso ya ga Howe,,,kapa ya Howe,,,,,thikho ya Howe,,,,rimba ra Howe,thirasi ya Howe,
dsac_multi_engine_00213,hydraulic cement,,hidrouliese sement,,,isamente yokutywina,,,semende wekuvala timfa,,,isamende esikhandelimanzi,,,,samentekabi,,,samentethibadiela,,,,,semennde ya mushatote,,,,semendempfalampfuto,,
dsac_multi_engine_00214,hydraulic engineering,,hidroulika-ingenieurswese,,,ubunjineli bezoxinzelelo lolwelo,,,bunjiniyela beluhambomanti,bunjiniyela bekuhanjiswa kwemanti,,ubunjiniyere bokulawulwa nokusetjenziswa kwamanzi,,,,boenjenere jwa haederoliki,,,boentšenerehaeteroliki,,,,,vhuinzhiniara ha zwa haiḓroḽoki,,,,vunjhiniyara bya swa mati,,
dsac_multi_engine_00215,industrial engineering,,industriële ingenieurswese,nywerheidsingenieurswese,,ubinjineli bezorhwebo,ubunjineli bezoshishino,,bunjiniyela betetimboni,,,ubunjiniyere bezamabubulo,,,,boenjenere jwa madirelo,,,boentšenereintaseteri,,,,,vhuinzhiara ha zwa nḓowetshumo,,,,vunjhiniyara bya swa indasitiri,,
dsac_multi_engine_00216,insulation,,isolasie,isolering,,ukufaka isikhuseli,ukufaka isithinteli,,kuvimbela,kumbonya,kuvikela,ukuphuthela,uku-insuleyitha,,,thibelo,pitielo,kgomô,insuleišene,,thibelo,,go thibela,vhutsireledzi,insuḽesheni,,,mphutselo,,
dsac_multi_engine_00217,intrados,,intrados,binnewelwing,,umphakathi weatshi,,,umgogodla we-ashi,lingekhatsi lwelubondza lolusabutjoki,,umgogodlha wegobela wangaphakathi,i-inthradosi,,,kgogoropoteng,seoboteng,,bokagare,,sekabora,,,ngomu ha tshiaramu,,,,vundzeni bya aka,,
dsac_multi_engine_00218,jamb {lining of e.g. a doorway},,wang,binnendeurkosyn,,icala elithe ngqo lomgubasi,,,lingekhatsi lelifremu,,,isisekeligoseni,isivikeligoseni,,,jempe,,,tšempe,,,,,ludzedzekwa,,,,xiseketelarimba,,
dsac_multi_engine_00219,joggle,,joggel,joggelvoeg,,ijoyini,,,sihlanganisi,lijoyini,sichumanisi,isihlanganisi,ijoyini,,,bolomagano,netlano,,bokopano,,,,,ṱhanganyoni,,,,xihlanganisi,,
dsac_multi_engine_00220,joinery,,skrynwerk,,,uchwelo,,,lokubatiwe,,,umbazo,,,,tomagano,,,tomagantšho,,tlhomagantšho,,,mabulannga,,,,mapulanginhlanganiswa,,
dsac_multi_engine_00221,joint sealant,,lasseëlaar,lasdigtingsmiddel,,isitywinizithuba,isityhidi,,sivalitikhala,sivalitimfa,sivalitimbotjana,isivalisikhala,,,,sekabitomagano,kgomôtomagano,,sethibakgala,,,,,tshishatiṱhanganyi,,,,xilemamahlangano,,
dsac_multi_engine_00222,joist,,balk,,,umqobo wokuxhasa uphahla,umqobo wokuxhasa umgangatho,,likabha lelivundlile,,,ibhimu elilinganisene nomthangala,ibhimu elilinganisene neboda,,,lebalelo,balaka,,sebapithekgi,,,,,muhanga,,,,naneko,,
dsac_multi_engine_00223,keystone,,sluitsteen,,,ilitye lembombo,,,litjemkhatsi,inkhaba ye-ashi,ingcongwane ye-ashi,ilitjesikhiya le-atjhi,,,,letshwaraganyi,,,leswikatheo,,,,,tombothikho,,,,ribyekulu,,
dsac_multi_engine_00224,kicker {stability},,stabiliseerblok,,,isizinzisi,isimisi ngxi,isimisi ndawonye,siparago,,,isinzinzisi,,,,sesetledi,,,separako,,,,,tshitikitshilinganyi,,,,xiparako,,
dsac_multi_engine_00225,king closer {brick},,heersluiter,hoofsluitsteen,,isitena esiphungulwe ikona,isitena esisikwe ikona,,sitini lesiphungulwe butjeku,,,isitina esiphungulwe butjhigama,,,,setenakabikgolo,,,setenakhutlokgetlolwa,,,,,tshidinapeḓukwa,,,,xitinampandzwayinhla,,
dsac_multi_engine_00226,king post {roof},,hoofstyl,,,ipali esisiyilelo sekapu,,,insikakabha lenkhulu,,,isika ekulu,,,,pinagare,mokhutlolo,,sethekgadikapagarethulelo,,tshima,,,musima,,,,phuphuhosi,,
dsac_multi_engine_00227,laminated strand lumber,,gelamelleerde timmerhout,lameltimmerhout,,amaplanga adityanisiweyo,amaplanga ancanyathiselwe ngokunyhanyhathwa,,emapulango lahlanganisiwe,emapulangombumba,emapulango lananyatsiselwe,amaplanka ananyathiselweneko,amaplanka ahlanganisiweko,,,papetlakgomaretswa,,,mapolankakgomaretšwa,,,,,bulanngatsikwa,,,,pulangi-khomaniswa-hi-nkahelo,,
dsac_multi_engine_00228,latch,,knip,,,iletshi,,,livelevele,umshudo,,itjhudere,,,,berebere,,,perebere,,letšhe,,,vherevhere,ḽetshe,,,vheravhera,,
dsac_multi_engine_00229,lath,,lat,,,ilantyi,,,libalelo,lilathi,,ibalelo,iladi,,,setsholamomaro,,,palelo,,,,,mbalelo,,,,xihakahlwa xa khumbi,,
dsac_multi_engine_00230,lattice,,traliewerk,latwerk,,ilathisi,,,titsandzelisititfombo,luhlakamhlobiso,umhlobiso wemabalelo,ifremu yamabalelo,,,,lathese,,,moakanyetšoputlano,,lathisi,,,ḽathisi,,,,rimbandzhunganonsasekiso,rimbandzhunganonkhaviso,
dsac_multi_engine_00231,lean-to roof,,afdak,,,iveranda,,,luphahlaseyami,luphahlamancika,livulanda,umfulelo osamileko,,,,mathutsana,,,tlhakaitshamela,,,,,ṱhangangogoḓedzwa,,,,lwangutshekelakhumbi,,
dsac_multi_engine_00232,ledger,,steierbalk,,,umlenze wesikafula,umlenze wesikefele,,tinsimbi tesikefula letivundlile,,,isimbiyesikhafula,,,,sekefole,,,sekafola,,letšara,,,ḽedzha,,,,nanekoxikhafula,,
