id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__001,sot__002,sot__003,sot__004
dsac_ns_sotho_00196,botany,,,plantkunde,botanie,,thutadimela,,,,thutadimela,,,,,,,,thuto ya dimela,,,
dsac_ns_sotho_00197,bottle,,,bottel,,,botlolo,,,,lebotlelo,lebetlelo,lepotlelo,,,,,,botlolo,,,
dsac_ns_sotho_00198,bottle bank,,,bottelbank,,,bobeelobotlolo,,,,bolotamabotlelo,bolotamabetlelo,bolotamapotlelo,,,,,,polokelo ya dibotlolo,,,
dsac_ns_sotho_00199,bottom,,,onderkant,,,letlase,botlase,,,botlase,bofase,,,,,,,botlase,,,
dsac_ns_sotho_00200,bottom layer,,,onderste laag,,,boalotlase,,,,llaga ya ka tlase,llaga ya ka fase,,,,,,,bokatlase,,,
dsac_ns_sotho_00201,bow,,,boog,,,bora,,,,bora,,,,,,,,seqha,,,
dsac_ns_sotho_00202,bowl,,,bak,,,mogopo,,,,moruswi,lefiso,paolo,thiswana,,,,,sejana,sekotlolo,,
dsac_ns_sotho_00203,brace,,,spanstuk,,,selogetsi,,,,sethekgi,sengamaretši,preisi,breisi,,,,,setlami,,,
dsac_ns_sotho_00204,brackish adj.,,,brak,,,-letswatsana,,,,tokago,galakago,,,,,,,letswayana,,,
dsac_ns_sotho_00205,brackish water,,,brakwater,,,metsi a a letswatsana,,,,meetse a go toka,,,,,,,,metsi a letswayana,,,
dsac_ns_sotho_00206,bract,,,dekblaar,,,letlharethunya,,,,lekalasekatšoba,,,,,,,,lehlakupalesa,,,
dsac_ns_sotho_00207,brad,,,kleinkopspyker,,,sepekere,,,,sepikišana,,,,,,,,sepeketshana,,,
dsac_ns_sotho_00208,bradawl,,,spykerels,,,phunyo,,,,borwana,,,,,,,,elese,lehlabo la dipekere,,
dsac_ns_sotho_00209,brake {vehicle},,,rem,,,boriki,maremo,,,priki,,,,,,,,boriki,,,
dsac_ns_sotho_00210,bran,,,semels,,,moroko,,,,ditshehla,prene,brene,,,,,,ditlheferetsi,,,
dsac_ns_sotho_00211,branch n.,,,tak,,,kala,,,,lekala,lekabe,,,,,,,lekala,,,
dsac_ns_sotho_00212,branch v.,,,vertak,,,fapoga,,,,arogana,,,,,,,,aroha,fapoha,,
dsac_ns_sotho_00213,branch vein,,,sytak,,,letlhogela,,,,lehlogedi,lehlomela,,,,,,,lekalana,mothatswana wa lekala,,
dsac_ns_sotho_00214,brand name,,,handelsnaam,,,letshwaokgwebo,,,,leinapapatši,leinatsebiši,,,,,,,letshwao la kgwebo,,,
dsac_ns_sotho_00215,brass,,,geelkoper,,,kgotlho,,,,prase,brase,,,,,,,borase,,,
dsac_ns_sotho_00216,bread,,,brood,,,senkgwe,borotho,,,senkgwa,borotho,,,,,,,borotho,bohobe,,
dsac_ns_sotho_00217,breadth,,,breedte,,,bophara,,,,bophara,,,,,,,,bophara,,,
dsac_ns_sotho_00218,break v.,,,breek,,,thuba,roba,,,roba,thuba,pšhatla,thokga,,,,,thuba,tjhwatla,roba,kgaola
dsac_ns_sotho_00219,breaker,,,brander,,,lekhubutona,,,,lephotogolo,,,,,,,,leqhubuhadi,,,
dsac_ns_sotho_00220,bream {fish},,,kurper,,,tlhapi,,,,primi,,,,,,,,borimi,,,
dsac_ns_sotho_00221,breath n.,,,asem,,,mowa,,,,moya,mohamo,,,,,,,moya,,,
dsac_ns_sotho_00222,breathe v.,,,asemhaal,,,hema,,,,hema,buša moya,,,,,,,phefomoloha,hema,,
dsac_ns_sotho_00223,breathing,,,asemhaling,,,khemo,,,,go hema,khemo,go buša moya,,,,,,ho phefomoloha,ho hema,,
dsac_ns_sotho_00224,breed v.,,,teel,,,tsadisa,tsala,,,tswadišo,,,,,,,,tswadisa,tswala,,
dsac_ns_sotho_00225,breeding,,,teelt,teling,,tsadiso,tsalo,,,tswalo,hlatšo,,,,,,,ho tswadisa,,,
dsac_ns_sotho_00226,brick,,,baksteen,,,polwane,setena,,,setena,,,,,,,,setene,,,
dsac_ns_sotho_00227,bricklayer,,,messelaar,,,mmopedi,mmeselara,,,moagi,mmeselane,,,,,,,seahi,,,
dsac_ns_sotho_00228,bridge n.,,,brug,,,moratho,leborogo,,,moratho,leporogo,letšibogo,,,,,,borokgo,,,
dsac_ns_sotho_00229,brittle,,,bros,,,tšhwatlhegang bonolo,robegang bonolo,thubegang bonolo,robega bonolo,pšhatlegobonolo,,,,,,,,e pshatlehang bonolo,,,
dsac_ns_sotho_00230,bromothymol blue,,,broomtimol,,,boromothimolopududu,,,,promothaemolo talalerata,bromothaemolo talalerata,,,,,,,boromothaemolo bolou,,,
dsac_ns_sotho_00231,brood v. {birds},,,broei,,,elama,,,,alama,alamela,,,,,,,alama,fuama,,
dsac_ns_sotho_00232,broody,,,broeis,,,kelamo,,,,kalamelo,,,,,,,,alamang,fuamang,,
dsac_ns_sotho_00233,brown rat,,,bruinrot,,,nthufe,,,,lebudi,maholofetše,legotlotshotho,,,,,,tadi e thokwa,tweba e thokwa,roto,
dsac_ns_sotho_00234,brush,,,kwas,,,kwase,boratšhe,,,praše,braše,porosolo,,,,,,borashe,borosolo,,
dsac_ns_sotho_00235,brush,,,kreupelhout,,,sekhu,sekhi,,,sethokgwana,lešukušukwane,,,,,,,dihlahlana,,,
dsac_ns_sotho_00236,bucket,,,emmer,,,kgamelo,,,,pakete,emere,,,,,,,nkgo,emere,lebakete,
dsac_ns_sotho_00237,buckle,,,gespe,,,kgokedi,tšhesepore,,,tšhespere,tšhasepere,,,,,,,tjhasepere,,,
dsac_ns_sotho_00238,bud,,,botsel,,,lekukunya,,,,lehlona,khupe,,,,,,,monoko,,,
dsac_ns_sotho_00239,budgerigar,,,grasparkiet,budjie,,bajerika,,,,patšerikari,,,,,,,,bajerika,popokgae,,
dsac_ns_sotho_00240,build,,,bou,,,aga,,,,aga,,,,,,,,aha,,,
dsac_ns_sotho_00241,builder,,,bouer,,,moagi,,,,moagi,,,,,,,,moahi,,,
dsac_ns_sotho_00242,building,,,gebou,,,moago,kago,,,moago,,,,,,,,moaho,,,
dsac_ns_sotho_00243,building material,,,boumateriaal,,,sedirisokago,serekago,direkago,,dikago,,,,,,,,thepa ya ho aha,,,
dsac_ns_sotho_00244,bulb {plants},,,bol,,,segwere,,,,segwere,modunkgolo,,,,,,,kotola,,,
dsac_ns_sotho_00245,bulb {e.g. thermometer},,,bol,,,kgwere,,,,palepo,,,,,,,,hlohwana,,,
dsac_ns_sotho_00246,bulb holder,,,gloeilamphouer,,,setshegetsakgwere,,,,seswarapalepo,seswarabalepo,,,,,,,setshehetsa lebone,,,
dsac_ns_sotho_00247,bull,,,bul,,,poo,,,,poo,,,,,,,,poho,,,
dsac_ns_sotho_00248,bunch,,,bondel,,,setlhopha,sekgotlho,,,seboka,ntšhutšhu,ntšhutla,,,,,,sehlopha,,,
dsac_ns_sotho_00249,bundle,,,bondel,,,ngata,,,,ngata,,,,,,,,ngatana,,,
dsac_ns_sotho_00250,Bunsen burner,,,Bunsen-brander,,,setukisi sa Bunsen,,,,setšhumampara,penara ya Bunsen,,,,,,,Bensen bena,,,
dsac_ns_sotho_00251,burette,,,buret,,,biyurete,,,,purethe,burethe,,,,,,,barete,,,
dsac_ns_sotho_00252,burn v.,,,brand,,,-tuka,-tshuba,-fisa,,tšhuma,fiša,swa,,,,,,tjha,,,
dsac_ns_sotho_00253,burn wound,burn,,brandwond,,,ntho ya molelo,,,,tšhuna,ntho ya mollo,,,,,,,ho tjha,leqeba la mollo,,
dsac_ns_sotho_00254,burrow n.,,,ondergrondse blyplek,,,letsatsa,mosima,,,letšaba,,,,,,,,mokoti,mosima,tsatsa,
dsac_ns_sotho_00255,burrow v. {animals e.g. rabbits},,,grawe,,,epa,,,,fata,epa,,,,,,,fata,epa,tjheka,
dsac_ns_sotho_00256,burst v.,,,bars,,,phanya,thunya,thubega,phatlhoga,phatloga,thunya,,,,,,,phatloha,,,
dsac_ns_sotho_00257,bury v.,,,begrawe,,,epela,boloka,fitlha,,boloka,,,,,,,,epela,tsetela,,
dsac_ns_sotho_00258,bus,,,bus,,,bese,,,,pese,,,,,,,,bese,,,
dsac_ns_sotho_00259,bush,,,struik,,,sekhu,sekhi,,,ntšhuhlana,ntšhuthana,,,,,,,sehlahla,,,
dsac_ns_sotho_00260,busy Lizzie {plant},,,vlytige Liesbet,,,Lizzy,,,,mohlašana wa Busy Lizzie,,,,,,,,bizi Lizzie,,,
dsac_ns_sotho_00261,butterfly,,,skoenlapper,,,serurubele,,,,serururbele,ntsotsoku,,,,,,,serurubele,,,
dsac_ns_sotho_00262,buzzer,,,gonser,,,sebobori,setsibosise,sedumadumi,,alamo,saerine,pasara,,,,,,sebobolane,,,
dsac_ns_sotho_00263,cabbage,,,kool,kopkool,,khabetšhe,kole,,,khabetšhe,,,,,,,,khabetjhe,,,
dsac_ns_sotho_00264,cable {strong thick rope},,,kabel,,,kheibole,kabole,,,thapo ya mohlakase,kheipole,kheibole,,,,,,kheibole,,,
dsac_ns_sotho_00265,cable-stayed bridge,,,swaaibrug,sweefbrug,,morathokabole,,,,leporogo la go thekgwa ke dikheipole,leporogo la go thekgwa ke dikheibole,,,,,,,borokgo bo leketlang,,,
dsac_ns_sotho_00266,cage,,,hok,,,hoko,serobe,,,kheitše,,,,,,,,hoko,,,
dsac_ns_sotho_00267,calcium,,,kalsium,,,khalesiamo,,,,khalsiamo,,,,,,,,khalsiamo,,,
dsac_ns_sotho_00268,calcium carbonate n.,carbonate of lime,,kalsiumkarbonaat,,,khalesiamokhaboneiti,,,,khalsiamokhaboneite,khaboneite ya kalaka,khaboneite ya laeme,,,,,,kalaka,,,
dsac_ns_sotho_00269,calculate,,,bereken,,,balela,bala,,,balela,khalekhuleita,,,,,,,se sebetsa,rarolla,bala,
dsac_ns_sotho_00270,calculation,,,berekening,,,go bala,palelo,,,khalkhuleišene,,,,,,,,tshebetso,tharollo,palo,
dsac_ns_sotho_00271,calculator,,,rekenaar,,,sebaledi,,,,khalkhuleitha,,,,,,,,khalkhuleita,sebaladipalo,,
dsac_ns_sotho_00272,calf,,,kalf,,,namane,,,,namane,namanyana,lebotlana,,,,,,namane,,,
dsac_ns_sotho_00273,calix,,,blomkelk,,,khalekisi,,,,khalekse,,,,,,,,khaliks,,,
dsac_ns_sotho_00274,callipers,,,meetpasser,,,khaliphase,,,,khalipara,,,,,,,,khalipase,,,
dsac_ns_sotho_00275,cam,,,nok,,,kheme,,,,kheme,,,,,,,,kheme,,,
dsac_ns_sotho_00276,camel,,,kameel,,,kamela,,,,kamela,,,,,,,,kamele,,,
dsac_ns_sotho_00277,camouflage {nature},,,kamoeflering,,,kgakantshi,,,,boipato,boiphihlakalefelo,khamafolatše,,,,,,ho ikgakanya,,,
dsac_ns_sotho_00278,camp n.,,,kamp,,,moraka,kampa,,,kampa,,,,,,,,kampo,,,
dsac_ns_sotho_00279,can n.,,,blik,,,kane,tshitswana,,,khene,,,,,,,,kotikoti,,,
dsac_ns_sotho_00280,can v.,,,blik,,,khena,,,,khena,,,,,,,,boloka kotikoting,,,
dsac_ns_sotho_00281,canal,,,kanaal,,,kanala,,,,kanale,,,,,,,,kanale,,,
dsac_ns_sotho_00282,candle,,,kers,,,kerese,,,,lekgantlele,lekerese,,,,,,,kerese,,,
dsac_ns_sotho_00283,cane,,,rottang,,,letlhaka,,,,lehlakanoka,,,,,,,,lehlaka,,,
dsac_ns_sotho_00284,cane sugar,,,rietsuiker,sukrose,,sukiri ya ngoba,sukiri ya letlhaka,,,mmoba,,,,,,,,lehlaka la tswekere,mmoba,,
dsac_ns_sotho_00285,canine adj.,,,hondagtig,,,losikaloontšwa,,,,ya bompša,,,,,,,,bontja,,,
dsac_ns_sotho_00286,canine tooth,,,oogtand,,,lebolai,,,,polai,,,,,,,,leino la ntja,,,
dsac_ns_sotho_00287,canister,,,houer,blik,kan,bolekane,thini,moteme,,therankana,khanistara,,,,,,,bolekana,,,
dsac_ns_sotho_00288,canned product,,,ingemaakte produk,geblikte produk,,dijobolekaneng,dijothining,dijomotemeng,,sejobolokwakheneng,sejobolokwabolekaneng,,,,,,,sehlahiswa se bolokilweng ka lekotikoting,,,
dsac_ns_sotho_00289,canning factory,cannery,,inmaakfabriek,,,bokhenelo,,,,faporiki ya go khena,,,,,,,,faboriki ya dijo tsa makotikoti,,,
dsac_ns_sotho_00290,canoe,,,kano,,,mokoro,,,,mokoro,seketswanakota,khenu,,,,,,mokoro,mokorwana,,
dsac_ns_sotho_00291,capacitor,,,kapasitor,,,khaphasitha,,,,khaphasitha,,,,,,,,khaphasitha,,,
dsac_ns_sotho_00292,cape sparrow,,,mossie,,,tswere,serobele,,,phorogohlo,,,,,,,,lefokotsane,serobele,,
dsac_ns_sotho_00293,capsule,,,kapsule,saadomhulsel,,kgapapeo,,,,thapo,,,,,,,,kgaketla,,,
dsac_ns_sotho_00294,car,,,motor,,,kara,sefatanaga,koloi,sejanaga,koloi,mmotoro,sefatanaga,sejanaga,,,,,koloi,mmotokara,,
dsac_ns_sotho_00295,car battery,,,motorbattery,,,beterii ya koloi,beterii yasejanaga,beterii yasefatanaga,beterii ya kara,petri ya koloi,petri ya sefatanaga,petri ya mmotoro,,,,,,beteri ya koloi,,,
dsac_ns_sotho_00296,carbohydrate,,,koolhidraat,,,khabohaetereiti,,,,khapohaetreite,,,,,,,,khabohaedreiti,khabohaetereiti,,
dsac_ns_sotho_00297,carbon,,,koolstof,,,khabono,,,,khabone,,,,,,,,khabone,,,
dsac_ns_sotho_00298,carbon dioxide,,,koolstofdioksied,koolsuurgas,,khabonotaeokosaete,,,,khabondaeoksaete,,,,,,,,khabonedaeoksaete,,,
dsac_ns_sotho_00299,carbon monoxide,,,koolstofmonoksied,,,khabonomonokosaete,,,,khabonmonoksaete,,,,,,,,khabonemonoksaete,,,
dsac_ns_sotho_00300,cardboard,,,karton,,,papetla,khateboto,,,khatboto,,,,,,,,khateboto,,,
dsac_ns_sotho_00301,cargo,,,vrag,,,morwalo,thoto,,,thoto,morwalo,phahlo,phahla,,,,,thoto,morwalo,,
dsac_ns_sotho_00302,carnation,,,angelier,,,khaneišene,,,,khaneišene,,,,,,,,khaneishene,,,
dsac_ns_sotho_00303,carnivore,meat-eating animal,,karnivoor,vleiseter,,sejanama,sebatana,,,sejanama,sebata,,,,,,,sejanama,sebatana,,
dsac_ns_sotho_00304,carpenter,,,timmerman,,,mmetli,,,,mmetli,khaphenthara,,,,,,,mmetli,sebetli,,
dsac_ns_sotho_00305,carpet,,,mat,,,khapete,mmetshe,,,mmete,khaphete,,,,,,,mmata,khapete,,
dsac_ns_sotho_00306,carrion,,,aas,,,sebodu,,,,setoto,,,,,,,,nama e bolang,,,
dsac_ns_sotho_00307,carrion eater,,,aasvretende dier,,,sejadibodu,,,,sejatoto,,,,,,,,phoofolo e jang dibodu,,,
dsac_ns_sotho_00308,carrot,,,wortel,,,segwete,,,,borotlolo,boretlele,kherote,,,,,,sehwete,,,
dsac_ns_sotho_00309,cartilage,,,kraakbeen,,,lehihiri,,,,lešetla,lehihiri,lehihiro,,,,,,lefufuru,,,
dsac_ns_sotho_00310,carton,,,kartonhouer,,,khatone,,,,khathone,khatepokisi,,,,,,,lebokoso,,,
dsac_ns_sotho_00311,casting,,,gieting,gietwerk,,popo,,,,popo,,,,,,,,popo ya tshepe,,,
dsac_ns_sotho_00312,cast iron,,,gietyster,,,tshipitswako,,,,tšhipi ya go bopa,,,,,,,,tshepe ya ho bopa,,,
dsac_ns_sotho_00313,catalogue,,,katalogus,,,khathaloko,,,,khathaloko,,,,,,,,khathaloko,,,
dsac_ns_sotho_00314,catalyst,,,katalisator,,,motlhodi,setlhotlheletsi,,,sefetoši,khathalisti,,,,,,,khathalisti,,,
dsac_ns_sotho_00315,catapult,,,katapult,,,sekitirekere,seragalejwe,keti,,seragamabje,seraga,direkere,,,,,,keti,seqha,,
dsac_ns_sotho_00316,caterpillar,,,ruspe,,,mokone wa sebokosegi,maritshe,,,seboko,,,,,,,,seboko,,,
dsac_ns_sotho_00317,cattle,,,beeste,,,dikgomo,,,,dikgomo,,,,,,,,dikgomo,,,
dsac_ns_sotho_00318,cattle fodder,,,veevoer,,,furu ya dikgomo,,,,furu ya dikgomo,dijo tša dikgomo,,,,,,,furu ya dikgomo,,,
dsac_ns_sotho_00319,caustic,,,bytend,,,tlabolang,-fisang,,,khemikhale ye e tšhumago,khemikhale ye e fišago,khostiki,,,,,,e bosota,,,
dsac_ns_sotho_00320,caustic soda,sodium hydroxide,,seepsoda,bytsoda,,sota e e fisang,,,,khostikisoda,khostikisota,,,,,,,sota,,,
dsac_ns_sotho_00321,cell {battery},,,sel,,,sele,,,,sele ya petri,,,,,,,,sele ya beteri,,,
dsac_ns_sotho_00322,cell,,,sel,,,sele,,,,sele,,,,,,,,sele,,,
dsac_ns_sotho_00323,cellulose,,,sellulose,,,selulose,,,,selulose,,,,,,,,selulouse,,,
dsac_ns_sotho_00324,cement,,,sement,,,samente,,,,samente,,,,,,,,samente,,,
dsac_ns_sotho_00325,cement dam,,,sementdam,,,letamo la semente,,,,letamo la samente,,,,,,,,letamo la samente,,,
dsac_ns_sotho_00326,cemetery,,,begraafplaas,,,serapa {baswi},diphuphu,mabitla,,dirapeng,mabitleng,bodulabahu,,,,,,mabitleng,nqalong ya bafu,dirapeng,
dsac_ns_sotho_00327,centimetre,cm,,sentimeter,cm,,sentimetara,,,,senthimithara,cm,,,,,,,sentimitara,senthimitha,,
dsac_ns_sotho_00328,centipede,,,oorkruiper,honderdpoot,,mositlhaphala,,,,mosetlaphala,mošitaphala,mosethaphala,,,,,,mosikaphalla,,,
dsac_ns_sotho_00329,centre of gravity,,,swaartepunt,,,bogarekgogedi,,,,kgogedigare,,,,,,,,mokgubu-kgohelo wa lefatshe,,,
dsac_ns_sotho_00330,century,,,eeu,,,ngwagakgolo,,,,ngwagakgolo,,,,,,,,ngwahakgolo,,,
dsac_ns_sotho_00331,ceramic,,,keramiek,,,seramiki,,,,seramiki,,,,,,,,seramiki,,,
dsac_ns_sotho_00332,ceramics,,,pottebakkerskuns,,,botaki ba seramiki,,,,boseramiki,,,,,,,,bonono ba letsopa,,,
dsac_ns_sotho_00333,cereal,,,graan,,,dithorophitlholo,,,,siriele,,,,,,,,dijothollo,,,
dsac_ns_sotho_00334,chain,,,ketting,,,keetane,,,,tšhaene,ketwane,,,,,,,ketane,,,
dsac_ns_sotho_00335,chameleon,,,verkleurmannetjie,,,lebodu,leobu,,,leobu,,,,,,,,lempetje,leobu,,
dsac_ns_sotho_00336,channel n. {a passage e.g. for water or liquids},,,kanaal,,,mosele,,,,tšhanele,selaetšakelelo,,,,,,,kanale,,,
dsac_ns_sotho_00337,channel n. {communication},,,kanaal,,,kanale,lekhubu,,,kgokagano,tšhanele,,,,,,,kanale,,,
dsac_ns_sotho_00338,channel v. {control or direct something},,,kanaliseer,,,laolela,,,,iša,laetša,lebiša,tšhanela,,,,,kgannela,,,
dsac_ns_sotho_00339,characteristic,,,eienskap,,,pharologantsho,,,,semelo,mokgwa,pharologantšho,seka,,,,,semelo,letshwao,lekgetha,
dsac_ns_sotho_00340,charcoal,,,houtskool,,,malatlha,,,,tšhakhoulo,,,,,,,,leshala,,,
dsac_ns_sotho_00341,charged adj.,,,gelaai,,,-tletseng,,,,tšhatšhišitšwego,,,,,,,,e tjhajilweng,tjhajilweng,,
dsac_ns_sotho_00342,chart,,,kaart,,,tšhate,,,,tšhate,,,,,,,,tjhate,,,
dsac_ns_sotho_00343,cheetah,,,jagluiperd,,,lepogo,,,,tšhitha,lerolane,lengau,,,,,,lengau,,,
dsac_ns_sotho_00344,chemical n.,,,chemikalie,,,khemikhale,,,,khemikhale,,,,,,,,khemikhale,,,
dsac_ns_sotho_00345,chemical energy,,,chemiese energie,,,maatlakhemikhale,,,,maatla a khemikhale,,,,,,,,matla a khemikhale,,,
dsac_ns_sotho_00346,chemical potential energy,,,chemiese potensiaalenergie,,,maatla a a ka ntshang dikhemikhale,,,,enetšikgogedi ya khemikhale,maatlakgogedi a khemikhale,,,,,,,matla a bokelletsweng a khemikhale,,,
dsac_ns_sotho_00347,chemical reaction,,,chemiese reaksie,,,phetogo ya sekhemikhale,,,,phetogo ya sekhemikhale,,,,,,,,tlhahiso ya dikhemikhale tse ntjha,phetoho ya bokhemikhale,,
dsac_ns_sotho_00348,chemical substance,,,chemiese stof,chemikalie,,sere sa khemikhale,,,,selo sa khemikhale,,,,,,,,khemikhale,,,
dsac_ns_sotho_00349,chemist,pharmacist,,apteker,,,ramelemo,rakhemisi,,,mokhemese,,,,,,,,rakhemisi,,,
dsac_ns_sotho_00350,chest,,,borskas,,,kgara,sehuba,mafatlha,,kgara,sefega,lefahla,sehuba,,,,,sefuba,,,
dsac_ns_sotho_00351,chicken,,,hoender,,,kgogo,koko,,,kgogo,,,,,,,,kgoho,,,
dsac_ns_sotho_00352,chicken coop,,,hoenderhok,,,serobe,,,,hoko ya dikgogo,,,,,,,,hoko ya dikgoho,,,
dsac_ns_sotho_00353,chimney,,,skoorsteen,,,tšhemele,,,,tšhemele,tšhemene,,,,,,,tjhomela,,,
dsac_ns_sotho_00354,chimney ventilation,,,skoorsteenventilasie,,,kelelomowa ka tšhemele,,,,tsenyomoya ya tšhemele,tsenyomoya ya tšhemene,,,,,,,phefomoloho ya tjhomela,,,
dsac_ns_sotho_00355,chimpanzee,,,sjimpansee,,,tšhimpanse,,,,tšhimpanzi,,,,,,,,tjhimpanzi,,,
dsac_ns_sotho_00356,chipboard,,,brokkiesbord,,,botopetlela,,,,poto ya diphatša,poto ya ditshetla,poto ya dibetlwa,,,,,,lepolanka la diphatsa,,,
dsac_ns_sotho_00357,chisel,,,beitel,,,tšhisele,,,,tšhisele,petlwana,,,,,,,tjhesele,,,
dsac_ns_sotho_00358,chisel-shaped tooth,,,beitelvormige tand,,,leinotšhesele,,,,menobokatšhisele,menomaleba,,,,,,,leino la kepa,,,
dsac_ns_sotho_00359,chitin,,,chitien,,,tšhitine,,,,sekwakwa,khaetine,,,,,,,tjhitini,,,
dsac_ns_sotho_00360,chlorine,,,chloor,,,tlelorine,,,,tlelorine,tllorine,,,,,,,tlelorini,tlelorini,,
dsac_ns_sotho_00361,chlorophyll,,,chlorofil,,,tlelorofele,,,,setalafatši,tlelorofili,tllorofili,,,,,,tlelorofili,,,
dsac_ns_sotho_00362,choke v.,,,verstik,,,kgama,beta,metlha,,kgamega,beta,betwa,,,,,,bipetsana,kgama,qhwela,
dsac_ns_sotho_00363,cholera,,,cholera,,,kholera,,,,kholera,,,,,,,,kholera,,,
dsac_ns_sotho_00364,chop v.,,,kap,,,rema,fatsa,ratha,,rema,phapha,,,,,,,ratha,kgabela,,
dsac_ns_sotho_00365,chrome,,,chroom,,,khoroumu,,,,khroumo,koromo,,,,,,,khroumo,,,
dsac_ns_sotho_00366,chrome resistance,,,chroomweerstand,,,palelaruse,,,,go se ruse ga khroumo,go se ruse ga koromo,,,,,,,boipoloko ba khroumo,,,
dsac_ns_sotho_00367,chromium plating,,,chroomplatering,,,go bitiela ka khoroumu,go goma ka khoroumu,,,kapešakhroumo,kapešakoromo,,,,,,,manamiso ka khroumo,thatafatso ka khroumo,tshireletso ka khroumo,
dsac_ns_sotho_00368,circle n. {geometry},,,sirkel,,,sediko,tshekeletsa,,,sediko,ntikodiko,nkgokolo,,,,,,sedikadikwe,,,
dsac_ns_sotho_00369,circle-shaped,circular,,sirkelvormig,,,-sediko,-tshekeletsa,,,ya sediko,ya ntikodiko,ya sebopegonkgokolo,ya nkgokolo,,,,,e sedikadikwe,,,
dsac_ns_sotho_00370,circuit {general},,,baan,,,modikologo,,,,tikologo,sediko,tselantikodiko,,,,,,sekete,,,
dsac_ns_sotho_00371,circuit {electrical},,,kring,stroombaan,,sekete,,,,tsela ya mohlagase,tselakelelamohlagase,,,,,,,sekete ya motlakase,,,
dsac_ns_sotho_00372,circuit {hydraulics},,,kring,,,seketekgatelelo ya diedi,,,,tselataoladiela,sekhethe,,,,,,,sekete ya metsi,,,
dsac_ns_sotho_00373,circuit {pneumatic},,,kring,,,seketekgatelelo ya mowa,,,,tselataolamoya,tselakelelamoya,,,,,,,sekete ya moya,,,
dsac_ns_sotho_00374,circulate,,,sirkuleer,,,dikolosa,,,,dikološa,potološa,,,,,,,potoloha,,,
dsac_ns_sotho_00375,circumference,,,omtrek,,,sedikiso,,,,sedikadikwe,,,,,,,,sekhamferense,,,
dsac_ns_sotho_00376,citric acid,,,sitroensuur,,,esitimonamune,,,,sithrikesiti,,,,,,,,esiti ya sitriki,esete ya sitriki,,
dsac_ns_sotho_00377,citrus,,,sitrus,,,monamune,,,,sithrase,senamune,,,,,,,sitrase,molamunu,,
dsac_ns_sotho_00378,clamp,,,klamp,,,tlelempe,setshwari,setlapisi,,sepatiši,tlelempe,tllempe,,,,,,setlamahanyi,,,
dsac_ns_sotho_00379,clasper {male insect},,,knyper,,,kgokedi,sekopedi,,,lefora,setanyi,,,,,,,setseparedi,,,
dsac_ns_sotho_00380,classification,,,klassifikasie,,,pharologanyo,karologanyo,,,tlhopho,,,,,,,,tlhophiso,,,
dsac_ns_sotho_00381,classify v.,,,klassifiseer,,,farologanya,arologanya,,,hlopha,,,,,,,,hlophisa,,,
dsac_ns_sotho_00382,claw,,,klou,,,lonala,,,,lenala la phoofolo,,,,,,,,lenala,mokwebe,,
dsac_ns_sotho_00383,clay,,,klei,,,letsopa,mmopa,,,letsopa,motaga,,,,,,,letsopa,,,
dsac_ns_sotho_00384,clayey soil,,,kleiagtige grond,,,mmu o o mmopa,,,,mobu wa go ba le letsopa,mobu wa go ba le motaga,,,,,,,mobu o letsopa,,,
dsac_ns_sotho_00385,clay mixture,,,kleimengsel,,,motswakotsopa,,,,motswakotsopa,motswakotaga,,,,,,,motswako wa letsopa,,,
dsac_ns_sotho_00386,clay soil,,,kleigrond,,,mmopa,,,,mobu wa letsopa,motaga,,,,,,,mobu o letsopa,,,
dsac_ns_sotho_00387,cleanser,,,skoonmaker,reinigingsmiddel,,sephepafatsi,,,,sehlwekiši,,,,,,,,sehlwekisi,,,
dsac_ns_sotho_00388,clear,,,helder,,,- bonatsang,,,,bonagatšago,,,,,,,,bonaletsang,hlakile,,
dsac_ns_sotho_00389,clear {sky},,,helder,,,-apogileng,,,,apogile,,,,,,,,hlakile,,,
dsac_ns_sotho_00390,clear water,,,helder water,,,metsi a a itshekileng,,,,meetse a sekilego,,,,,,,,metsi a hlakileng,,,
dsac_ns_sotho_00391,cleft,,,skeur,bars,,lofaro,lenga,,,mphatša,monga,lera,lenga,lerwa,,,,lepatso,letlere,,
dsac_ns_sotho_00392,climate,,,klimaat,,,maemobosa,tlelaemete,,,tlelaemete,tllaemete,,,,,,,tlelaemete,,,
dsac_ns_sotho_00393,clock,,,horlosie,,,tshupanako,,,,sešupanako,,,,,,,,tshupanako,watjhe,,
dsac_ns_sotho_00394,clockmaker,,,horlosiemaker,,,modiratshupanako,,,,modiradišupanako,,,,,,,,moetsatshupanako,moetsi wa watjhe,,
dsac_ns_sotho_00395,closed loop system {electronics},,,geslotelusstelsel,,,sebegi sa seileketeroniki,,,,tselataolo ye e nago le dipego,,,,,,,,mokgwatshebetso wa lupu e kwetsweng,,,
dsac_ns_sotho_00396,closed sluice,,,geslote sluis,,,mosele o o tswetsweng,,,,sluse se se tswaletšwego,,,,,,,,kotopo e kwalehileng,,,
dsac_ns_sotho_00397,cloth,,,weefstof,kledingstof,,lesela,khai,,,lešela,,,,,,,,lesela,lelapi,,
