id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__001,sot__002,sot__003,sot__004
dsac_ns_sotho_01340,live wire,,,lewendige draad,,,bothaletshelang,,,,thapohlagasegotetšwa,,,,,,,,mohala o phelang,,,
dsac_ns_sotho_01341,living organism,,,lewende organisme,,,setshedi,,,,sephedi,,,,,,,,sephedi,,,
dsac_ns_sotho_01342,lizard,,,akkedis,,,digagabi,,,,mogaditswana,mokgaditswana,mokgaritswana,mphekwa,,,,,mokgodutswane,,,
dsac_ns_sotho_01343,load n.,,,las,,,morwalo,,,,boima,,,,,,,,boima,,,
dsac_ns_sotho_01344,loam soil,,,leemgrond,,,serokwa,,,,serota,,,,,,,,selokwe,,,
dsac_ns_sotho_01345,loamy soil,,,leemagtige grond,leemgrond,,serokwa,,,,mmu wa serota,mobu wa serota,mabu a serota,,,,,,mobu o selokwe,,,
dsac_ns_sotho_01346,lobe {ear},,,oorlel,,,loreto,,,,lerethe,,,,,,,,lerete la tsebe,,,
dsac_ns_sotho_01347,lobe {plants},,,lob,,,loreto,,,,lerethepeu,,,,,,,,tsejana ya lehlaku,,,
dsac_ns_sotho_01348,locust,,,treksprinkaan,,,tsie,,,,tšie,,,,,,,,tsie,,,
dsac_ns_sotho_01349,lodestone,,,magneetsteen,,,sekamakenete,,,,bilwana,leswikamaknethe,,,,,,,lejwe la makenete,,,
dsac_ns_sotho_01350,log {wood},,,stomp,,,kota,sesana,,,kota,thata,,,,,,,sekoqo,,,
dsac_ns_sotho_01351,longitudinal adj.,,,oorlangs,,,-boleele,,,,ka botelele,ya lesetafase,,,,,,,ka bolelele,,,
dsac_ns_sotho_01352,loom,,,weefstoel,weefgetou,,selogelo,,,,motšhene wa go loga,selogi,,,,,,,selohelo,,,
dsac_ns_sotho_01353,loop,,,lus,,,segole,,,,segole,segwabe,,,,,,,sekgoketsane,lupu,,
dsac_ns_sotho_01354,loquat,,,lukwartboom,,,lekwaretlelane,,,,lokhwate,,,,,,,,lokhwate,,,
dsac_ns_sotho_01355,loudspeaker {e.g. radio},speaker,,luidspreker,,,segoagoe,segodisalentswe,,,segodišamodumo,sepikara,,,,,,,sepikara,sebuelahodimo,,
dsac_ns_sotho_01356,lower jaw,,,onderkaak,,,motlhagaretlase,lotlhaatlase,,,mohlagare wa ka fase,,,,,,,,mohlahare o ka tlase,,,
dsac_ns_sotho_01357,lower level,,,onderste vlak,,,seemotlase,,,,maemo a fasana,lebato la fasana,,,,,,,boemo bo tlase,,,
dsac_ns_sotho_01358,lowest point,,,laagste punt,,,botlasetlase,,,,boemofasefase,,,,,,,,ntlha e tlase-tlase,,,
dsac_ns_sotho_01359,machine,,,masjien,,,motšhini,,,,motšhene,,,,,,,,motjhini,,,
dsac_ns_sotho_01360,machinery,,,masjinerie,,,metšhini,,,,metšhene,,,,,,,,metjhini,,,
dsac_ns_sotho_01361,machinist,,,masjienwerker,masjinis,,ramotšhine,,,,morethamotšhene,modirišamotšhene,,,,,,,ramotjhini,,,
dsac_ns_sotho_01362,maggot,,,maaier,,,seboko,,,,sebokwanantšhi,sebokwana,mohlase,,,,,,tshenyane,,,
dsac_ns_sotho_01363,magnesium,,,magnesium,,,makenesiamo,,,,maknesiamo,,,,,,,,makenesiamo,,,
dsac_ns_sotho_01364,magnet,,,magneet,,,kgogedi,makenete,,,maknete,,,,,,,,makenete,setala,,
dsac_ns_sotho_01365,magnetic field,,,magneetveld,,,tikologokgogedi,,,,bogomo bja maatla a maknete,,,,,,,,sebaka sa kgohedi,,,
dsac_ns_sotho_01366,magnetic force,,,magnetiese krag,,,maatlakgogedi,,,,maatla a maknete,,,,,,,,tshusumetso ya makenete,tshusumetso ya setala,,
dsac_ns_sotho_01367,magnetic north,,,magnetiese noorde,,,kgogedi ya bokone,,,,leboatšhupšwa ke maknete,,,,,,,,leboya la makenete,,,
dsac_ns_sotho_01368,magnetic substance,,,magnetiese stof,,,seresekgogelwa,,,,segogwa ke maknete,,,,,,,,sehohelwa sa makenete,,,
dsac_ns_sotho_01369,magnetism,,,magnetisme,,,bogogedi,bomakenete,,,bogogedi,,,,,,,,bomakenete,,,
dsac_ns_sotho_01370,magnetite,,,magnetiet,,,lenyatshipi,borale,,,maknethaite,,,,,,,,makenethaete,,,
dsac_ns_sotho_01371,magnify v.,,,vergroot,,,godisa,,,,godiša,,,,,,,,hodisa,,,
dsac_ns_sotho_01372,magnifying glass,magnification glass,hand lens,vergrootglas,,,llensesegodisi,,,,galasekgodiši,,,,,,,,sehodisi,lense ya letsoho,kgalase e hodisang,
dsac_ns_sotho_01373,mahogany,,,mahonie,,,mahokani,,,,mahokani,,,,,,,,mahogani,,,
dsac_ns_sotho_01374,mail n.,,,pos,,,poso,,,,poso,,,,,,,,poso,,,
dsac_ns_sotho_01375,main root,,,penwortel,,,modimogolo,,,,modukgolo,modutona,,,,,,,motsotona,,,
dsac_ns_sotho_01376,maintain,,,in stand hou,,,tshegetsa,tshola,,,lota,tiiša,boloka,,,,,,hlokomela,,,
dsac_ns_sotho_01377,main vein {plants},,,hoofaar,,,tshikakgolo,,,,tšhikakgolo,,,,,,,,mothatswanatona,,,
dsac_ns_sotho_01378,maize,mealie plant,,mielies,,,mmidi,mmopo,,,lehea,lefela,mmidi,sefela,,,,,poone,,,
dsac_ns_sotho_01379,maize porridge,,,mieliepap,,,phaletshe,,,,bogobe bja lehea,bogobe bja lefela,,,,,,,lesheleshele la poone,papa,,
dsac_ns_sotho_01380,malaria,,,malaria,,,letadi,letshoroma,malaria,,letadi,malaria,,,,,,,malariya,,,
dsac_ns_sotho_01381,male,male sex,,manlik,manlike geslag,,bongtona,tonanyana,,,tona,,,,,,,,botona,,,
dsac_ns_sotho_01382,male flower,,,manlike blom,,,lelobatonanyana,,,,letšobatona,lelobatona,,,,,,,palesa e tona,,,
dsac_ns_sotho_01383,male plant,,,manlike plant,,,semelatonanyana,,,,sebjalotona,semelatona,,,,,,,semela se setona,,,
dsac_ns_sotho_01384,malleable adj.,,,smeebaar,pletbaar,,bopega,,,,potegabonolo,potollegabonolo,kobollegabonolo,,,,,,e kgobehang,,,
dsac_ns_sotho_01385,mallet,,,houthamer,klophamer,,noto,,,,notokotana,,,,,,,,hamore ya patsi,,,
dsac_ns_sotho_01386,mammal,,,soogdier,,,seamusi,,,,seamuši,mmamale,,,,,,,seantshi,,,
dsac_ns_sotho_01387,mammary gland,milk gland,,melkklier,,,seumamašwi,,,,thakamaswi,thaka ya maswi,,,,,,,letswele,,,
dsac_ns_sotho_01388,man-made,,,mensgemaak,,,maitirelo,,,,sedirwa ke motho,ya boitirelo,,,,,,,ya maiketsetso,,,
dsac_ns_sotho_01389,man-made rubbish,,,mensgemaakte afval,,,matlakala a maitirelo,,,,tšhilatirwa ke motho,tšhilamaitirelo,,,,,,,matlakala a tsa maiketsetso,,,
dsac_ns_sotho_01390,mantle,,,mantel,,,lentle,,,,legapi,sekwakwa,,,,,,,sepheka,,,
dsac_ns_sotho_01391,manual force,,,handkrag,,,maatladiatla,,,,maatla a diatla,,,,,,,,tshutumetso ya matsoho,,,
dsac_ns_sotho_01392,manufacture v.,,,produseer,,,dira,bopa,,,bopa,tšweletša,,,,,,,hlahisa,,,
dsac_ns_sotho_01393,manufacturer,,,vervaardiger,fabrikant,produsent,modiri,mmopi,,,mmopi,motšweletši,,,,,,,mohlahisi,,,
dsac_ns_sotho_01394,manufacturing,,,vervaardiging,,,bopopo,bodiri,,,tšweletšo,tlhagišo,,,,,,,tlhahiso,,,
dsac_ns_sotho_01395,manure,,,mis,,,mosutele,letshotelo,motshotelo,mmutele,mmutedi,marole,mmutela,,,,,,manyolo,monontsha,,
dsac_ns_sotho_01396,map,,,kaart,,,mmepe,,,,mmepe,mmapa,,,,,,,mmapa,,,
dsac_ns_sotho_01397,mare,,,merrie,,,pitse e e namagadi,,,,peretshadi,,,,,,,,mmeri,,,
dsac_ns_sotho_01398,margin {maps},,,rand,,,losi,,,,morumo,bogomo,,,,,,,moedi,,,
dsac_ns_sotho_01399,market n.,,,mark,,,borekisetso,borekelo,mmaraka,,mmaraka,bobapatšong,,,,,,,mmaraka,,,
dsac_ns_sotho_01400,market v.,,,bemark,,,rekisa,bapatsa,,,bapatša,rekiša,maketa,,,,,,rekisa,,,
dsac_ns_sotho_01401,market survey {economy},market research,,markopname,marknavorsing,,tshekatshekopapatso,tlhotlhomisopapatso,,,tebeledišišo ya mmaraka,tekolo ya mmaraka,,,,,,,phuputso ya mmaraka,,,
dsac_ns_sotho_01402,mass {matter},,,massa,,,bogolo,,,,bontši,,,,,,,,boima,,,
dsac_ns_sotho_01403,mass {physics},,,massa,,,boima,,,,boima,,,,,,,,boima,,,
dsac_ns_sotho_01404,massmeter,,,massameter,,,selekanyabokete,selekanyaboima,,,sekalaboima,seelaboima,,,,,,,sekala,,,
dsac_ns_sotho_01405,mat,,,mat,,,moseme,legogo,mmetshe,,legogo,,,,,,,,mmete,,,
dsac_ns_sotho_01406,match n.,,,vuurhoutjie,,,mokgwaro,,,,lehlokwana la mmankgwari,lehlokwana la mmentšhese,,,,,,,thutswana ya mollo,,,
dsac_ns_sotho_01407,match v.,,,pas,,,tshwana,,,,swantšha,bapantšha,swantšhanya,,,,,,nyalanya,,,
dsac_ns_sotho_01408,mate v.,,,paar,,,gwela,kota,feka,bekara,goela,gwaela,,,,,,,hwela,,,
dsac_ns_sotho_01409,material,,,materiaal,,,sediro,,,,setlabelo,setlabakelo,,,,,,,disebediswa,,,
dsac_ns_sotho_01410,mathematics,,,wiskunde,,,mmetshe,,,,mmetse,,,,,,,,mmetse,dipalo,,
dsac_ns_sotho_01411,mating,,,paartyd,,,kgwelo,pheko,bekero,kotano,nako ya go goela,nako ya go gwaela,,,,,,,kgwelano,,,
dsac_ns_sotho_01412,mating season,,,paarseisoen,,,pakakgwelo,setlhakgwelo,,,sehla sa go goela,sehla sa go gwaela,,,,,,,sehla sa kgwelano,,,
dsac_ns_sotho_01413,matrix board {electronics},,,matrysbord,etskringbord,,sefatlabopelasekete,,,,boto ya mathrikse,poto ya mathrikse,,,,,,,boto ya metriks,,,
dsac_ns_sotho_01414,matter,,,materie,stof,,sere,,,,mmetha,selo,,,,,,,ntho,,,
dsac_ns_sotho_01415,mature,,,volwasse,,,godile,godile ka botlalo,,,godilego,budulego,,,,,,,hodileng,,,
dsac_ns_sotho_01416,meal {the occasion},,,maaltyd,,,nako ya dijo,,,,nako ya dijo,,,,,,,,dijo,,,
dsac_ns_sotho_01417,meal {food},,,maaltyd,,,mofutadijo,,,,dijo,,,,,,,,dijo,,,
dsac_ns_sotho_01418,meal {grain},,,meel,meelblom,,bupe,,,,bupi,,,,,,,,phofo,,,
dsac_ns_sotho_01419,mealie {fruit or cob},,,mielie,,,seako sa mmidi,seako sa mmopo,,,lefela,lehea,mmidi,,,,,,poone,,,
dsac_ns_sotho_01420,mealie meal,,,mieliemeel,,,bupe jwa mmidi,,,,lefela,lehea,mmidi,,,,,,phofo ya poone,,,
dsac_ns_sotho_01421,mealie rice,,,mieliegruis,mielierys,,reisi ya mmopo,reisi ya mmidi,mmilireisi,raese,magaila,miliraese,,,,,,,miliraese,milireisi,,
dsac_ns_sotho_01422,mealies,,,mielies,,,diako tsa mmidi,diako tsa mmopo,,,mafala,mahea,mebidi,,,,,,poone,,,
dsac_ns_sotho_01423,mealie seed,,,mieliepit,,,peo ya mmidi,peo ya mmopo,,,thoro ya lefela,peu ya lefela,peu ya lehea,peu ya mmidi,,,,,peo ya poone,,,
dsac_ns_sotho_01424,measurable adj.,,,meetbaar,,,lekanyegang,,,,kalegago,metegago,,,,,,,e methehang,,,
dsac_ns_sotho_01425,measure v.,,,meet,,,lekanya,,,,kala,meta,lekanya,,,,,,metha,,,
dsac_ns_sotho_01426,measurement,,,afmeting,maat,,tekanyo,selekanyo,,,kelo,meto,tekanyo,,,,,,mometho,,,
dsac_ns_sotho_01427,measuring,,,meting,,,lekanya,tekanyo,,,go lekanya,go ela,go meta,,,,,,ho metha,,,
dsac_ns_sotho_01428,measuring cylinder,,,maatsilinder,,,seleneretekanyo,,,,silindere ya go lekanya,silindere ya go ela,silindere ya go meta,,,,,,silindara e methang,,,
dsac_ns_sotho_01429,measuring rod,,,maatstok,,,loretekanyo,,,,roto ya go lekanya,roto ya go meta,roto ya go ela,kotana ya go lekanya,kotana ya go meta,kotana ya go ela,,,lere le methang,,,
dsac_ns_sotho_01430,meat,,,vleis,,,nama,,,,nama,,,,,,,,nama,,,
dsac_ns_sotho_01431,mechanical advantage,,,meganiese voordeel,,,pebofatso ka motšhini,,,,mokgwa wa tirišomotšhene,,,,,,,,pebofatso ka metjhini,,,
dsac_ns_sotho_01432,mechanism,,,meganisme,,,karolothulaganyo,,,,mekhanisime,,,,,,,,motjha wa tshebetso,,,
dsac_ns_sotho_01433,medical experiment,,,mediese eksperiment,,,tekeletsokalafi,,,,boitekelo bja kalafi,,,,,,,,eksperimente ya bongaka,,,
dsac_ns_sotho_01434,medicine,,,medisyne,,,setlhare,molemo,,,sehlare,moriana,mešunkwane,,,,,,moriana,setlhare,,
dsac_ns_sotho_01435,medicine dropper,,,medisynedrupper,,,thothetsamolemo,thothetsasetlhare,,,seeladihlare ka thoti,,,,,,,,serothetsi,,,
dsac_ns_sotho_01436,melamine formaldehyde,,,melamienformaldehied,,,fomelete ya melemaene,,,,melaminefomaletehaete,,,,,,,,melamaene fomaldehaede,,,
dsac_ns_sotho_01437,melt v.,,,smelt,,,gakolosa,,,,tologa,,,,,,,,qhibidiha,,,
dsac_ns_sotho_01438,membrane,,,membraan,,,lotha,,,,lera,letlalwana,,,,,,,lera,,,
dsac_ns_sotho_01439,meniscus,,,meniskus,,,menisekase,,,,meniskhase,,,,,,,,meniskhase,,,
dsac_ns_sotho_01440,menu {computers},,,kieslys,,,lenaanetlhopho,,,,mmenyu,,,,,,,,menyu,,,
dsac_ns_sotho_01441,mercury,,,kwik,,,mmekhuri,,,,mekhiuri,mekhyuri,mekhuri,,,,,,sekete,mekhiuri,,
dsac_ns_sotho_01442,mesh,,,maas,,,sefo,,,,sefo,,,,,,,,sefe,,,
dsac_ns_sotho_01443,metal,,,metaal,,,mmetale,,,,metale,tšhipi,,,,,,,tshepe,,,
dsac_ns_sotho_01444,metal button,,,metaalknop,,,konopo ya mmetale,,,,konope ya tšhipi,konope ya metale,,,,,,,konopo ya tshepe,,,
dsac_ns_sotho_01445,metallic adj.,,,metaal,,,semmetale,,,,ya methale,ya go dirwa ka methale,ya methaliki,ya go dirwa ka tšhipi,,,,,e botshepe,,,
dsac_ns_sotho_01446,metal rod,,,metaalstaaf,,,loremmetale,,,,rote ya methale,,,,,,,,lere la tshepe,,,
dsac_ns_sotho_01447,metamorphosis,,,metamorfose,,,phetogopopego,,,,phetogosebopego,methamofosisi,,,,,,,phetophetoho,methamofosese,,
dsac_ns_sotho_01448,meteor,,,meteoor,,,sedumedi,,,,methiore,,,,,,,,lefika,,,
dsac_ns_sotho_01449,methanol,,,metanol,,,methanolo,,,,methanole,,,,,,,,methanolo,,,
dsac_ns_sotho_01450,method,,,metode,,,tsela,mokgwa,,,mokgwa,tsela,,,,,,,mokgwa,,,
dsac_ns_sotho_01451,methylated spirits,,,brandspiritus,,,segwai,sepiriti,,,sepiritšhi,sepiriti,,,,,,,sepiriti,,,
dsac_ns_sotho_01452,metre,m <SI unit>,,meter,m <SI-eenheid>,,mmitara,,,,m,mithara,,,,,,,mitara,mitha,,
dsac_ns_sotho_01453,metre ruler,,,meterstok,,,selekanya boleele,,,,rula,,,,,,,,rula ya mitara,,,
dsac_ns_sotho_01454,micro-organism,,,mikro-organisme,,,setshedinnyennye,,,,kokwana,,,,,,,,kokwana,,,
dsac_ns_sotho_01455,microscope,,,mikroskoop,,,sebontshisisi,maekherosekhoupu,,,maekhroskoupo,,,,,,,,maekrosekoupu,,,
dsac_ns_sotho_01456,midnight,,,middernag,,,bosigogare,,,,bošegogare,,,,,,,,kgitla,,,
dsac_ns_sotho_01457,mild {not sharp or strong},,,sagwerkend,,,magareng,,,,ya magareng,,,,,,,,e mahareng,,,
dsac_ns_sotho_01458,milk,,,melk,,,mašwi,,,,maswi,matutu,lebese,,,,,,lebese,,,
dsac_ns_sotho_01459,milk tooth,,,melktand,,,nakaladi,,,,leinobosea,leinobjana,,,,,,,leino la bongwana,,,
dsac_ns_sotho_01460,mill n.,,,meul,,,tshilo,,,,tšhilo,,,,,,,,lelwala,,,
dsac_ns_sotho_01461,mill v.,,,maal,,,sila,,,,šila,,,,,,,,sila,,,
dsac_ns_sotho_01462,miller,,,meulenaar,,,mosidi,,,,mošidi,mongtšhilo,,,,,,,ralelwala,,,
dsac_ns_sotho_01463,milli- {SI unit of length or volume},,,milli,,,mmili, -seketeng,,,,tee keteng,mili,,,,,,,mili,,,
dsac_ns_sotho_01464,millimetre {used e.g. in measuring rainfall},mm,,millimeter,mm,,mmilimitara,mm,karolwana ya sekete,,milimethara,mm,,,,,,,milimitara,milimitha,,
dsac_ns_sotho_01465,Millon’s solution,,,Millon-basis,,,motswako wa Millon,,,,setološwa sa Millon,solušene sa Millon,,,,,,,mokedikedi wa Millon,,,
dsac_ns_sotho_01466,mine n.,,,myn,,,moepo,maene,,,moepo,mmaene,,,,,,,morafo,,,
dsac_ns_sotho_01467,mine v.,,,ontgin,,,epa,,,,epa,fara,,,,,,,rafa,,,
dsac_ns_sotho_01468,mineral,,,mineraal,,,setswammung,serašwa,menerale,,minerale,serafša,seepša,,,,,,serashwa,,,
dsac_ns_sotho_01469,mineral salt,,,mineraalsout,,,letswai,,,,letswai la minerale,,,,,,,,letswai,,,
dsac_ns_sotho_01470,mirror,,,spieël,,,seipone,,,,seipone,,,,,,,,seipone,,,
dsac_ns_sotho_01471,miscible,,,mengbaar,,,tswakega,,,,e ka hlakanyegegago,,,,,,,,e tswakehang,,,
dsac_ns_sotho_01472,mist,,,mis,,,mouwane,,,,kgodi,mmuane,mogodi,,,,,,mohodi,,,
dsac_ns_sotho_01473,misty day,,,mistige dag,,,letsatsi le le mouwane,,,,boso bja kgodi,boso bja mogodi,boso bja mmuane,,,,,,letsatsi le mohodi,,,
dsac_ns_sotho_01474,mix v.,,,meng,,,tswaka,,,,hlakanya,tswaka,,,,,,,tswaka,,,
dsac_ns_sotho_01475,mixture,,,mengsel,,,motswako,,,,motswako,,,,,,,,motswako,,,
dsac_ns_sotho_01476,mobility,,,beweeglikheid,,,tshutisego,,,,mosepelo,tshepelo,tšhutho,,,,,,motsamao,,,
dsac_ns_sotho_01477,mode,,,modus,orde,,mokgwa,,,,mokgwa,mokgwatšhomo,,,,,,,mokgwa,,,
dsac_ns_sotho_01478,model,,,model,,,sebopegokakangwa,,,,sekawa,malebela,mmotlolo,,,,,,setshwano,motlolo,,
dsac_ns_sotho_01479,moderate weather,,,matige weerstoestande,,,bosamagareng,,,,bosomagareng,,,,,,,,boemo ba lehodimo bo mahareng,,,
dsac_ns_sotho_01480,modify,,,wysig,,,fetola,tokafatsa,,,fetoša,,,,,,,,ntlafatsa,,,
dsac_ns_sotho_01481,moist,,,klam,,,bongola,,,,bošidi,bongobo,,,,,,,e mongobo,e leswe,,
dsac_ns_sotho_01482,moisture,,,vogtigheid,,,bongola,,,,morotholotšana,,,,,,,,mongobo,leswe,,
dsac_ns_sotho_01483,molar,,,kiestand,,,leinotlhagare,,,,leino mohlagare,,,,,,,,mohlahare,,,
dsac_ns_sotho_01484,molasses,,,melasse,,,molasa,,,,molasese,,,,,,,,molase,,,
dsac_ns_sotho_01485,molecule,,,molekuul,,,molekhule,,,,molekhule,,,,,,,,molekhiule,,,
dsac_ns_sotho_01486,mollusc,,,mollusk,,,sikalookgopa,,,,molaske,,,,,,,,molask,,,
dsac_ns_sotho_01487,molten adj.,,,gesmelt,,,-kgakolositsweng,,,,ye e tološitšwego,,,,,,,,e qhibidihisitsweng,,,
dsac_ns_sotho_01488,monkey,,,aap,,,kgabo,,,,kgabo,mantlogwane,,,,,,,tshwene,kgabo,,
dsac_ns_sotho_01489,monocotyledonous adj.,unicotyledonous,,eensaadlobbig,,,mokomongwe,khotolengwe,letlharemookolengwe, -letlharenngwe,,lerephutee,monokhothelidonase,,,,,,,peo e kotonngwe,,,
dsac_ns_sotho_01490,monocotyledonous plant,,,monokotiele plant,eensaadlobbige plant,,sejalo sa letlharemookolengwe,setlhare sa letlharemookolengwe,sejalo sa khotolengwe,sejalo sa letlharenngwe,semelarephutee,semala sa monokhothelidonase,,,,,,,semela se kotonngwe,,,
dsac_ns_sotho_01491,monomer,,,monomeer,,,monoma,,,,monomara,,,,,,,,monoma,,,
dsac_ns_sotho_01492,monosaccharide {biochemistry},,,monosakkaried,,,sukiri,,,,monosakharaete,,,,,,,,monosakharaete,,,
dsac_ns_sotho_01493,month,,,maand,,,kgwedi,,,,kgwedi,,,,,,,,kgwedi,,,
dsac_ns_sotho_01494,moorhen,,,waterhoender,bleshoender,,kgogonoka,,,,lesagabola,,,,,,,,seinodi,,,
dsac_ns_sotho_01495,mordant,,,bytmiddel,,,setsenyeletsammala,,,,modante,motante,,,,,,,modente,,,
dsac_ns_sotho_01496,morning,,,oggend,,,phakela,moso,,,mesong,,,,,,,,hoseng,,,
dsac_ns_sotho_01497,morning glory,,,eendagskoon,purperwind,,thagamoso,moragamoso,,,letšobatagamesong,,,,,,,,thahameso,,,
dsac_ns_sotho_01498,mosquito,,,muskiet,,,monang,,,,monang,,,,,,,,monwang,,,
dsac_ns_sotho_01499,moss,,,mos,,,magaga,boriba,,,boroba,dikokomane,mmose,,,,,,boriba,,,
dsac_ns_sotho_01500,moth,,,mot,,,motoutwane,mmoto,,,mmoto,,,,,,,,mmoto,,,
dsac_ns_sotho_01501,motif,,,motief,,,sekgabisi,,,,mothifi,,,,,,,,motifi,,,
dsac_ns_sotho_01502,motion,,,beweging,,,motsamao,,,,mosepelo,,,,,,,,motsamao,,,
dsac_ns_sotho_01503,motor,,,motor,,,mmotoro,lefetlho,,,mmotho,,,,,,,,mmotoro,motho,,
dsac_ns_sotho_01504,motor boat,,,motorboot,,,mokoro wa lefetlho,,,,seketswana sa mmotho,,,,,,,,seketswana sa mmotoro,seketswana sa motho,,
dsac_ns_sotho_01505,mould n. {e.g. for making shapes},cast,,gietvorm,,,bopa,,,,popo,,,,,,,,sebopela,,,
dsac_ns_sotho_01506,mould n. {growth e.g. on old food},,,muf,skimmel,kim,mouta,,,,mouta,,,,,,,,hlobo,,,
dsac_ns_sotho_01507,mould v.,cast,,vorm,,,bopa,,,,bopa,,,,,,,,bopa,,,
dsac_ns_sotho_01508,mould {soil full of decayed plant substances},,,grondhoop,,,monontsha,,,,mabunontšhwa ke tlakala,mmunontšhwa ke tlakala,mobunontšhwa ke tlakala,,,,,,podisa,,,
dsac_ns_sotho_01509,moulding,,,gietstuk,,,sebopego,popego,,,sebopša,,,,,,,,popo,,,
dsac_ns_sotho_01510,moult v. {birds},,,verveer,,,sola,,,,hlobega,sola,,,,,,,sola,,,
dsac_ns_sotho_01511,mountain,,,berg,,,thaba,,,,thaba,,,,,,,,thaba,,,
dsac_ns_sotho_01512,mountainous area,,,bergagtige gebied,,,lefelo la dithabathaba,,,,lefelo la dithaba,,,,,,,,dithabeng,,,
dsac_ns_sotho_01513,mouse {rodent},,,muis,,,legotlo,peba,,,legotlo,,,,,,,,tweba,,,
dsac_ns_sotho_01514,mouse {computer},,,muis,,,peba,maoso,,,maose,,,,,,,,tweba,,,
dsac_ns_sotho_01515,mouth {body part},,,mond,,,molomo,,,,molomo,,,,,,,,molomo,,,
dsac_ns_sotho_01516,mouth part {e.g. insects},,,monddeel,,,karolomolomo,,,,karolo ya molomo,,,,,,,,karolo ya molomo,,,
dsac_ns_sotho_01517,movement {change of position},,,beweging,,,motsamao,,,,mosepelo,,,,,,,,motsamao,,,
dsac_ns_sotho_01518,mucus,,,mukus,slym,,mamina,marere,,,mamina,mamila,sehuba,,,,,,mamina,,,
dsac_ns_sotho_01519,mud,,,modder,,,seretse,,,,leraga,seretse,,,,,,,seretse,,,
dsac_ns_sotho_01520,muddy adj.,,,modderig,,,seretse,,,,ya leraga,ya seretse,,,,,,,e seretse,,,
dsac_ns_sotho_01521,muddy water,,,modderwater,,,leraga,,,,meetse a leraga,meetse a seretse,,,,,,,metsi a seretse,,,
dsac_ns_sotho_01522,mud nest,,,kleines,,,sentlhaga sa mmu,,,,sehlaga sa leraga,sehlaga sa seretse,,,,,,,sehlaha sa seretse,,,
dsac_ns_sotho_01523,mulberry tree,,,moerbeiboom,,,mmurubele,,,,murupeila,mmurupei,,,,,,,mmorobei,,,
dsac_ns_sotho_01524,mulch n.,,,molm,bladaarde,deklaag,kobelo,,,,khupetšo,mmaltšhe,,,,,,,kobelo,,,
dsac_ns_sotho_01525,mule,,,muil,,,mmoulo,,,,meila,,,,,,,,moulo,,,
dsac_ns_sotho_01526,murky {water},,,troebel,,,lekganarite,thinkga,,,šilafetšego,,,,,,,,e dukehileng,,,
dsac_ns_sotho_01527,muscle,,,spier,,,mosifa,,,,segoba,,,,,,,,mosifa,,,
dsac_ns_sotho_01528,muscular adj.,,,gespierd,,,-mesifa,,,,ya digobagoba,,,,,,,,e mesifa,,,
dsac_ns_sotho_01529,muscular foot,,,gespierde voet,,,leoto le le mesifa,,,,leotogoba,,,,,,,,leoto le mosifa,,,
dsac_ns_sotho_01530,mushroom,,,sampioen,,,thuntshwane,motsoko wa mankgodi,,,mmašerumu,tekwane,,,,,,,kgwaeyane,kwaekgwaba,,
dsac_ns_sotho_01531,mussel,,,mossel,,,kgetla,,,,kgetla,mmusele,,,,,,,masele,,,
dsac_ns_sotho_01532,nail n. {fingers and toes},,,nael,,,lonala,,,,lenala,,,,,,,,lenala,,,
dsac_ns_sotho_01533,nail n. {piece of metal},,,spyker,,,sepekere,lomapo,,,sepikiri,,,,,,,,sepekere,,,
dsac_ns_sotho_01534,nailing,,,bespykering,,,kokotelela,,,,go kokotela,go bethelela,,,,,,,ho otlella,,,
dsac_ns_sotho_01535,naked copper wire,,,kaal koperdraad,,,bothalekgotlholepona,,,,lethale la koporo leo le sego la khupetšwa,,,,,,,,terata e tsotseng ya koporo,,,
dsac_ns_sotho_01536,naked egg,,,doplose eier,,,leetlhokakgapetla,,,,leetlhokakgapetla,,,,,,,,lehe le se nang kgaketla,,,
dsac_ns_sotho_01537,natural,,,natuurlik,,,tlholego,,,,tlhago,,,,,,,,ya tlhaho,,,
dsac_ns_sotho_01538,natural anchorage,,,natuurlike ankerplek,,,boemakepetlholego,,,,boemakepe bja tlhago,,,,,,,,kgokelo ya tlhaho,,,
dsac_ns_sotho_01539,natural enemy,,,natuurlike vyand,,,setsomi sa tlholego,,,,lenaba la tlhago,,,,,,,,sera sa tlhaho,,,
dsac_ns_sotho_01540,natural gas,,,aardgas,,,gase ya tlholego,,,,gase ya tlhago,,,,,,,,kgase ya tlhaho,,,
dsac_ns_sotho_01541,natural item,,,natuurlike item,,,selo sa tlholego,,,,selo sa tlhago,,,,,,,,tsa tlhaho,,,
dsac_ns_sotho_01542,natural magnet,,,natuurlike magneet,,,makenetetlholego,kgogeditlholego,,,makenete wa tlhago,,,,,,,,makenete wa tlhaho,setala sa tlhaho,,
dsac_ns_sotho_01543,natural material {e.g. wood, coal etc.},,,natuurlike stowwe,,,seretlholego,,,,ditlabelo tša tlhago,,,,,,,,sesebediswa sa tlhaho,,,
dsac_ns_sotho_01544,natural resource,,,natuurlike hulpbron,,,motsweditlholego,,,,methopo ya tlhago,,,,,,,,mohlodi wa tlhaho,,,
