id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_00636,disperse,,,verstrooi,,,balanganya,hasekanya,,,hangalasa,,,,,,
dsac_ns_4to6_00637,displace,,,verplaas,,,sudzulusa,,,,tlhengusa,khapa,tekela ndhawu,,,,
dsac_ns_4to6_00638,dissolve v.,,,oplos,,,-ṋoka,,,,n’okisa,,,,,,
dsac_ns_4to6_00639,distance,,,afstand,,,tshikhala,,,,mpfhuka,,,,,,
dsac_ns_4to6_00640,distillation,,,distillasie,,,u rothisa,,,,ntengiso,,,,,,
dsac_ns_4to6_00641,distilled water,,,gedistilleerde water,,,maḓi a rothiswaho,,,,mati yo tengisiwa,,,,,,
dsac_ns_4to6_00642,distilling flask,,,distilleerfles,,,fuḽasiki,,,,fulasiki yo tengisa,,,,,,
dsac_ns_4to6_00643,divide,,,verdeel,,,khethekanya,kovha,,,avanyisa,,,,,,
dsac_ns_4to6_00644,dividers,,,verdeelpasser,,,tshikovhi,,,,xipimo,,,,,,
dsac_ns_4to6_00645,division,,,verdeling,,,mukovho,,,,nkavanyiso,ku avanyisa,,,,,
dsac_ns_4to6_00646,3-D object,three-dimensional object,,3-D-voorwerp,driedimensionele voorwerp,,tshivhumbeo tsha masia mararu,tshivhumbeo tsha 3-D,,,nchumu wa matlhelo manharhu,,,,,,
dsac_ns_4to6_00647,domestic animal,,,huisdier,,,tshifuwo,,,,xifuwo,,,,,,
dsac_ns_4to6_00648,domesticate,,,mak maak,,,fuwa,,,,fuwa,,,,,,
dsac_ns_4to6_00649,donkey,,,donkie,,,donngi,mbongola,,,mbhongolo,donki,,,,,
dsac_ns_4to6_00650,dove,,,duif,,,ḽiivha,,,,tuva,,,,,,
dsac_ns_4to6_00651,dowel,,,houtnael,klinkbout,,doweḽe,,,,xikhomanisi,,,,,,
dsac_ns_4to6_00652,dowel stick,,,tappen,,,thanda ya doweḽe,,,,xikhomanisi xa xirhendzevutana,,,,,,
dsac_ns_4to6_00653,down n.,,,dons,,,mithenga,,,,vutsenga,,,,,,
dsac_ns_4to6_00654,download v.,,,aflaai,,,-sudzulusa,,,,hundzisela mahungu,dawuniloda,,,,,
dsac_ns_4to6_00655,down-river adv.,,,stroomaf,,,-tsaho na mulambo,,,,ku rhelela,ku ngirimela,,,,,
dsac_ns_4to6_00656,downwind,,,windaf,,,vhuyamuya,hune muya wa vhudzulela hone,,,tlhelo ra moya,,,,,,
dsac_ns_4to6_00657,downy adj.,,,sag,,,-zwithenga,-vhukuse,,,xo phutseriwa hi vutsenga,,,,,,
dsac_ns_4to6_00658,dragonfly,,,naaldekoker,,,ḽiṋangamaḓi,,,,nkolokono,,,,,,
dsac_ns_4to6_00659,drain n.,,,riool,,,muela,,,,xikululo,xiphomiso,,,,,
dsac_ns_4to6_00660,drainage,,,dreinering,,,muelelo,,,,nkululo,mphomiso,,,,,
dsac_ns_4to6_00661,draught n.,,,trek,,,lufheṱefheṱe,,,,moya wo titimela wa le ndlwini,,,,,,
dsac_ns_4to6_00662,draw v.,,,teken,,,-ola,-tala,,,dirowa,fanisa,pfapfarhuta,,,,
dsac_ns_4to6_00663,drill n.,,,boor,,,vhoro,boro,,,borho,jomborho,,,,,
dsac_ns_4to6_00664,drill bit,,,boorpunt,,,lulimi lwa boro,,,,nhloko ya borho,,,,,,
dsac_ns_4to6_00665,drilling,,,boorwerk,,,u vhora,u bora,,,ku borha,,,,,,
dsac_ns_4to6_00666,drinkable water,,,drinkbare water,,,maḓi a nweaho,,,,mati yo nweka,mati yo nwa,,,,,
dsac_ns_4to6_00667,drive pulley,,,dryfkatrol,,,phuḽi ya u tshimbidza,,,,phuli ya bandi,,,,,,
dsac_ns_4to6_00668,driving belt,,,dryfband,,,bannda ḽa u tshimbidza,,,,bandi ro fambisa,,,,,,
dsac_ns_4to6_00669,droop v.,,,afhang,,,-kotama,-nembelela,,,hayeka,korhama,,,,,
dsac_ns_4to6_00670,drop n.,,,druppel,,,shotha,,,,thonsi,,,,,,
dsac_ns_4to6_00671,drop v.,,,val,,,-tsa,-tsisa,wisa,,wisa,dzaneta,tshoneta,,,,
dsac_ns_4to6_00672,drop bottle,,,drupfles,,,boḓelo ḽa marotha,,,,bodhlela ro thonisa,,,,,,
dsac_ns_4to6_00673,droplet,,,druppeltjie,,,kushotha,,,,xithonsana,,,,,,
dsac_ns_4to6_00674,drought n.,,,droogte,,,gomelelo,,,,dyandza,,,,,,
dsac_ns_4to6_00675,drown,,,verdrink,,,nwela khothe,,,,nwela,dyiwa hi mati,,,,,
dsac_ns_4to6_00676,drowsiness,,,lomerigheid,,,u kumedza,,,,sululwani,ku khudzehela,ku khoma hi vurhongo,,,,
dsac_ns_4to6_00677,dry,,,droog,,,oma,,,,oma,,,,,,
dsac_ns_4to6_00678,dry capsule,,,droë kapsel,droë saadhuis,,mutshelothathabi,,,,nkulula-tindzoho wo oma,,,,,,
dsac_ns_4to6_00679,dry cell,,,droë sel,,,sele ya tshiomate,,,,sele yo oma,,,,,,
dsac_ns_4to6_00680,dry weather,,,droë weer,,,mutsho wo omaho,,,,maxele yo oma,,,,,,
dsac_ns_4to6_00681,dual adj.,,,tweeledig,dubbel,,-vhili,,,,xa ximbirhi,,,,,,
dsac_ns_4to6_00682,dual adj.,dual-purpose,,dubbeldoelig,,,-nga huvhili,-vhili,,,xa ximbirhi,,,,,,
dsac_ns_4to6_00683,dual sexed,,,tweeslagtig,,,tsha mbeu mbili,,,,xa swambeleko-mbirhi,xa vusati na vununa,,,,,
dsac_ns_4to6_00684,ductile,,,rekbaar,,,petea,tatamuwa,,,xo tsanyuka,xo tshanambuka,,,,,
dsac_ns_4to6_00685,dull,,,dof,,,revhaho,,,,muvala wo rhomba,dzwihala,,,,,
dsac_ns_4to6_00686,dump n.,,,hoop,,,ḓaleḓale,mathukhwini,tshinthulu,,tala,,,,,,
dsac_ns_4to6_00687,dump v.,,,weggooi,stort,,-laṱa,-thupha,,,cukumeta,lahla,,,,,
dsac_ns_4to6_00688,durability,,,duursaamheid,,,ndalamo,,,,ku tiya,ku khomelela,,,,,
dsac_ns_4to6_00689,dust,,,stof,,,buse,,,,ritshuri,ntshuri,,,,,
dsac_ns_4to6_00690,dust mask,,,stofmasker,,,masiki wa u thivhela buse,,,,xipfala-nghohe xa ritshuri,xisivela-ritshuri,,,,,
dsac_ns_4to6_00691,dust particle,,,stofdeeltjie,,,tshilavhi tsha buse,,,,xiphemunyana xa ritshuri,,,,,,
dsac_ns_4to6_00692,dust storm,,,stofstorm,,,ḓumbu ḽa buse,,,,bubutsa,,,,,,
dsac_ns_4to6_00693,dye n.,,,kleurstof,,,dai,u shandukisa muvhala,tshishandukisi,,xintinti,dayi,,,,,
dsac_ns_4to6_00694,dynamo,,,dinamo,,,dayinamo,,,,dayinamo,,,,,,
dsac_ns_4to6_00695,eagle,,,arend,,,goni,,,,rikhozi,,,,,,
dsac_ns_4to6_00696,ear,,,oor,,,nḓevhe,,,,ndleve,,,,,,
dsac_ns_4to6_00697,early spring,,,vroeë lente,,,thangelaluvula,,,,masungulo ya ximun’wana,,,,,,
dsac_ns_4to6_00698,early summer,,,vroegsomer,,,thangelatshilimo,,,,masungulo ya ximumu,,,,,,
dsac_ns_4to6_00699,ear of wheat,,,koringaar,,,ṱhotshe ya goroi,,,,nchocho wa koroni,,,,,,
dsac_ns_4to6_00700,earpiece,,,gehoorstuk,,,tshiṱanganedzi,,,,nhloko ya riqingho,,,,,,
dsac_ns_4to6_00701,earth {planet},,,aarde,,,ḽifhasi,,,,misava,,,,,,
dsac_ns_4to6_00702,earth {electrical},,,aarding,,,ethye,,,,xitimula-gezi,,,,,,
dsac_ns_4to6_00703,earth leakage,,,aardlekkasie,,,ethye ḽikhedzhi,,,,bokisi ra xitimula-gezi,,,,,,
dsac_ns_4to6_00704,earth-leakage relay switch,,,aardlekrelê,,,switshi ya ethye ḽikhedzhi,,,,swichi ya bokisi ra xitimula-gezi,,,,,,
dsac_ns_4to6_00705,earth’s crust,,,aardkors,,,goko ḽa shango,,,,xiphemu xa misava xa le henhla,,,,,,
dsac_ns_4to6_00706,earth’s surface,,,aardoppervlak,,,nnḓa ha ḽifhasi,,,,vuhenhla bya misava,,,,,,
dsac_ns_4to6_00707,earth wire,,,aarding,,,ḓaraṱa ya ethye,,,,ntambhu ya xitimula-gezi,,,,,,
dsac_ns_4to6_00708,earthworm,,,erdwurm,,,lusuḓu,,,,nxikwa,,,,,,
dsac_ns_4to6_00709,east,,,oos,,,Vhubvaḓuvha,,,,vuxa,vuxeni,,,,,
dsac_ns_4to6_00710,ebony,,,ebbehout,,,eboni,,,,mhandze ya xilutsi,mhandze ya xipalatsi,,,,,
dsac_ns_4to6_00711,eco-,,,eko-,,,zwa mupo,,,,swa mbangu,,,,,,
dsac_ns_4to6_00712,eco-friendly adj.,,,omgewingsvriendelik,,,-zwi anḓanaho na mupo,,,,swo twana ni swa mbangu,,,,,,
dsac_ns_4to6_00713,eco-tourism,,,ekotoerisme,,,vhusendela mashango ha ndondolamupo,,,,vupfhumba bya swa mbangu,,,,,,
dsac_ns_4to6_00714,edge,,,rand,,,lumeme,,,,makumu,,,,,,
dsac_ns_4to6_00715,eel,,,paling,aal,,khunga,,,,hunga,,,,,,
dsac_ns_4to6_00716,effect n.,,,effek,,,mveledzwa,,,,mbuyelo,makumu,,,,,
dsac_ns_4to6_00717,effective,,,doeltreffend,effektief,,bveledzaho,mvelelondavhelelwa,shumaho zwavhuḓi,,pfunaka,,,,,,
dsac_ns_4to6_00718,efficiency,,,doeltreffendheid,,,vhukoni,,,,vuswikoti,,,,,,
dsac_ns_4to6_00719,effort,,,poging,inspanning,,vhuḓidini,nungo,,,matimba,tshalatshala,,,,,
dsac_ns_4to6_00720,egg,,,eier,,,gumba,,,,tandza,,,,,,
dsac_ns_4to6_00721,egg cell,,,eiersel,,,sele ya gumba,,,,sele ya tandza,,,,,,
dsac_ns_4to6_00722,egg shell,,,eierdop,,,gwangwa ḽa gumba,makero,,,xiphambati xa tandza,khamba ra tandza,,,,,
dsac_ns_4to6_00723,egg white,,,eierwit,,,tshitshena tsha gumba,,,,xiphemu xo basa xa tandza,,,,,,
dsac_ns_4to6_00724,egg yolk,egg yolk,,eiergeel,dooier,,tshirulwane tsha gumba,tsha ṱaḓa tsha gumba,,,ntsutsu,,,,,,
dsac_ns_4to6_00725,egret,,,egretreier,egret,,igrethe,ḽilisakholomo,,,magondzwana,dzandza,,,,,
dsac_ns_4to6_00726,Egyptian goose,,,kolgans,,,sekwa ḽa Egipita,,,,sekwa ra Xigipita,,,,,,
dsac_ns_4to6_00727,elastic adj.,,,rekbaar,elasties,,-tatamuwaho,,,,xo tsanyuka,,,,,,
dsac_ns_4to6_00728,elastic n.,,,rek,,,ḽasiṱiki,,,,xitsanyuki,,,,,,
dsac_ns_4to6_00729,elastic band,,,rek,,,bannda ya ḽasiṱiki,luḽekere,,,bandi ro tsanyuka,xirhekedyana,,,,,
dsac_ns_4to6_00730,elastic potential energy,,,elastiesepotensiaal-energie,,,fulufulu ḽo faredzwaho nga ḽasiṱiki,,,,matimba ya xitsanyuki,,,,,,
dsac_ns_4to6_00731,electric adj.,electrical,,elektries,,,-tsha muḓagasi,,,,xa gezi,,,,,,
dsac_ns_4to6_00732,electrical appliance,,,elektriese toestel,,,tshishumiswa tsha muḓagasi,,,,xitirhiso xa gezi,xitirhisiwa xa gezi,,,,,
dsac_ns_4to6_00733,electrical cable,cable,,elektriese kabel,,,khebuḽu ya muḓagasi,,,,khebulu ya gezi,ntambhu ya gezi,,,,,
dsac_ns_4to6_00734,electrical charge,charge,,elektriese lading,,,tshadzhi ya muḓagasi,,,,matimba ya gezi,,,,,,
dsac_ns_4to6_00735,electrical current,,,elektriese stroom,,,lutsinga lwa muḓagasi,,,,nkhululo wa gezi,,,,,,
dsac_ns_4to6_00736,electrical energy,,,elektriese energie,,,fulufulu ḽa muḓagasi,,,,ntamu wa gezi,,,,,,
dsac_ns_4to6_00737,electrical motor,,,elektriese motor,,,motho wa muḓagasi,,,,muchini wa gezi,,,,,,
dsac_ns_4to6_00738,electrical switch,,,elektriese skakelaar,,,switshi ya muḓagasi,,,,swichi ya gezi,,,,,,
dsac_ns_4to6_00739,electrical wiring,,,elektriese bedrading,,,u dzhenisa muḓagasi,u wayara,,,ndzumeketo wa tintambhu ta gezi,,,,,,
dsac_ns_4to6_00740,electric circuit,,,elektriese stroombaan,kring,,sekhethe ya muḓagasi,,,,sekete ya gezi,,,,,,
dsac_ns_4to6_00741,electricity,,,elektrisiteit,,,muḓagasi,,,,gezi,,,,,,
dsac_ns_4to6_00742,electric lawnmower,,,elektriese grassnyer,,,mutshini wa u gera mahatsi wa muḓagasi,,,,xitsema-byanyi xa gezi,,,,,,
dsac_ns_4to6_00743,electric plug,,,elektriese prop,,,puḽaka ya muḓagasi,,,,pulaga ya gezi,,,,,,
dsac_ns_4to6_00744,electric shock,shock,,elektriese skok,,,tshokwa,rwiwa nga muḓagasi,,,ku chokiwa,ku biwa hi gezi,,,,,
dsac_ns_4to6_00745,electric socket,socket,,elektriese sok,,,sokhethe ya muḓagasi,,,,sokete,sokete ya gezi,,,,,
dsac_ns_4to6_00746,electric spark,,,elektriese vonk,,,ṱhase ya muḓagasi,,,,nhlanhla ra gezi,,,,,,
dsac_ns_4to6_00747,electric stove,,,elektriese stoof,,,tshiṱofu tsha muḓagasi,,,,xitofu xa gezi,,,,,,
dsac_ns_4to6_00748,electric wire,,,elektriese draad,,,ḓataṱa ya muḓagasi,wairi ya muḓagasi,,,ntambhu ya gezi,,,,,,
dsac_ns_4to6_00749,electrocution,,,doodskok,elektrokusie,,vhulawa nga muḓagasi,,,,rifu ra gezi,rifu hi gezi,,,,,
dsac_ns_4to6_00750,electrolysis,,,elektrolise,,,eḽekṱroḽaisisi,,,,elekitirolisisi,,,,,,
dsac_ns_4to6_00751,electrolyte,,,elektroliet,,,eḽekṱhroḽaithi,,,,elekitirolayiti,,,,,,
dsac_ns_4to6_00752,electromagnet,,,elektromagneet,,,eḽekṱhromaginethe,,,,maginete ya gezi,,,,,,
dsac_ns_4to6_00753,electron,,,elektron,,,eḽekṱhroni,,,,elekitironi,,,,,,
dsac_ns_4to6_00754,electronic adj.,,,elektronies,,,-tsha eḽekṱhroniki,,,,xa gezi,,,,,,
dsac_ns_4to6_00755,electronic system,,,elektroniese stelsel,,,sisṱeme ya eḽekṱhroniki,,,,sisiteme ya gezi,,,,,,
dsac_ns_4to6_00756,electroplating,,,elektroplateerwerk,elektroplatering,,eḽekṱhropuḽethini,,,,mphutselo wa gezi,,,,,,
dsac_ns_4to6_00757,electrostatic force,,,elektrostatiese krag,,,maanḓa a eḽekṱhrosṱatiki,nungo dza eḽekthronikifoso,,,matimba ya nkhuhlano wa gezi,,,,,,
dsac_ns_4to6_00758,element {chemistry},,,element,,,eḽemente,,,,elemente,,,,,,
dsac_ns_4to6_00759,element {electronics},,,element,,,eḽemente,,,,elemente,,,,,,
dsac_ns_4to6_00760,elephant,,,olifant,,,nḓou,,,,ndlopfu,,,,,,
dsac_ns_4to6_00761,ellipse,,,ellips,,,eḽipsi,,,,xivumbeko xa xitandza,,,,,,
dsac_ns_4to6_00762,elliptical,,,ellipsvormig,,,eḽeptikhaḽa,,,,xa xitandza,,,,,,
dsac_ns_4to6_00763,email,electronic mail,,e-pos,elektroniese pos,,imeiḽi,,,,poso ya xitironiki,imeyili,,,,,
dsac_ns_4to6_00764,embryo,,,embrio,,,embrio,,,,xitumbulukwa,,,,,,
dsac_ns_4to6_00765,emergency stop button,,,noodbeheerknop,,,bathoni ya u imisa ya shishi,,,,batheni ya xihatla,batheni ya xilamulela-mhangu,,,,,
dsac_ns_4to6_00766,enamel,,,emalje,,,inameḽe,,,,inamele,,,,,,
dsac_ns_4to6_00767,enamel paint,,,emaljeverf,,,pennde ya enameḽe,,,,pende ya inamele,,,,,,
dsac_ns_4to6_00768,endangered animal,,,bedreigde spesie,,,phukha i songo tsireledzeaho,,,,xiharhi xo pfumaleka,xiharhi xo kala,,,,,
dsac_ns_4to6_00769,endosperm,,,endosperm,,,endosipeme,,,,mbuva-mbewu,,,,,,
dsac_ns_4to6_00770,energy,,,energie,,,fulufulu,,,,matimba,,,,,,
dsac_ns_4to6_00771,energy consumption,,,energieverbruik,,,ḽa fulufulu,vhuḽafulufulu,,,matirhisele ya matimba,,,,,,
dsac_ns_4to6_00772,energy food,,,energievoedsel,,,zwiḽiwa zwa fulufulu,,,,swakudya swa matimba,,,,,,
dsac_ns_4to6_00773,energy source,,,energiebron,,,tsiko ya fulufulu,,,,xipfeleta-matimba,,,,,,
dsac_ns_4to6_00774,energy transfer,,,energieoordrag,,,phirisafulufulu,,,,mahundziselo ya matimba,,,,,,
dsac_ns_4to6_00775,engine {e.g. car},,,enjin,,,nzhini,,,,njhini,,,,,,
dsac_ns_4to6_00776,engine {trains},railway engine,,lokomotief,,,nzhini ya tshidimela,,,,njhini ya xitimele,njhini {ya xitimela},,,,,
dsac_ns_4to6_00777,engineer,,,ingenieur,,,muinzhiniara,,,,muendla-tinjhini,muinjhiniyere,,,,,
dsac_ns_4to6_00778,enrich,,,verryk,,,-pfumisa,-nyora,,,nonisa,fumisa,,,,,
dsac_ns_4to6_00779,environment,,,omgewing,,,mupo,,,,mbangu,,,,,,
dsac_ns_4to6_00780,environmental issue,,,omgewingskwessie,,,zwa mupo,,,,mhaka ya mbangu,,,,,,
dsac_ns_4to6_00781,enzyme,,,ensiem,,,enzaimi,,,,xihundzurisi,,,,,,
dsac_ns_4to6_00782,Epsom salt,magnesium sulphate,,Engelse sout,magnesiumsulfaat,,magneziamu salfeithi,,,,magineziyamu-salifeti,,,,,,
dsac_ns_4to6_00783,equal-arm balance,,,chemiese weegskaal,,,tshikalo ndingano,,,,xikalo xa ndzinganiso,,,,,,
dsac_ns_4to6_00784,equilibrium,,,ewewig,,,ndinganyiso,ikhwiḽibriamu,,,ndzinganiso,,,,,,
dsac_ns_4to6_00785,equipment,,,toerusting,,,zwishumiswa,,,,xitirho,,,,,,
dsac_ns_4to6_00786,ergonomics,,,ergonomika,,,egonomiksi,,,,malulamiselo ya mbangu,,,,,,
dsac_ns_4to6_00787,error of parallax,,,parallaksfout,,,vhukhakhi ha pharaḽaksi,,,,xihoxo xa mapimelo,,,,,,
dsac_ns_4to6_00788,ester,,,ester,,,esiṱa,,,,esitere,,,,,,
dsac_ns_4to6_00789,ethane,,,etaan,,,ithyeini,,,,pulasitiki ya ntolovelo,ethene,,,,,
dsac_ns_4to6_00790,ether,,,eter,,,ethya,,,,xihoko xa etere,,,,,,
dsac_ns_4to6_00791,evaporate,,,verdamp,,,-ḓimuwa,,,,ku haha ka swihalaki,,,,,,
dsac_ns_4to6_00792,evaporating dish,,,verdampingsbak,,,ndishi ya muḓimuwo,,,,ndhichi yo hahisela swihalaki,,,,,,
dsac_ns_4to6_00793,evaporation,,,verdamping,,,muḓimuwo,,,,vuhahi {bya swihalaki},,,,,,
dsac_ns_4to6_00794,evergreen,evergreen tree,,immergroen boom,,,muri wa mulambatshipala,,,,murhi wa rihlaza minkarhi hinkwayo,xihlahla xa rihlaza minkarhi hinkwayo,,,,,
dsac_ns_4to6_00795,ewe,,,ooi,,,phwidzi,,,,nyimpfu ya xisati,ntswele ya nyimpfu,,,,,
dsac_ns_4to6_00796,examine,,,ondersoek,,,-linga,-ṱola,-asesa,,kambela,hlahluva,,,,,
dsac_ns_4to6_00797,example,,,voorbeeld,,,tsumbo,,,,xikombiso,,,,,,
dsac_ns_4to6_00798,excavate,,,uitgrawe,,,-gwa,-bwa,,,cela,fukula,,,,,
dsac_ns_4to6_00799,exception,,,uitsondering,,,ḽipambuwi,,,,handle ka,xa le tlhelo,,,,,
dsac_ns_4to6_00800,excess,,,oormaat,,,fhirisa mpimo,anzesa,itesa,,xo tlula mpimo,,,,,,
dsac_ns_4to6_00801,excess soil,,,oormaat grond,,,mavu o pfumesaho,mavu o vhibvelaho,,,misava yo tala ku tlula mpimo,,,,,,
dsac_ns_4to6_00802,exert,,,uitoefen,,,-ṋea maanḓa,,,,-tikisa,tshikelela,,,,,
dsac_ns_4to6_00803,exhaust fumes,exhaust gases,,uitlaatgasse,,,geze ya ekzozo,,,,misi ya tinjhini,musi wa njhini,,,,,
dsac_ns_4to6_00804,exhaust pipe,exhaust,,uitlaatpyp,,,phaiphi ya ekzozo,,,,xihumesa-musi,phayiphi ya musi,,,,,
dsac_ns_4to6_00805,exhaust system,,,uitlaatstelsel,,,sisṱeme ya ekzozo,,,,sisiteme ya tiphayiphi ta musi,,,,,,
dsac_ns_4to6_00806,exoskeleton,,,eksoskelet,,,muangarambo wa nga nnḓa,,,,xiphambati xa miri,,,,,,
dsac_ns_4to6_00807,expand,,,uitsit,,,kukumuwa,tatamuwa,,,ndlandlamuka,,,,,,
dsac_ns_4to6_00808,expansion,,,uitsetting,,,mukukumuwo,mutatamuwo,,,ndlandlamuko,ndlandlamuxo,,,,,
dsac_ns_4to6_00809,experiment n.,,,eksperiment,,,ḽiedza,eksiperimente,,,xikambisiso,xiperimente,xiringeto,,,,
dsac_ns_4to6_00810,experiment v.,,,eksperimenteer,,,-edza,,,,ringeta,kambisisa,,,,,
dsac_ns_4to6_00811,explode,,,ontplof,,,thuthuba,,,,buluka,,,,,,
dsac_ns_4to6_00812,export {information technology},,,uitvoer,,,tsudzuluso,tshimbidza,,,mbuyelo wa thekinoloji {wa thekinoloji},,,,,,
dsac_ns_4to6_00813,extend,,,uitrek,verleng,,-lapfisa,-hudza,,,engetela,kurisa,lengelela,,,,
dsac_ns_4to6_00814,extension cord,electrical extension cord,,verlengkoord,,,thambo ya muengedzo,,,,ntambhu yo koka ya gezi,,,,,,
dsac_ns_4to6_00815,extensive damage,,,omvangryke skade,,,tshinyalelo khulwane,,,,ku onhaka lokukulu,,,,,,
dsac_ns_4to6_00816,external,,,uitwendig,buite,,-nga nnḓa,,,,xa le handle,,,,,,
dsac_ns_4to6_00817,external appearance,,,uiterlike voorkoms,,,mbonalo ya nga nnḓa,,,,xivumbeko xa le handle,,,,,,
dsac_ns_4to6_00818,external fertilisation,,,eksterne bevrugting,,,nyandedzo ya nnḓa,u simekela ha nga nnḓa,,,mithiso wa le handle,mfukamelo wa le handle,,,,,
dsac_ns_4to6_00819,extract,,,uittrek,,,-bvisa,,,,humesa,koka,hlomula,,,,
dsac_ns_4to6_00820,eye,,,oog,,,iṱo,,,,tihlo,,,,,,
dsac_ns_4to6_00821,eye tooth,,,oogtand,,,ḽiṋo ḽa musendo,,,,tino-kavatlula,,,,,,
dsac_ns_4to6_00822,fabric n.,,,stof,,,sila,,,,lapi,,,,,,
dsac_ns_4to6_00823,fabrication technique,,,vervaardigingstegniek,,,thekhiniki ya u ita masila,,,,maendlelo ya lapi,,,,,,
dsac_ns_4to6_00824,face {animal or human},,,gesig,,,tshifhaṱuwo,,,,xikandza,,,,,,
dsac_ns_4to6_00825,face {surface of something},,,oppervlak,,,lurumbu lwa nga nṱha,,,,henhla ka,vuhenhla bya,,,,,
dsac_ns_4to6_00826,face {e.g. of a part of cloth},,,regte kant,,,nga phanḓa ha,,,,nsomo,,,,,,
dsac_ns_4to6_00827,factory,,,fabriek,,,feme,,,,vumakelo,,,,,,
dsac_ns_4to6_00828,falcon,,,valk,,,lurwanzhivha,,,,xikhozana,,,,,,
dsac_ns_4to6_00829,family,,,gesin,familie,,muṱa,,,,ndyangu,rixaka,,,,,
dsac_ns_4to6_00830,fan n.,,,waaier,,,fene,,,,fene,xihuhutela-moya,,,,,
dsac_ns_4to6_00831,fang,,,slagtand,,,ḽiṋothema,ḽiduṅwammbwa,,,tino ra nyoka,,,,,,
dsac_ns_4to6_00832,farm n.,,,plaas,,,bulasi,,,,purasi,,,,,,
dsac_ns_4to6_00833,farmer,,,boer,,,rabulasi,,,,murimi,mufuwi,n’wamapurasi,,,,
dsac_ns_4to6_00834,farming,,,boerdery,,,vhubulasi,,,,vurimi,vufuwi,,,,,
dsac_ns_4to6_00835,farmyard,,,plaaswerf,,,dzharaṱa ya vhubulasi,,,,jarata ra purasi,,,,,,
dsac_ns_4to6_00836,fat,,,vet,,,mapfura,,,,mafurha,,,,,,
dsac_ns_4to6_00837,fatal adj.,,,dodelik,fataal,,-isaho lufuni,,,,xo dlaya,,,,,,
dsac_ns_4to6_00838,fault,,,fout,,,khakheaho,,,,xihoxo,,,,,,
dsac_ns_4to6_00839,fax n. {technology},facsimile,,faks,faksimilee,,fekisi,,,,fekisi,,,,,,
dsac_ns_4to6_00840,fax machine,,,faksmasjien,,,mutshini wa u fekisa,,,,muchini wa fekisi,,,,,,
dsac_ns_4to6_00841,feather,,,veer,,,muthenga,,,,risiva,,,,,,
dsac_ns_4to6_00842,feather duster,,,verestoffer,,,tshifhufhurabuse tsha mithenga,,,,xiphumunho xa tinsiva,,,,,,
dsac_ns_4to6_00843,feathery adj.,,,geveerd,,,-tsha mathenga,,,,xa tinsiva,,,,,,
dsac_ns_4to6_00844,feed v.,,,voed,,,-ṋea zwiḽiwa,-kanzwa,,,phamela,dyisa,,,,,
dsac_ns_4to6_00845,feedback n. {electronics},,,terugvoer,,,khumelamurahu,,,,mbuyelo,,,,,,
dsac_ns_4to6_00846,feeding bottle,,,bababottel,voedingsbottel,,boḓelo ḽa u mamisa,,,,bodhlela ro dyisa,,,,,,
dsac_ns_4to6_00847,feeler,,,voeler,,,luphuphuledzi,,,,xitwi,xitembi,xiambamberi,,,,
dsac_ns_4to6_00848,Fehling’s solution,,,Fehling se oplossing,,,tshiluḓi tsha fehling,,,,soluxini ya Fehling,,,,,,
dsac_ns_4to6_00849,feline,,,kat,,,feline,,,,swa rixaka ra ximanga,,,,,,
dsac_ns_4to6_00850,female,,,vroulik,,,tshisadzi,,,,xisati,,,,,,
dsac_ns_4to6_00851,female cell,,,vroulike sel,,,sele ya tshisadzi,,,,sele ya xisati,,,,,,
dsac_ns_4to6_00852,female flower,,,vroulike blom,,,dzuvha ḽa tshisadzi,,,,xiluva xa xisati,,,,,,
dsac_ns_4to6_00853,fermentation,,,fermentasie,gisting,,mbiliso,,,,mbholo,mbiriso,,,,,
dsac_ns_4to6_00854,fern,,,varing,,,mufene,mudima,,,fene,,,,,,
dsac_ns_4to6_00855,ferromagnetic adj.,,,ferromagneties,,,-feromagnethiki,,,,xa maginete ya nsimbhi,,,,,,
dsac_ns_4to6_00856,ferrous adj.,,,ysterhoudend,,,-tsimbi,-ferasi,,,xa nsimbhi,,,,,,
dsac_ns_4to6_00857,fertile,,,vrugbaar,,,bebaho,,,,nona,,,,,,
dsac_ns_4to6_00858,fertile soil,,,vrugbare grond,,,mavu o nonaho,mavu o vhibvelaho,,,misava yo nona,,,,,,
dsac_ns_4to6_00859,fertilisation,,,bevrugting,,,musimekeli,andedza,nyandedzo,,ku mithisa,,,,,,
dsac_ns_4to6_00860,fertilise v. {human beings or animals},,,bevrug,,,-andedza,-simekela,,,mithisa,,,,,,
dsac_ns_4to6_00861,fertilise v. {soil},,,bemes,,,-nyora,,,,nonisa,,,,,,
dsac_ns_4to6_00862,fertilised egg cell,,,bevrugte eiersel,,,gumba ḽo simekelwaho,,,,sele ya tandza yo mithisiwa,,,,,,
dsac_ns_4to6_00863,fertiliser,,,kunsmis,misstof,,manyoro,,,,xinonisi,,,,,,
dsac_ns_4to6_00864,fibre,,,vesel,,,mupfemu,faiba,,,ricinda,ribyewu,byewu,,,,
dsac_ns_4to6_00865,field,,,land,,,tsimu,,,,nsimu,madyelo,,,,,
