id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_00866,fig,,,vy,,,fuyu,,,,kuwa,,,,,,
dsac_ns_4to6_00867,file n. {instrument},,,vyl,,,feila,,,,feyila,,,,,,
dsac_ns_4to6_00868,file v.,,,vyl,,,-feila,,,,feyila,,,,,,
dsac_ns_4to6_00869,film,,,film,,,fiḽimu,,,,filimi,,,,,,
dsac_ns_4to6_00870,film negative {photography},,,filmnegatief,,,murunzi wa fiḽimu,,,,ndzhuti wa xithombhe,,,,,,
dsac_ns_4to6_00871,filter n.,,,filter,,,tshiṱuḓi,fiḽithara,,,sefo,,,,,,
dsac_ns_4to6_00872,filter v.,,,filtreer,,,-ṱuḓa,-fiḽitha,,,sefa,,,,,,
dsac_ns_4to6_00873,filtered water,,,gefiltreerde water,,,maḓi o ṱuḓwaho,,,,mati yo sefiwa,,,,,,
dsac_ns_4to6_00874,filter funnel,,,filtreertregter,,,fanele ya u ṱuḓa,,,,fanele yo sefa,,,,,,
dsac_ns_4to6_00875,filter paper,,,filtreerpapier,,,bammbiri ḽa u ṱuḓa,,,,phepha ro sefa,,,,,,
dsac_ns_4to6_00876,filtrate n.,,,filtraat,,,tsho ṱuḓiwaho,,,,xihalaki xo sefiwa,,,,,,
dsac_ns_4to6_00877,filtration,,,filtrasie,,,muṱuḓo,,,,nhluto,nsefo,,,,,
dsac_ns_4to6_00878,fin,,,vin,,,mvekisi,,,,xicapila,xipapila,,,,,
dsac_ns_4to6_00879,finch,,,vink,,,fintshi,,,,finci,,,,,,
dsac_ns_4to6_00880,finding n.,,,bevinding,,,mawanwa,,,,mbuyelo,,,,,,
dsac_ns_4to6_00881,fine adj.,,,fyn,,,-suvhelelaho,-sekenaho,,,xo rhetela,,,,,,
dsac_ns_4to6_00882,finger {e.g. land},,,vinger,,,lubobo,ludzedzekwa,,,xiphemu xa misava,,,,,,
dsac_ns_4to6_00883,finger {body part},,,vinger,,,munwe,,,,rintiho,,,,,,
dsac_ns_4to6_00884,fire n.,,,vuur,,,mulilo,,,,ndzilo,,,,,,
dsac_ns_4to6_00885,fire brigade,,,brandweer,,,tshidzimamulilo,,,,nhlangano wa vatimandzilo,nhlangano wa vatimelandzilo,,,,,
dsac_ns_4to6_00886,fireman,,,brandweerman,,,mudzimamulilo,,,,mutima-ndzilo,,,,,,
dsac_ns_4to6_00887,firm adj.,,,stewig,,,-khwaṱhaho,,,,xo oma,xo tiyela,,,,,
dsac_ns_4to6_00888,fir tree,,,denneboom,,,mufee,,,,mufere,,,,,,
dsac_ns_4to6_00889,fish,,,vis,,,khovhe,,,,nhlampfi,,,,,,
dsac_ns_4to6_00890,fishbowl,,,visbak,,,baweḽe ya khovhe,,,,xihlayisa-tinhlampfi,,,,,,
dsac_ns_4to6_00891,fish farm,,,visplaas,,,bulasi ya khovhe,,,,vutumbuluxela-tinhlampfi,,,,,,
dsac_ns_4to6_00892,fissure,,,skeur,,,mutwe,,,,mpandzeko,handzuko,mbhandzhuko,,,,
dsac_ns_4to6_00893,fixed shape,,,vaste vorm,bepaalde vorm,,tshivhumbeotewa,,,,xivumbeko-nkalancinco,,,,,,
dsac_ns_4to6_00894,flag,,,vlag,,,fuḽaga,fuḽaha,,,mujeko,,,,,,
dsac_ns_4to6_00895,flame,,,vlam,,,khavhu,,,,langavi,,,,,,
dsac_ns_4to6_00896,flamingo,,,flamink,,,fuḽamingo,,,,fulamingo,,,,,,
dsac_ns_4to6_00897,flammable adj.,,,vlambaar,,,-dugaho,,,,xo tshwa hi ku hatlisa,xo hiseka hi ku olova,,,,,
dsac_ns_4to6_00898,flap v.,,,klap,,,-babamela,,,,kapatela,,,,,,
dsac_ns_4to6_00899,flash,,,straal,,,lupenyo,,,,vangama,,,,,,
dsac_ns_4to6_00900,flask,glass flask,,fles,glasfles,,fuḽaski ya ngilasi,,,,fulasiki ya nghilazi,,,,,,
dsac_ns_4to6_00901,flat,,,plat,,,navhaho,,,,byatlama,ringanana,,,,,
dsac_ns_4to6_00902,flatworm,,,platwurm,,,tshivhungu bande,,,,xivungu-byatla,,,,,,
dsac_ns_4to6_00903,flea,,,vlooi,,,thatha,,,,dzedze,,,,,,
dsac_ns_4to6_00904,flesh,,,vleis,vlees,,ṋama,,,,nyama,,,,,,
dsac_ns_4to6_00905,fleshy fruit,,,vlesige vrug,,,mutshelo wa thindi,,,,muhandzu wo olova,tswavela,muhandzu wo olova endzeni,,,,
dsac_ns_4to6_00906,flex n.,,,koord,elektriese koord,,tepa,,,,fulekisi,,,,,,
dsac_ns_4to6_00907,flexible adj.,,,buigsaam,,,-tepaho,,,,xo olova ku khotseka,xo tempekana,,,,,
dsac_ns_4to6_00908,float v. {e.g. in the air},,,sweef,,,-papamala,,,,phaphama,,,,,,
dsac_ns_4to6_00909,float v. {in water},,,dryf,,,-tengama,,,,phaphama,papamala,,,,,
dsac_ns_4to6_00910,flock n. {animals},,,kudde,,,sambi,,,,ntlhambi,,,,,,
dsac_ns_4to6_00911,flock n. {birds},,,swerm,,,murivha,,,,ndzeyana,,,,,,
dsac_ns_4to6_00912,floor n. {e.g. room},,,vloer,,,fuḽoro,fhasi,,,hansi,,,,,,
dsac_ns_4to6_00913,floor n. {in forest},,,vloer,,,fhasi,,,,tshaku,,,,,,
dsac_ns_4to6_00914,flora,,,flora,,,zwimela,,,,swimila,,,,,,
dsac_ns_4to6_00915,flour,,,meel,meelblom,,fuḽauru,,,,mapa ya koroni,fulawuri,,,,,
dsac_ns_4to6_00916,flow n.,,,vloei,,,muelelo,,,,nkhululo,,,,,,
dsac_ns_4to6_00917,flow chart,,,vloeidiagram,,,nyolo ya muelelo,,,,chati ya nkhuluko,,,,,,
dsac_ns_4to6_00918,flower n.,,,blom,,,dzuvha,,,,xiluva,,,,,,
dsac_ns_4to6_00919,flowering adj.,,,blomdraend,,,-u fhufhumiswa ha maluvha,,,,xo baleka swiluva,,,,,,
dsac_ns_4to6_00920,fluffy adj.,,,donsig,,,-bubu,,,,xo fohlomela,xa vuverha,,,,,
dsac_ns_4to6_00921,fluid n.,,,vloeistof,,,tshiluḓi,,,,xihalaki,,,,,,
dsac_ns_4to6_00922,fluorescent adj.,,,fluoresserend,,,-fuḽoresenthi,,,,xa fuloresente,,,,,,
dsac_ns_4to6_00923,fly n. {insect},,,vlieg,,,thunzi,,,,nhongana,,,,,,
dsac_ns_4to6_00924,fly v.,,,vlieg,,,-fhufha,,,,haha,,,,,,
dsac_ns_4to6_00925,foal,,,vulletjie,,,berana,,,,xihancana,,,,,,
dsac_ns_4to6_00926,foam,,,skuim,,,bulo,,,,khuvi,,,,,,
dsac_ns_4to6_00927,fodder,animal food,,voer,,,furu,,,,swakudya swa swiharhi,furu,,,,,
dsac_ns_4to6_00928,foetus,,,fetus,,,tshitumbuki,,,,khwiri,nyimba,,,,,
dsac_ns_4to6_00929,fog,,,mis,,,khuli,,,,hunguva,nkungwa,,,,,
dsac_ns_4to6_00930,folic acid,,,foliensuur,,,foḽikesidi,,,,asidi ya foliki,esidi ya foliki,,,,,
dsac_ns_4to6_00931,font,,,letterbeeld,,,fonto,,,,matsalele,fonto,,,,,
dsac_ns_4to6_00932,food,,,voedsel,kos,,zwiḽiwa,,,,swakudya,,,,,,
dsac_ns_4to6_00933,food-chain,,,voedselketting,,,mutevhe wa zwiḽiwa,,,,nandzelelano wo dyanana ka swiharhi,,,,,,
dsac_ns_4to6_00934,food mixer,,,menger,,,tshivangazwiḽiwa,,,,xihlanganisa-swakudya,xipfanganyisa-swakudya,,,,,
dsac_ns_4to6_00935,food tin,,,blikkie,,,tshitsimbi tsha zwiḽiwa,,,,thini ra swakudya,xikotikoti xa swakudya,,,,,
dsac_ns_4to6_00936,foot,,,voet,,,lwayo,,,,nkondzo,,,,,,
dsac_ns_4to6_00937,force n.,,,krag,,,maanḓa,nungo,,,matimba,,,,,,
dsac_ns_4to6_00938,forest,,,woud,bos,,ḓaka,,,,xihlahla,khwati,,,,,
dsac_ns_4to6_00939,fork,,,tuinvurk,,,forogo,,,,foroko,,,,,,
dsac_ns_4to6_00940,form n.,,,vorm,,,tshivhumbeo,,,,xivumbeko,,,,,,
dsac_ns_4to6_00941,form v.,,,vorm,,,-vhumba,-sika,,,vumba,,,,,,
dsac_ns_4to6_00942,formation,,,vorming,,,mbumbo,,,,mavumbelo,,,,,,
dsac_ns_4to6_00943,fossil fuel,,,fossielbrandstof,,,tshiluḓifulufulu tsha masalela,,,,mafurha ya swibolwa,,,,,,
dsac_ns_4to6_00944,fountain,,,fontein,,,tshisima,,,,xihlovo,,,,,,
dsac_ns_4to6_00945,fowl,,,hoender,,,khuhu,,,,huku,,,,,,
dsac_ns_4to6_00946,fowl-run,,,hoenderkamp,,,tshitumba tsha khuhu,,,,xihahlu,,,,,,
dsac_ns_4to6_00947,fox,,,jakkals,,,phunguwe,,,,hlolwa,,,,,,
dsac_ns_4to6_00948,fracture n.,,,fraktuur,,,mvunḓeo,ho vunḓeaho,,,mpandzeko,,,,,,
dsac_ns_4to6_00949,frame structure,,,raamstruktuur,,,muhaga,,,,fureme,rimba,,,,,
dsac_ns_4to6_00950,fray v.,,,uitrafel,,,-pfepfemuwa,,,,hlakata,,,,,,
dsac_ns_4to6_00951,freeze,,,vries,,,xwatuwa,,,,gwitsila,,,,,,
dsac_ns_4to6_00952,freezer,,,vrieskas,,,tshixwatudzi,,,,xigwitsirisi,,,,,,
dsac_ns_4to6_00953,freezer compartment,,,vrieshokkie,,,lufhera lwa muxwatudzo,,,,xindhawana xo gwitsirisa,,,,,,
dsac_ns_4to6_00954,freezing point,,,vriespunt,,,thepharetsha ya muxwatudzo,,,,vugwitsileni,,,,,,
dsac_ns_4to6_00955,fresh air,,,vars lug,,,mufhe muswa,,,,moya wo tenga,,,,,,
dsac_ns_4to6_00956,fresh product,,,vars produk,,,tshibveledzwa tshiswa,,,,swakudya swa furexe,,,,,,
dsac_ns_4to6_00957,freshwater fish,,,varswatervis,,,khovhemulambo,,,,nhlampfi ya le nambyeni,,,,,,
dsac_ns_4to6_00958,freshwater sunfish,,,varswatersonvis,,,khovhe tseṱa ya mulambo,,,,nhlampfi ya le nambyeni,,,,,,
dsac_ns_4to6_00959,friction,,,wrywing,,,tseṱano,,,,nkhuhlano,,,,,,
dsac_ns_4to6_00960,frog,,,padda,,,ḓula,,,,chela,,,,,,
dsac_ns_4to6_00961,front tooth,,,voortand,,,ḽiṋo ḽa phanḓa,,,,tino ra le mahlweni,,,,,,
dsac_ns_4to6_00962,frost,,,ryp,,,mahaḓa,,,,gamboko,,,,,,
dsac_ns_4to6_00963,fructose,,,fruktose,,,furakthousu,,,,chukele ra mihandzu,,,,,,
dsac_ns_4to6_00964,fruit,,,vrug,,,mutshelo,,,,muhandzu,,,,,,
dsac_ns_4to6_00965,fruit juice,,,vrugtesap,,,dzhusi ya mutshelo,,,,juzi ya muhandzu,,,,,,
dsac_ns_4to6_00966,fuel,,,brandstof,,,tshivhaswa,,,,xitshivelwa,mafurha yo fambisa,,,,,
dsac_ns_4to6_00967,fulcrum,,,draaipunt,spilpunt,,faḽikhramu,,,,xikarhi,,,,,,
dsac_ns_4to6_00968,full-grown,,,uitgegroei,volgroei,,aluwaho,vhinaho,,,xo vupfa,,,,,,
dsac_ns_4to6_00969,function n.,,,funksie,,,mushumo,,,,ntirho,,,,,,
dsac_ns_4to6_00970,function v.,,,funksioneer,,,-shuma,,,,tirha,,,,,,
dsac_ns_4to6_00971,fungus,,,fungus,,,lugowa,,,,nkuxu,,,,,,
dsac_ns_4to6_00972,funnel,,,tregter,,,faneḽe,,,,fanele,,,,,,
dsac_ns_4to6_00973,fur,,,pels,,,vhukuse,,,,voya,,,,,,
dsac_ns_4to6_00974,furniture,,,meubels,,,fanitsha,fanitshara,,,vhanichara,fanichara,fenichara,,,,
dsac_ns_4to6_00975,furrow,,,leivoor,,,mugero,,,,foro,mugerho,,,,,
dsac_ns_4to6_00976,fuse n.,,,sekering,,,fiyusi,,,,fiyuzi,,,,,,
dsac_ns_4to6_00977,fuse v.,,,smelt,,,-ṱanganya,,,,hlanganisa,,,,,,
dsac_ns_4to6_00978,gale,,,stormwind,,,ḓumbu,,,,bubutsa,xidzedze,,,,,
dsac_ns_4to6_00979,garage,,,motorhuis,garage,,giratshi,,,,garaji,,,,,,
dsac_ns_4to6_00980,garden,,,tuin,,,ngade,,,,ntanga,xirhapa,nghadi,,,,
dsac_ns_4to6_00981,garden flower,,,tuinblom,,,dzuvha ḽa ngadeni,,,,xiluva xa le xirhapeni,xiluva xa le nghadini,xiluva xa le ntangeni,,,,
dsac_ns_4to6_00982,garden snail,,,tuinslak,,,khumba ya ngadeni,,,,humba,,,,,,
dsac_ns_4to6_00983,garden soil,,,tuingrond,,,mavu a ngade,,,,misava ya xirhapa,,,,,,
dsac_ns_4to6_00984,gas,,,gas,,,gese,,,,moya,hhasi,gese,,,,
dsac_ns_4to6_00985,gas burner,,,gasbrander,,,gesibena,,,,xichuvambara,,,,,,
dsac_ns_4to6_00986,gaseous exchange,,,gaswisseling,,,musielisano wa gese,,,,cincano wa moya,cincano wa tigese,,,,,
dsac_ns_4to6_00987,gas stove,,,gasstoof,,,tshiṱofu tsha gese,,,,xitofu xa gese,xitofu xa hhasi,,,,,
dsac_ns_4to6_00988,gauze,,,gaas,,,sefo,,,,sefo,,,,,,
dsac_ns_4to6_00989,gear,,,rat,,,gere,,,,gere,,,,,,
dsac_ns_4to6_00990,gear system,,,ratstelsel,,,sisṱeme ya gere,,,,sisiteme ya tigere,,,,,,
dsac_ns_4to6_00991,gear train,,,ratreeks,ratstel,,gere dzo ṱumanaho,,,,tigere,,,,,,
dsac_ns_4to6_00992,gecko,,,boomgeitjie,,,gwavhavha,,,,xipululu,,,,,,
dsac_ns_4to6_00993,gender,,,geslag,,,mbeu,,,,rimbewu,,,,,,
dsac_ns_4to6_00994,generate,,,genereer,,,bveledza,,,,tumbuluxa,,,,,,
dsac_ns_4to6_00995,generation {e.g. of electricity},,,generasie,,,mubveledzo,,,,ntumbuluxo,,,,,,
dsac_ns_4to6_00996,generator,,,generator,ontwikkelaar,,dzhenereitha,,,,xitumbuluxi,jeneretara,,,,,
dsac_ns_4to6_00997,gentle adj.,,,sag,,,-dzikaho,,,,xa kahle,xo olova,,,,,
dsac_ns_4to6_00998,gently adv.,,,saggies,,,-nga vhulenda,,,,hi ku olova,khwatsi,,,,,
dsac_ns_4to6_00999,geography,,,geografie,,,nḓivhashango,,,,ntivo-misava,,,,,,
dsac_ns_4to6_01000,geranium,,,malva,,,dzheraniamu,,,,guxe ra xilungu,,,,,,
dsac_ns_4to6_01001,germ,,,kiem,,,kutzhili,,,,xitsongwatsongwana,,,,,,
dsac_ns_4to6_01002,germinate,,,ontkiem,,,-mela,,,,mila,,,,,,
dsac_ns_4to6_01003,germinating tray,,,ontkiemingsbak,,,ṱhirei ya u medzela,,,,ximilerisi,,,,,,
dsac_ns_4to6_01004,germination,,,ontkieming,,,mumelo,,,,ku mila,,,,,,
dsac_ns_4to6_01005,gill,,,kieu,,,pwiṱi,,,,rilaka ra nhlampfi,,,,,,
dsac_ns_4to6_01006,giraffe,,,kameelperd,,,ṱhuḓwa,,,,nhutlwa,,,,,,
dsac_ns_4to6_01007,give birth,,,geboorte skenk,,,-beba,,,,tswala,veleka,,,,,
dsac_ns_4to6_01008,glass,,,glas,,,ngilasi,,,,nghilazi,,,,,,
dsac_ns_4to6_01009,glass basin,glass trough,,glasskottel,,,sambelo ḽa ngilasi,,,,xibya xa nghilazi,xibye xa nghilazi,,,,,
dsac_ns_4to6_01010,glass beaker,,,glasbeker,,,bikha ya ngilasi,,,,bikiri ra nghilazi,,,,,,
dsac_ns_4to6_01011,glass cylinder,,,glassilinder,,,siḽindere ya ngilasi,,,,bodhlela ra nghilazi,,,,,,
dsac_ns_4to6_01012,glass jar,,,glasfles,,,dzhomela ḽa ngilasi,,,,jara ya nghilazi,,,,,,
dsac_ns_4to6_01013,glass pane,,,glasruit,,,ngilasi ya fasiṱere,,,,nghilazi ya fasitere,nghilazi ya jinela,,,,,
dsac_ns_4to6_01014,glass plate,glass sheet,,glasblad,glasplaat,,baphathi ḽa ngilasi,,,,nghilazi,,,,,,
dsac_ns_4to6_01015,glass slide,,,glasskyfie,glasplaatjie,,sḽaidi tsha ngilasi,,,,xilayidi xa nghilazi,,,,,,
dsac_ns_4to6_01016,glass straw,,,glasstrooitjie,,,siṱrou tsha ngilasi,,,,chupu ra nghilazi,,,,,,
dsac_ns_4to6_01017,glider,,,sweeftuig,,,glaida,,,,xihahampfhuka-nkalanjhini,,,,,,
dsac_ns_4to6_01018,glucose,,,glukose,,,gḽukhousu,,,,chukele,,,,,,
dsac_ns_4to6_01019,glue,,,gom,,,gḽuu,,,,xinamaketi,xidamarheti,xinamarheti,mphanga,,,
dsac_ns_4to6_01020,glue gun,,,lympistool,,,gani ya guḽuu,,,,xidamarhetisi,xibamu xa xidamarheti,,,,,
dsac_ns_4to6_01021,gnaw v.,,,knaag,,,-shenganya,-shenga,,,phora,kutsa,luma,,,,
dsac_ns_4to6_01022,golden brown,,,goudbruin,,,buraweni ya musuku,,,,ribungu-nsuku,,,,,,
dsac_ns_4to6_01023,goldfish,,,goudvis,,,khovhe ya ṱaḓa,khovhe ya tshirulwane,,,nhlampfi-mfuwiwa,,,,,,
dsac_ns_4to6_01024,good-natured adj.,,,goedgeaard,,,-vhulenda,,,,xa mahanyele lamanene,wa mahanyele lamanene,,,,,
dsac_ns_4to6_01025,goose,,,gans,,,hantsi,,,,sekwa,,,,,,
dsac_ns_4to6_01026,gorilla,,,gorilla,,,goriḽa,,,,gorila,,,,,,
dsac_ns_4to6_01027,gradual change,,,geleidelike verandering,,,tshanduko nga zwiṱuku,,,,ku hundzuka ko nonoka,,,,,,
dsac_ns_4to6_01028,grain,,,graankorrel,,,thoro,,,,ndzoho,,,,,,
dsac_ns_4to6_01029,grain sort,,,graansoort,,,thorokhaṋwa,,,,muxaka wa tindzoho,,,,,,
dsac_ns_4to6_01030,gram,g,,gram,,,gireme,,,,giramu,,,,,,
dsac_ns_4to6_01031,grape,,,druiwe,,,nḓirivhe,,,,diriva,,,,,,
dsac_ns_4to6_01032,grape-sugar,,,druiwesuiker,,,swigiri ya nḓirivhe,tshugela ya nḓirivhe,,,chukele ra madiriva,,,,,,
dsac_ns_4to6_01033,graph,,,grafiek,,,grafu,,,,girafu,,,,,,
dsac_ns_4to6_01034,graphics {computer},,,grafika,,,dzi grafiki,,,,swifaniso,,,,,,
dsac_ns_4to6_01035,graphite,,,grafiet,potlood,,phomo,grafithi,,,ribye ra girafayiti,,,,,,
dsac_ns_4to6_01036,grass,,,gras,,,hatsi,,,,byanyi,byasi,,,,,
dsac_ns_4to6_01037,grasshopper,,,sprinkaan,,,nzie,,,,xitsotso,xijajana,njiya,mherha,,,
dsac_ns_4to6_01038,grassland,,,grasveld,,,mavhaleni,,,,madyelo,,,,,,
dsac_ns_4to6_01039,grate v.,,,rasper,,,-gireitha,-senda,,,tsemelela,,,,,,
dsac_ns_4to6_01040,gravity,gravitational force,,gravitasie,swaartekrag,,giravithi,,,,matimba ya giravhithi,,,,,,
dsac_ns_4to6_01041,graze,,,wei,,,fula,,,,ku dya byanyi,,,,,,
dsac_ns_4to6_01042,grease,,,ghries,,,grisi,,,,girisi,,,,,,
dsac_ns_4to6_01043,green,,,groen,,,dala,,,,rihlaza,,,,,,
dsac_ns_4to6_01044,greenback turtle,,,seeskilpad,,,tshibode tsha muṱana mudala,,,,gamba,xigamba,,,,,
dsac_ns_4to6_01045,green mealie,,,groenmielie,,,tshikoli,,,,xifaki,mphyandlana,,,,,
dsac_ns_4to6_01046,grey blue,,,grysblou,,,lutombotseṱha,,,,wasi-mpunga,,,,,,
dsac_ns_4to6_01047,greyish brown,,,grysbruin,,,brawenitseṱha,,,,ribungu-mpunga,,,,,,
dsac_ns_4to6_01048,grid,,,rooster,,,gridi,,,,giridi,,,,,,
dsac_ns_4to6_01049,grind,,,maal,,,u kuya,guruḓa,,,sila,,,,,,
dsac_ns_4to6_01050,grinder,,,slyper,slypmasjien,,graindara,,,,xisili,,,,,,
dsac_ns_4to6_01051,groundwater,,,grondwater,,,maḓi a fhasi,,,,mati ya le hansi,,,,,,
dsac_ns_4to6_01052,grow,,,groei,,,aluwa,,,,kula,,,,,,
dsac_ns_4to6_01053,growing season,,,groeiseisoen,,,khalaṅwaha ya u aluwa,,,,nkarhi wo rhumbuka,,,,,,
dsac_ns_4to6_01054,growth n.,,,groei,,,nyaluwo,,,,ku kula,,,,,,
dsac_ns_4to6_01055,growth medium,,,groeimedium,,,tshialusi,,,,xo kurisa,,,,,,
dsac_ns_4to6_01056,growth rate,,,groeitempo,,,phimanyaluwo,,,,makulele,,,,,,
dsac_ns_4to6_01057,guinea fowl,,,tarentaal,,,khanga,,,,mhangele,,,,,,
dsac_ns_4to6_01058,guinea pig,,,marmotjie,,,giniphigi,,,,xikalapitana,,,,,,
dsac_ns_4to6_01059,gull,,,seemeeu,meeu,,gaḽi,,,,nyenyana ya lwandle,,,,,,
dsac_ns_4to6_01060,gusset,,,knoopplaat,,,gasete,,,,xitiyisisi,,,,,,
dsac_ns_4to6_01061,gusset plate,,,knoopplaat,,,phuleithi ya gasete,,,,puleti ya xitiyisisi,,,,,,
dsac_ns_4to6_01062,gut n.,,,ingewande,,,thumbu,,,,khwiri,,,,,,
dsac_ns_4to6_01063,gut v.,,,ingewande uithaal,,,-bvisa,,,,humesa,,,,,,
dsac_ns_4to6_01064,gymnosperm,,,naaksadige,gimnosperm,,dzhiminospeme,,,,ximila-ndzoho,,,,,,
dsac_ns_4to6_01065,habit,,,gewoonte,,,nḓowelo,,,,ntolovelo,mukhuva,,,,,
dsac_ns_4to6_01066,habitat,,,habitat,,,haya,vhukhudo,vhudzumbamo,,kaya,,,,,,
dsac_ns_4to6_01067,hacksaw,,,metaalsaag,ystersaag,,saha,,,,saha,,,,,,
dsac_ns_4to6_01068,haemoglobin,hemoglobin <US>,,hemoglobien,,,hemoglobini,,,,hemogilobini,,,,,,
dsac_ns_4to6_01069,hail,,,hael,,,tshifhango,,,,xihangu,xiphangu,,,,,
dsac_ns_4to6_01070,hailstone,,,haelkorrel,,,tshifhango,,,,xihangu,,,,,,
dsac_ns_4to6_01071,hailstorm,,,haelstorm,,,ḓumbumazwikule,,,,ximbhembhe,,,,,,
dsac_ns_4to6_01072,hair,,,haar,,,mavhudzi,,,,nsisi,,,,,,
dsac_ns_4to6_01073,hairy adj.,,,harig,,,-mahaha,,,,xa misisi,,,,,,
dsac_ns_4to6_01074,half,,,helfte,,,hafu,,,,hafu,,,,,,
dsac_ns_4to6_01075,halogen group,,,halogeengroep,,,tshigwada tsha haḽodzheni,,,,ntlawa wa tihalojeni,,,,,,
dsac_ns_4to6_01076,hammer n.,,,hamer,,,hamula,,,,hamula,,,,,,
dsac_ns_4to6_01077,hammer v.,,,hamer,,,-khokhomedza,-ombela,,,belelela,,,,,,
dsac_ns_4to6_01078,hand,,,hand,,,tshanḓa,,,,xandla,,,,,,
dsac_ns_4to6_01079,hanger,,,klerehanger,hanger,,haṅara,,,,xihayeki,hangara,,,,,
dsac_ns_4to6_01080,hardboard,,,veselbord,hardebord,,hadibodo,,,,bodo yo tsindziyela,bodo yo nonon’hwa,,,,,
dsac_ns_4to6_01081,hardness n.,,,hardheid,,,u konḓa,,,,ku nonon’hwa,,,,,,
dsac_ns_4to6_01082,hardwood,,,hardehout,loofhout,,thanda i konḓaho,,,,ntsandze wo nonon’hwa,,,,,,
dsac_ns_4to6_01083,harmful,,,nadelig,,,tshinyadzaho,,,,xo vavisa,,,,,,
dsac_ns_4to6_01084,harmless adj.,,,onskadelik,,,-sa tshinyadzi,,,,xo ka xi nga vavisi,,,,,,
dsac_ns_4to6_01085,harrow,,,eg,,,haraga,,,,harika,haraka,,,,,
dsac_ns_4to6_01086,harvest,,,oes,,,khaṋo,,,,ntshovelo,,,,,,
dsac_ns_4to6_01087,hatch,,,uitbroei,,,thothonya,,,,tlhotlhorha,,,,,,
dsac_ns_4to6_01088,hatchery,,,broeiplek,broeihuis,,vhuthothonyeloni,,,,vutlhotlhoriselo,,,,,,
dsac_ns_4to6_01089,hawk n.,,,valk,,,lurwanzhivha,ludiamaivha,,,gama,,,,,,
dsac_ns_4to6_01090,hay,,,hooi,,,furu,,,,furu,folichi,,,,,
dsac_ns_4to6_01091,health,,,gesondheid,,,mutakalo,,,,rihanyo,,,,,,
dsac_ns_4to6_01092,healthy adj.,,,gesond,,,-takalaho,,,,xa rihanyo,,,,,,
dsac_ns_4to6_01093,healthy animal,,,gesonde dier,,,phukha yo takalaho,,,,xiharhi xo hanya kahle,,,,,,
dsac_ns_4to6_01094,healthy body,,,gesonde liggaam,,,muvhili wo takalaho,,,,miri lowu hanyeke,,,,,,
dsac_ns_4to6_01095,heap n.,,,hoop,,,thulwi,tshiṱhopho,,,nhulu,ndhundhuma,,,,,
dsac_ns_4to6_01096,heap v.,,,ophoop,,,-ṱhopha,-khokha,,,fumba,,,,,,
dsac_ns_4to6_01097,heart-shaped adj.,,,hartvormig,,,-tshivhumbeo tsha mbilu,,,,ximbilu,,,,,,
dsac_ns_4to6_01098,heartwood,,,kernhout,,,mbilu ya muri,,,,mbilu,,,,,,
dsac_ns_4to6_01099,heat n. {general},,,hitte,,,mufhiso,muruhurela,,,ku hisa,,,,,,
dsac_ns_4to6_01100,heat n. {physics},,,hitte,,,mufhiso wa nga ngomu,,,,ku hisa,,,,,,
dsac_ns_4to6_01101,heat v.,,,verhit,,,-dudedza,-fhisa,,,hisa,,,,,,
dsac_ns_4to6_01102,heat energy,,,warmte-energie,hitte-energie,,fulufulu ḽa mufhiso,,,,ku hisa,,,,,,
dsac_ns_4to6_01103,heater,,,verwarmer,,,hithara,,,,xihisi,hitara,,,,,
dsac_ns_4to6_01104,heavy adj.,,,swaar,,,-lemelaho,,,,xo tika,,,,,,
dsac_ns_4to6_01105,hecto,,,hekto,,,hektho,,,,xidzana,,,,,,
dsac_ns_4to6_01106,height,,,hoogte,,,vhulapfu,,,,vulehi,,,,,,
dsac_ns_4to6_01107,helicopter,,,helikopter,,,heḽikhophutha,,,,xihahampfhuka-phatsa,,,,,,
dsac_ns_4to6_01108,hen,,,hen,,,phambo,,,,mbhaha,,,,,,
dsac_ns_4to6_01109,herbaceous plant,,,kruidagtige plant,,,tshimela tshitete,,,,ximila xa hebaxiyasi,ximila xa matabyana,,,,,
dsac_ns_4to6_01110,herbivore,plant-eating animal,,herbivoor,planteter,,zwiḽazwimela,,,,xidya-swimila,xihanya-hi-swimila,,,,,
dsac_ns_4to6_01111,heron,,,reier,,,ḽiṋulakhovhe,,,,nyakukolwe,heroni,,,,,
dsac_ns_4to6_01112,heterotrophic,,,heterotroof,,,hetherothrofiki,,,,xihanya-hi-swin’wana,,,,,,
dsac_ns_4to6_01113,hibernate,,,hiberneer,,,haibaneitha,dzumbama,,,tumbela,,,,,,
dsac_ns_4to6_01114,hide n.,,,huid,vel,,mukumba,,,,dzovo,,,,,,
dsac_ns_4to6_01115,highveld region,,,hoëveldstreek,,,dzingu ḽa mavhaleni,,,,xifundza xa nkangala,,,,,,
dsac_ns_4to6_01116,hill,,,heuwel,bult,,tshikwara,tshivhanga,,,xintshabyana,,,,,,
dsac_ns_4to6_01117,hilum,,,kiemvlekkie,oog,,hiḽamu,,,,mpoti,,,,,,
dsac_ns_4to6_01118,hind leg,,,agterbeen,,,mulenzhe wa murahu,,,,nenge wa lendhaku,,,,,,
